META; english/premier-league/everton-v-man-city; 2018-03-12 14:16:21 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 8/25; 1/5; 1/5; 5/18; 2/7; 30/00; 3/11; 3/10; 5/19; 5/18; 2/7; 1/4; 3/11; 1/4
Draw; 17/4; 9/2; 4; 206/1; 9/2; 17/4; 23/5; 5; 9/2; 5; 9/2; 9/2; 79/17; 7/2; ; 
Everton; 12; 10; 19/2; 9; 11; 10; 17/2; 37/4; 15/2; 83/10; 15/2; 12; 12; 37/4; 17/2; 
META; english/premier-league/everton-v-man-city; 2018-03-12 18:16:22 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 2/7; 2/7; 1/4; 3/10; 5/19; 5/19; 2/7; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 5; 19/4; 5; 9/2; 5; 19/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 11; 17/2; 41/4; 15/2; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-12 22:16:22 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 2/7; 2/7; 1/4; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 5; 19/4; 5; 21/4; 9/2; 24/5; 7/2; ; ; 
Everton; 12; 10; 10; 19/2; 9; 11; 17/2; 41/4; 10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-13 02:16:18 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-13 10:16:21 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-13 14:16:22 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 11; 17/2; 21/2; 10; 83/10; 17/2; 12; 12; 21/2; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-13 18:16:20 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-13 22:16:22 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 21/5; ; 
Everton; 12; 10; 10; 19/2; 9; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-14 02:16:11 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 5; 63/13; 5; 9/2; 5; 21/4; 9/2; 49/10; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 11; 17/2; 10; 10; 83/10; 17/2; 12; 12; 10; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-14 10:16:13 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-14 14:16:16 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-14 18:16:13 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/5; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 5; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 9; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-14 22:16:10 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 2/7; 2/7; 8/25; 1/5; 1/4; 1/5; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 9/2; 9/2; 4; 19/4; 4; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 11; 9; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-15 02:16:11 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 8/25; 1/5; 1/4; 1/5; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 17/4; 9/2; 4; 19/4; 4; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 7/2; ; 
Everton; 12; 10; 10; 19/2; 11; 9; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-15 10:16:07 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 63/13; 5; 9/2; 5; 21/4; 9/2; 24/5; 4
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 10; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-15 14:16:09 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 63/13; 5; 9/2; 5; 21/4; 9/2; 24/5; 4
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 10; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-15 18:16:09 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 4
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 21/2; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-15 22:15:54 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 5/19; 5/19; 5/19; 5/19; 1/4; 1/4; 3/11; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 5; 9/2; 5; 9/2; 9/2; 5; 23/5; 5; 9/2; 5; 21/4; 9/2; 79/17; 4
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 19/2; 10; 83/10; 17/2; 12; 12; 39/4; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-16 02:15:39 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 3/11; 5/19; 5/19; 5/19; 2/7; 1/4; 3/11; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 23/5; 5; 9/2; 5; 9/2; 79/17; 4; 
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 19/2; 10; 83/10; 17/2; 12; 12; 19/2; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-16 10:15:41 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 3/11; 5/19; 5/19; 5/19; 2/7; 1/4; 3/11; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 23/5; 5; 9/2; 5; 9/2; 79/17; 4; 
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 19/2; 10; 83/10; 17/2; 12; 12; 19/2; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-16 14:16:04 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 3/11; 5/19; 5/19; 5/19; 1/4; 1/4; 3/11; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 23/5; 5; 9/2; 5; 21/4; 9/2; 79/17; 4
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 19/2; 10; 83/10; 17/2; 12; 12; 19/2; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-16 18:16:09 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 1/5; 1/4; 1/5; 5/19; 1/4; 2/7; 2/7; 3/11; 5/19; 5/19; 5/19; 1/4; 1/4; 3/11; 1/4
Draw; 17/4; 17/4; 9/2; 51/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 23/5; 5; 9/2; 5; 21/4; 9/2; 79/17; 4
Everton; 12; 10; 21/2; 9; 10; 9; 10; 11; 17/2; 19/2; 10; 83/10; 17/2; 12; 11; 19/2; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-16 22:16:08 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 1/5; 1/4; 1/5; 5/19; 1/4; 2/7; 2/7; 5/19; 5/19; 5/19; 5/19; 2/7; 1/4; 5/19; 1/4
Draw; 17/4; 17/4; 9/2; 51/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 79/17; 5; 9/2; 5; 19/4; 9/2; 47/10; 4
Everton; 12; 10; 21/2; 9; 10; 9; 10; 11; 17/2; 39/4; 10; 83/10; 17/2; 12; 11; 10; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-17 02:16:06 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Man City; 1/4; 3/10; 2/7; 31/00; 1/5; 2/7; 1/5; 5/19; 1/4; 2/7; 2/7; 5/19; 5/19; 5/19; 5/19; 2/7; 1/4; 5/19; 1/4
Draw; 17/4; 17/4; 9/2; 51/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 79/17; 5; 9/2; 5; 19/4; 9/2; 47/10; 4
