META; english/premier-league/liverpool-v-crystal-palace; 2017-06-15 14:15:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/100; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-29 22:18:04 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-29 22:23:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 02:16:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 6/17; 4/11; 1/3; 6/17; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 15/4; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 02:22:06 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 6/17; 4/11; 1/3; 6/17; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 15/4; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 10:16:52 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 10:22:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 14:17:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 15/4; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 14:22:38 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 18:20:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 18:25:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 22:21:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-06-30 22:27:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 02:21:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 02:27:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 10:21:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 10:27:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 14:22:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; ; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; ; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; ; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 14:28:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 18:22:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 18:28:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 22:22:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-01 22:27:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 02:21:50 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 02:27:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 10:21:43 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 10:27:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 14:22:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 14:27:54 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 18:22:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 18:28:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; ; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; ; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; ; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 22:22:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-02 22:28:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-03 02:22:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-03 02:27:49 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-03 10:22:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-03 10:27:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-03 14:23:04 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 10/29; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 31/4; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-03 18:22:41 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-03 22:22:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; ; ; ; ; ; ; ; ; 4/11; 1/3; 10/29; ; ; 6/17; ; 6/17; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; ; ; ; ; ; ; ; ; 15/4; 7/2; 15/4; ; ; 15/4; ; 15/4; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; ; ; ; ; ; ; ; ; 7; 15/2; 31/4; ; ; 15/2; ; 8; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-04 02:22:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; 6/17; ; ; ; ; ; ; ; 4/11; 1/3; 10/29; ; ; 6/17; ; ; 4/11; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; 15/4; ; ; ; ; ; ; ; 15/4; 7/2; 15/4; ; ; 15/4; ; ; 7/2; ; 9/4; ; 
Crystal Palace; ; 7; ; 8; ; ; 9; ; 8; ; ; ; ; ; ; ; 7; 15/2; 31/4; ; ; 15/2; ; ; 15/2; ; 1/14; ; 
META; english/premier-league/liverpool-v-crystal-palace; 2017-07-04 10:22:51 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Liverpool; ; 4/11; ; 3/10; ; ; 4/11; ; 6/17; ; ; ; ; ; ; ; 4/11; 1/3; 10/29; ; ; 6/17; ; ; 4/11; ; 1/14; ; 
Draw; ; 10/3; ; 19/5; ; ; 19/5; ; 15/4; ; ; ; ; ; ; ; 15/4; 7/2; 15/4; ; ; 15/4; ; ; 7/2; ; 9/4; ; 
