META; english/premier-league/stoke-v-everton; 2018-03-05 14:16:38 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 2; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 19/10; 11/5; 15/8; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 21/10; 21/10; 11/5; 15/8; 28/13; 23/10; 21/10; 28/13; 19/10
META; english/premier-league/stoke-v-everton; 2018-03-08 02:16:22 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 5/4; 11/8; 5/4; 13/10; 27/20; 11/8; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 11/8; 27/20; 23/17; 6/5
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 2; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 19/10; 11/5; 15/8; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 21/10; 21/10; 11/5; 15/8; 28/13; 23/10; 21/10; 28/13; 19/10
META; english/premier-league/stoke-v-everton; 2018-03-08 10:16:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 11/8; 13/10; 7/5; 7/5; 13/10; 13/10; 23/17; 4/3; 13/10; 11/8; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 21/10; 11/5; 41/20; 21/10; 21/10; 28/13; 11/5; 15/8; 28/13; 23/10; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-08 14:16:25 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 11/8; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 11/8; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 2; 21/10; 11/5; 15/8; 28/13; 23/10; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-08 18:16:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 11/8; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 11/8; 27/20; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 2; 21/10; 11/5; 15/8; 28/13; 23/10; 21/10; 2
META; english/premier-league/stoke-v-everton; 2018-03-08 22:16:10 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 11/8; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 11/8; 27/20; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 2; 21/10; 11/5; 15/8; 28/13; 23/10; 21/10; 2
META; english/premier-league/stoke-v-everton; 2018-03-09 02:16:22 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 11/8; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 11/8; 27/20; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 2; 21/10; 11/5; 15/8; 28/13; 23/10; 21/10; 2
META; english/premier-league/stoke-v-everton; 2018-03-09 10:16:22 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 11/8; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 7/5; 27/20; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 2; 21/10; 11/5; 15/8; 28/13; 9/4; 21/10; 2
META; english/premier-league/stoke-v-everton; 2018-03-09 14:16:26 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 7/5; 27/20; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 2; 41/20; 21/10; 2; 21/10; 11/5; 27/14; 28/13; 9/4; 21/10; 2
META; english/premier-league/stoke-v-everton; 2018-03-09 18:16:28 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 7/5; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 23/10; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 2; 41/20; 21/10; 2; 21/10; 11/5; 27/14; 28/13; 11/5; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-09 22:16:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 7/5; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 2; 41/20; 21/10; 2; 21/10; 11/5; 27/14; 28/13; 9/4; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-10 02:16:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 7/5; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/50; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/50; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 2; 41/20; 21/10; 2; 21/10; 11/5; 27/14; 28/13; 9/4; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-10 10:16:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 7/5; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/50; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/50; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 2; 41/20; 21/10; 2; 21/10; 11/5; 27/14; 28/13; 9/4; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-10 14:16:31 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 27/20; 23/17; 13/10; 
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 2; 41/20; 21/10; 2; 21/10; 11/5; 27/14; 28/13; 9/4; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-10 18:16:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 7/5; 7/5; 13/10; 23/17; 23/17; 13/10; 11/8; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 11/5; 41/20; 21/10; 21/10; 21/10; 11/5; 28/13; 23/10; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-10 22:16:01 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 11/8; 27/20; 23/17; 13/10; 11/8
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 11/5; 41/20; 21/10; 21/10; 21/10; 11/5; 27/14; 28/13; 23/10; 21/10; 28/13; 2; 23/10
META; english/premier-league/stoke-v-everton; 2018-03-11 02:15:59 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 11/8; 27/20; 23/17; 27/20; 11/8
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 11/5; 41/20; 21/10; 21/10; 21/10; 11/5; 27/14; 28/13; 23/10; 21/10; 28/13; 21/10; 23/10
META; english/premier-league/stoke-v-everton; 2018-03-11 10:15:59 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 7/5; 11/8; 13/10; 23/17; 23/17; 9/7; 13/10; 11/8; 27/20; 23/17; 27/20; 11/8; 11/8
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10; 21/10; 9/4
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 27/14; 28/13; 23/10; 21/10; 28/13; 21/10; 23/10; 11/5
META; english/premier-league/stoke-v-everton; 2018-03-11 14:16:00 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 7/5; 11/8; 13/10; 23/17; 23/17; 9/7; 13/10; 11/8; 27/20; 23/17; 27/20; 11/8; 11/8
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10; 21/10; 9/4
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 27/14; 28/13; 23/10; 21/10; 28/13; 21/10; 23/10; 11/5
META; english/premier-league/stoke-v-everton; 2018-03-11 18:15:56 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 11/8; 7/5; 11/8; 13/10; 23/17; 23/17; 9/7; 13/10; 11/8; 27/20; 23/17; 27/20; 11/8; 11/8
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 27/14; 28/13; 23/10; 21/10; 28/13; 21/10; 23/10; 11/5
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 12/5; 11/5; 21/10; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10; 21/10; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-11 22:15:51 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 13/10; 13/10; 27/20; 13/10; 143/00; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 7/5; 29/20; 11/8; 5/4; 23/17; 23/17; 9/7; 13/10; 7/5; 27/20; 23/17; 11/8; 11/8; 7/5
Draw; 9/4; 9/4; 21/10; 11/5; 9/4; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 23/10; 43/20; 21/10; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10; 21/10; 23/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 27/14; 28/13; 9/4; 21/10; 28/13; 2; 23/10; 23/10
META; english/premier-league/stoke-v-everton; 2018-03-12 02:15:51 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 11/8; 13/10; 27/20; 13/10; 36/25; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 7/5; 7/5; 11/8; 13/10; 23/17; 23/17; 4/3; 13/10; 7/5; 27/20; 23/17; 11/8; 7/5; 7/5
Draw; 9/4; 9/4; 21/10; 11/5; 57/25; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 23/10; 43/20; 21/10; 21/10; 11/5; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 9/4; 23/10
Everton; 2; 21/10; 21/10; 11/5; 58/25; 11/5; 21/10; 2; 28/13; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 2; 21/10; 11/5; 11/5; 28/13; 9/4; 21/10; 21/10; 2; 9/4; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-12 10:15:52 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 11/8; 13/10; 27/20; 13/10; 36/25; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 11/8; 7/5; 11/8; 13/10; 23/17; 23/17; 4/3; 13/10; 7/5; 27/20; 23/17; 11/8; 7/5; 7/5
Draw; 9/4; 11/5; 21/10; 11/5; 57/25; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 9/4; 43/20; 21/10; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 9/4; 23/10
Everton; 2; 21/10; 21/10; 11/5; 58/25; 11/5; 21/10; 2; 28/13; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 11/5; 11/5; 28/13; 9/4; 21/10; 28/13; 2; 9/4; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-12 14:15:51 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Stoke; 11/8; 13/10; 27/20; 13/10; 143/00; 7/5; 11/8; 5/4; 23/17; 27/20; 7/5; 13/10; 11/8; 7/5; 11/8; 13/10; 23/17; 23/17; 4/3; 23/17; 7/5; 27/20; 23/17; 11/8; 6/5; 7/5; 7/5
