META; english/premier-league/man-utd-v-west-brom; 2018-04-02 14:16:33 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 1/6; 1/5; 1/9; 1/6; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 1/6; 1/7; 1/7; 2/13; 1/6; 1/6; 1/6; 2/11
Draw; 13/2; 11/2; 6; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 76/13; 13/2; 28/5; 6; 13/2; 21/4; 113/19; 24/5; 
West Brom; 16; 16; 20; 25; 18; 18; 18; 19; 20; 18; 16; 18; 14; 18; 59/4; 22; 13; 18; 22; 20; 15; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-02 18:16:31 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 1/6; 1/5; 1/9; 1/6; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 1/6; 1/7; 1/7; 2/13; 1/6; 1/6; 1/6; 2/11
Draw; 13/2; 11/2; 6; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 76/13; 13/2; 28/5; 6; 13/2; 21/4; 113/19; 24/5; 
West Brom; 16; 16; 20; 25; 18; 18; 18; 19; 20; 18; 16; 18; 14; 18; 59/4; 22; 13; 18; 22; 20; 15; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-02 22:16:31 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 1/6; 1/5; 1/9; 1/6; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 1/6; 1/7; 1/7; 2/13; 1/6; 1/6; 1/6; 2/11
Draw; 13/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 76/13; 13/2; 28/5; 6; 13/2; 21/4; 113/19; 24/5; 
West Brom; 16; 16; 20; 25; 18; 18; 18; 19; 20; 18; 16; 18; 14; 18; 59/4; 22; 13; 18; 22; 20; 15; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-03 02:16:27 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 1/6; 1/5; 1/9; 1/6; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 1/6; 1/7; 1/7; 2/13; 1/6; 1/6; 1/6; 2/11
Draw; 13/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 76/13; 13/2; 28/5; 6; 13/2; 21/4; 113/19; 24/5; 
West Brom; 16; 16; 20; 25; 18; 18; 18; 19; 20; 18; 16; 18; 14; 18; 59/4; 22; 13; 18; 22; 20; 15; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-03 10:16:28 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 1/6; 1/5; 1/9; 1/6; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 1/6; 1/7; 1/7; 2/13; 1/6; 1/6; 1/6; 2/11
Draw; 13/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 76/13; 13/2; 28/5; 6; 13/2; 21/4; 113/19; 24/5; 
West Brom; 16; 16; 20; 25; 18; 18; 18; 19; 20; 18; 16; 18; 14; 18; 59/4; 22; 13; 18; 22; 20; 15; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-03 14:16:30 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 21/4; 6; 24/5; 
West Brom; 16; 16; 20; 25; 18; 20; 18; 19; 20; 18; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-03 18:16:30 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 2/11; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 21/4; 6; 24/5; 
West Brom; 16; 16; 20; 25; 18; 20; 18; 19; 20; 18; 16; 18; 14; 18; 35/2; 22; 13; 18; 20; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-03 22:16:30 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 21/4; 6; 24/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-04 02:16:33 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 21/4; 6; 24/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-04 10:16:30 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 21/4; 6; 24/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-04 14:16:32 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 2/11; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 21/4; 6; 24/5; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-04 18:16:33 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 21/4; 6; 23/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-04 22:16:31 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 21/4; 6; 23/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 18; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-05 02:16:30 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 21/4; 6; 23/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 20; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-05 10:16:29 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 6; 23/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-05 14:16:31 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 6; 23/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 22; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-05 18:16:33 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 1/6; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 6; 26/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 18; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-05 22:16:31 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 6; 26/5; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-06 02:16:30 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 26/5; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-06 10:16:32 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 26/5; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 18; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 18
META; english/premier-league/man-utd-v-west-brom; 2018-04-06 14:16:34 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/6; 2/11; 1/6; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 13/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 26/5; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 18; 16; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 57/5
META; english/premier-league/man-utd-v-west-brom; 2018-04-06 18:16:31 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 1/6; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 11/2; 13/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 26/5; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 57/5
META; english/premier-league/man-utd-v-west-brom; 2018-04-06 22:16:32 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 1/6; 1/6; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 13/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 26/5; ; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 18; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 57/5
META; english/premier-league/man-utd-v-west-brom; 2018-04-07 02:16:31 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 1/6; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 13/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 26/5; ; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 57/5
META; english/premier-league/man-utd-v-west-brom; 2018-04-07 10:16:31 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/7; 2/11; 1/6; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 6; 13/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 26/5; ; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 57/5
META; english/premier-league/man-utd-v-west-brom; 2018-04-07 14:16:37 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 2/11; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/6; 2/11; 1/6; 2/11; 1/5; 2/11; 2/13; 1/7; 1/7; 2/13; 1/6; 3/19; 2/11
Draw; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 13/2; 11/2; 6; 11/2; 13/2; 13/2; 11/2; 11/2; 6; 13/2; 28/5; 6; 13/2; 26/5; ; ; 
West Brom; 16; 16; 20; 16; 25; 18; 20; 18; 19; 20; 20; 16; 16; 18; 14; 18; 35/2; 22; 13; 18; 25; 71/4; 57/5
META; english/premier-league/man-utd-v-west-brom; 2018-04-07 18:16:30 GMT+3; 2018-04-15 16:00; Nothing; Xlenovo
Man Utd; 1/7; 2/11; 1/6; 2/11; 1/5; 1/9; 2/13; 1/9; 2/13; 1/6; 1/6; 2/13; 1/6; 1/6; 1/5; 2/11; 1/7; 2/13; 2/13; 3/19; 2/11
Draw; 13/2; 11/2; 6; 11/2; 6; 11/2; 13/2; 11/2; 6; 13/2; 13/2; 6; 11/2; 6; 13/2; 6; 13/2; 26/5; ; ; 
West Brom; 16; 16; 22; 16; 25; 18; 20; 18; 19; 22; 20; 16; 20; 14; 18; 35/2; 22; 18; 28; 71/4; 57/5
