META; english/premier-league/tottenham-v-newcastle; 2018-05-02 18:16:05 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 23/00; 1/8; 1/8; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 3/16; 1/6; 1/5; 2/11; 1/5; 1/5
Draw; 5; 59/10; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 53/10; 11/2; 27/5; 13/2; 91/17; 7/2; 
Newcastle; 14; 16; 33/2; 12; 12; 13; 16; 14; 12; 14; 12; 14; 14; 10; 12; 18; 14; 7/2
META; english/premier-league/tottenham-v-newcastle; 2018-05-03 14:16:04 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 23/00; 1/8; 1/8; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 3/16; 1/6; 1/5; 2/11; 1/5; 1/5
Draw; 5; 59/10; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 53/10; 11/2; 27/5; 13/2; 91/17; 7/2; 
Newcastle; 14; 16; 33/2; 12; 12; 13; 16; 14; 12; 14; 12; 14; 14; 10; 12; 18; 14; 7/2
META; english/premier-league/tottenham-v-newcastle; 2018-05-03 18:16:03 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 1/8; 1/8; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5
Draw; 5; 31/5; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 21/4; 23/4; 11/2; 27/5; 13/2; 53/10; 7/2; 
Newcastle; 14; 16; 67/4; 12; 12; 13; 16; 14; 12; 14; 12; 14; 14; 21/2; 10; 12; 18; 57/4; 7/2
META; english/premier-league/tottenham-v-newcastle; 2018-05-03 22:16:02 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 1/8; 1/8; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5
Draw; 5; 31/5; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 53/10; 23/4; 11/2; 27/5; 13/2; 91/17; 7/2; 
Newcastle; 14; 16; 67/4; 12; 12; 13; 16; 14; 12; 14; 12; 14; 14; 21/2; 10; 12; 18; 14; 7/2
META; english/premier-league/tottenham-v-newcastle; 2018-05-04 02:15:57 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 1/8; 1/8; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5; 1/5
Draw; 5; 31/5; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 21/4; 23/4; 11/2; 27/5; 13/2; 53/10; 7/2; 29/5; 
Newcastle; 14; 16; 67/4; 12; 12; 13; 16; 14; 12; 14; 12; 14; 14; 21/2; 10; 12; 18; 57/4; 7/2; 59/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-04 10:15:58 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 2/11; 1/7; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5; 1/5
Draw; 5; 31/5; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 21/4; 23/4; 11/2; 27/5; 13/2; 53/10; 7/2; 29/5; 
Newcastle; 14; 16; 67/4; 15; 13; 13; 16; 14; 12; 14; 12; 14; 14; 21/2; 10; 12; 18; 57/4; 7/2; 59/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-04 14:16:00 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 2/11; 1/7; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/6; 1/5; 1/6; 1/5; 1/5; 2/9
Draw; 5; 31/5; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 53/10; 23/4; 11/2; 27/5; 7; 91/17; 28/5; 29/5; 
Newcastle; 14; 16; 67/4; 15; 13; 13; 16; 14; 12; 14; 12; 14; 14; 21/2; 10; 12; 18; 57/4; 66/5; 68/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-04 18:16:01 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 2/11; 1/7; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/6; 1/5; 2/11; 3/16; 1/5; 2/9
Draw; 5; 31/5; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 91/17; 23/4; 11/2; 27/5; 7; 27/5; 28/5; 29/5; 
Newcastle; 14; 16; 67/4; 15; 13; 13; 16; 14; 12; 14; 12; 14; 14; 21/2; 10; 12; 17; 14; 66/5; 68/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-04 22:16:01 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 2/11; 1/7; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5; 2/9
Draw; 5; 31/5; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 60/11; 23/4; 11/2; 27/5; 7; 11/2; 28/5; 29/5; 
Newcastle; 14; 16; 67/4; 15; 13; 13; 16; 14; 12; 14; 12; 14; 59/4; 21/2; 10; 12; 17; 59/4; 66/5; 68/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-05 02:15:56 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 2/11; 1/7; 1/5; 2/11; 1/5; 2/11; 2/11; 1/5; 1/5; 1/5; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5; 2/9
Draw; 5; 31/5; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 60/11; 23/4; 11/2; 27/5; 7; 11/2; 28/5; 29/5; ; ; 
Newcastle; 14; 16; 67/4; 15; 13; 13; 16; 14; 12; 15; 12; 14; 59/4; 21/2; 10; 12; 17; 15; 66/5; 68/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-05 10:15:57 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 11/50; 2/11; 1/7; 1/5; 2/11; 1/5; 2/11; 2/11; 1/5; 1/5; 1/5; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5; 2/9
Draw; 5; 31/5; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 60/11; 23/4; 11/2; 27/5; 7; 11/2; 6; 31/5; ; ; 
Newcastle; 14; 16; 67/4; 15; 13; 13; 16; 14; 12; 15; 12; 14; 59/4; 21/2; 10; 12; 17; 15; 69/5; 71/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-05 14:16:03 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 2/11; 2/11; 1/7; 1/5; 2/11; 1/5; 2/11; 2/11; 1/5; 1/5; 1/5; 1/5; 1/6; 1/5; 2/11; 1/5; 2/11; 1/5; 
Draw; 5; 13/2; 13/2; 11/2; 11/2; 6; 6; 6; 60/11; 23/4; 11/2; 27/5; 7; 11/2; 6; 31/5; ; ; ; 
Newcastle; 14; 16; 17; 15; 13; 13; 16; 14; 12; 15; 12; 14; 59/4; 21/2; 10; 12; 17; 15; 69/5; 83/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-05 18:15:56 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 1/6; 1/6; 2/11; 1/7; 1/5; 1/6; 1/5; 2/11; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 1/6; 1/5; 2/11; 1/5; 
Draw; 5; 6; 13/2; 13/2; 6; 11/2; 6; 11/2; 6; 6; 60/11; 23/4; 27/5; 7; 11/2; 6; 31/5; ; ; 
Newcastle; 14; 16; 18; 17; 17; 14; 13; 18; 14; 14; 16; 12; 16; 15; 21/2; 12; 20; 15; 69/5; 83/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-05 22:15:34 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 1/6; 1/6; 2/11; 1/7; 1/5; 2/13; 1/5; 1/6; 1/6; 1/6; 2/11; 1/5; 1/5; 1/7; 1/5; 1/6; 3/14; 2/11; 1/5
Draw; 5; 13/2; 6; 13/2; 13/2; 6; 11/2; 13/2; 6; 13/2; 13/2; 13/2; 28/5; 23/4; 6; 27/5; 7; 57/10; 6; 
Newcastle; 14; 16; 14; 17; 17; 14; 13; 14; 16; 16; 14; 16; 16; 21/2; 23/2; 12; 20; 16; 69/5; 73/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-06 02:15:33 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 2/11; 1/6; 2/11; 1/7; 1/5; 2/13; 1/5; 1/6; 1/6; 1/6; 2/11; 1/5; 1/5; 1/7; 1/5; 2/11; 1/5; 1/5; 1/5; 
Draw; 11/2; 6; 13/2; 6; 13/2; 13/2; 6; 11/2; 13/2; 6; 13/2; 13/2; 13/2; 76/13; 23/4; 6; 27/5; 13/2; 59/10; 6; 34/5
Newcastle; 14; 14; 14; 17; 17; 14; 13; 14; 16; 17; 14; 16; 16; 21/2; 23/2; 12; 20; 16; 69/5; 83/5; 
META; english/premier-league/tottenham-v-newcastle; 2018-05-06 10:15:33 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 2/11; 1/6; 2/11; 1/7; 1/5; 2/13; 1/5; 1/6; 1/6; 1/6; 2/11; 1/5; 1/5; 1/7; 1/5; 2/11; 1/5; 1/5; 1/5
Draw; 11/2; 6; 13/2; 6; 13/2; 13/2; 6; 11/2; 13/2; 6; 6; 13/2; 13/2; 6; 23/4; 6; 27/5; 13/2; 6; 34/5
Newcastle; 14; 14; 14; 17; 17; 14; 13; 12; 16; 16; 14; 16; 57/4; 21/2; 23/2; 12; 18; 29/2; 69/5; 83/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-06 14:15:35 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 2/11; 1/6; 2/11; 1/7; 1/5; 1/6; 1/5; 1/6; 1/6; 1/6; 2/11; 1/5; 1/5; 1/7; 1/5; 1/6; 1/5; 1/5; 1/5; 
Draw; 11/2; 6; 13/2; 6; 13/2; 13/2; 6; 11/2; 13/2; 6; 6; 13/2; 13/2; 6; 23/4; 6; 27/5; 15/2; 6; 33/5; 34/5
Newcastle; 14; 14; 14; 17; 17; 14; 13; 20; 12; 16; 16; 14; 16; 57/4; 21/2; 23/2; 12; 18; 57/4; 71/5; 71/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-06 18:15:30 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 2/11; 1/6; 2/11; 1/7; 1/5; 1/6; 1/5; 1/6; 1/6; 1/6; 1/6; 2/11; 1/5; 1/5; 1/7; 1/5; 1/6; 1/5; 2/11; ; ; 
Draw; 11/2; 6; 13/2; 6; 13/2; 13/2; 6; 11/2; 13/2; 6; 13/2; 6; 13/2; 13/2; 6; 23/4; 6; 27/5; 7; ; ; ; 
Newcastle; 14; 14; 16; 14; 17; 17; 14; 13; 20; 12; 16; 14; 16; 14; 16; 57/4; 21/2; 23/2; 12; 18; 29/2; 71/5; 93/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-06 22:15:23 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 2/11; 1/6; 2/13; 1/7; 2/11; 1/6; 2/11; 2/11; 1/6; 1/6; 1/6; 2/11; 1/5; 1/5; 1/7; 2/11; 1/6; 1/5; 1/5; 1/6; 1/5; ; 
Draw; 11/2; 6; 13/2; 6; 36/5; 7; 13/2; 13/2; 13/2; 13/2; 6; 13/2; 6; 13/2; 13/2; 25/4; 23/4; 6; 13/2; 7; 25/4; 34/5; 6; 
Newcastle; 14; 14; 16; 14; 71/4; 18; 16; 13; 18; 16; 14; 14; 16; 14; 16; 55/4; 21/2; 23/2; 12; 18; 14; 78/5; 68/5; 93/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-07 02:15:22 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 2/11; 1/6; 2/13; 1/7; 2/11; 2/11; 1/6; 2/11; 1/6; 2/11; 1/6; 2/11; 2/11; 2/11; 2/11; 2/11; 1/6; 2/11; 2/11; 1/5; 1/6; 2/11; 1/5; ; 
Draw; 11/2; 6; 6; 7; 13/2; 13/2; 13/2; 13/2; 6; 6; 13/2; 13/2; 27/4; 6; 69/10; 13/2; 7; 27/4; 13/2; 7; 31/5; 5; 36/5; ; ; 
Newcastle; 14; 14; 16; 14; 67/4; 18; 16; 13; 18; 16; 14; 14; 16; 14; 16; 29/2; 12; 27/2; 12; 18; 29/2; 12; 76/5; 66/5; 73/5; 78/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-07 10:15:23 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 1/6; 2/13; 1/7; 3/16; 2/11; 2/11; 2/11; 2/11; 2/11; 1/6; 2/11; 1/6; 2/11; 2/11; 3/16; 1/6; 1/6; 2/11; 2/11; 1/5; 2/11; 1/5; ; 
Draw; 15/2; 11/2; 6; 7; 13/2; 7; 15/2; 6; 6; 13/2; 13/2; 27/4; 6; 69/10; 7; 15/2; 7; 13/2; 7; 36/5; 27/5; 36/5; ; ; ; 
Newcastle; 16; 12; 18; 14; 67/4; 18; 16; 13; 18; 16; 14; 14; 16; 14; 16; 15; 12; 27/2; 12; 18; 61/4; 12; 83/5; 83/5; 69/5; 17
META; english/premier-league/tottenham-v-newcastle; 2018-05-07 14:15:23 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 2/11; 1/6; 2/13; 1/7; 3/16; 1/6; 2/11; 2/11; 1/6; 2/11; 1/6; 1/6; 1/6; 2/11; 2/11; 1/6; 1/6; 1/6; 1/6; 2/11; 1/5; 1/5; 1/5; ; 
Draw; 15/2; 11/2; 13/2; 7; 7; 13/2; 15/2; 13/2; 7; 6; 13/2; 13/2; 27/4; 6; 69/10; 15/2; 15/2; 27/4; 6; 36/5; 37/5; 36/5; 37/5; ; ; 
Newcastle; 16; 14; 14; 16; 33/2; 18; 16; 14; 14; 16; 14; 14; 15; 14; 14; 67/4; 12; 27/2; 14; 18; 67/4; 14; 83/5; 17; 88/5; 88/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-07 18:15:22 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/6; 1/6; 2/13; 1/7; 3/16; 2/11; 2/11; 2/11; 1/6; 2/11; 1/6; 1/6; 1/6; 2/11; 3/16; 1/6; 1/6; 1/6; 2/11; 2/11; 1/5; 1/5; 1/5; ; 
Draw; 15/2; 13/2; 6; 71/10; 7; 13/2; 7; 7; 6; 13/2; 13/2; 13/2; 13/2; 67/10; 7; 15/2; 27/4; 13/2; 36/5; 37/5; 36/5; 37/5; ; ; ; 
Newcastle; 16; 14; 14; 16; 65/4; 18; 16; 16; 14; 16; 14; 14; 16; 14; 14; 67/4; 13; 27/2; 15; 18; 67/4; 14; 83/5; 17; 88/5; 88/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-07 22:15:22 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/6; 2/11; 1/6; 1/6; 1/7; 3/16; 2/11; 2/11; 2/11; 1/6; 2/11; 1/5; 1/6; 1/6; 2/11; 3/16; 1/6; 2/11; 1/6; 2/11; 2/11; 2/11; 1/5; 1/5; 
Draw; 15/2; 13/2; 6; 34/5; 7; 13/2; 7; 7; 6; 6; 13/2; 13/2; 13/2; 67/10; 7; 27/4; 13/2; 36/5; 37/5; 36/5; 37/5; ; ; ; ; 
Newcastle; 16; 14; 16; 16; 31/2; 20; 17; 16; 16; 16; 14; 14; 16; 12; 14; 67/4; 13; 27/2; 15; 18; 67/4; 14; 83/5; 17; 88/5; 17
META; english/premier-league/tottenham-v-newcastle; 2018-05-08 02:15:22 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 2/11; 1/6; 2/11; 1/7; 3/16; 2/11; 2/11; 2/11; 2/11; 2/11; 1/5; 2/11; 1/6; 2/11; 3/16; 1/6; 2/11; 1/6; 2/11; 2/11; 2/11; 1/5; 1/5; 
Draw; 15/2; 11/2; 6; 34/5; 15/2; 7; 6; 6; 11/2; 6; 6; 13/2; 13/2; 67/10; 7; 27/4; 13/2; 36/5; 36/5; 36/5; 37/5; ; ; ; ; 
Newcastle; 16; 12; 16; 16; 31/2; 17; 14; 16; 16; 16; 14; 14; 16; 12; 14; 67/4; 13; 27/2; 15; 18; 67/4; 14; 16; 78/5; 88/5; 83/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-08 10:15:23 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 2/11; 1/6; 2/11; 1/7; 3/16; 2/11; 2/11; 2/11; 2/11; 2/11; 1/5; 2/11; 1/6; 2/11; 3/16; 1/6; 2/11; 1/6; 2/11; 2/11; 2/11; 1/5; 1/5; 
Draw; 15/2; 11/2; 6; 34/5; 15/2; 7; 6; 6; 11/2; 6; 6; 13/2; 13/2; 67/10; 7; 27/4; 13/2; 7; 6; 36/5; ; ; ; ; ; 
Newcastle; 16; 12; 16; 16; 31/2; 17; 14; 16; 16; 16; 14; 14; 16; 12; 14; 67/4; 13; 27/2; 15; 18; 67/4; 14; 83/5; 73/5; 88/5; 17
META; english/premier-league/tottenham-v-newcastle; 2018-05-08 14:15:24 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 2/11; 1/6; 2/11; 2/13; 1/7; 3/16; 2/11; 2/11; 2/11; 2/11; 1/5; 2/11; 2/11; 2/11; 2/11; 3/16; 1/6; 2/11; 2/11; 2/11; 2/11; 1/5; 1/5; 1/5; 
Draw; 15/2; 11/2; 6; 34/5; 15/2; 13/2; 7; 6; 6; 11/2; 6; 6; 13/2; 13/2; 67/10; 7; 27/4; 13/2; 36/5; 37/5; 36/5; 37/5; ; ; ; ; 
Newcastle; 16; 12; 16; 16; 31/2; 17; 14; 14; 16; 16; 16; 14; 12; 16; 14; 14; 31/2; 13; 27/2; 15; 18; 63/4; 14; 16; 81/5; 88/5; 83/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-08 18:15:23 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 1/5; 1/6; 2/11; 2/13; 1/7; 3/16; 1/5; 2/11; 1/5; 1/5; 1/5; 2/11; 2/11; 1/6; 2/11; 1/5; 1/6; 2/11; 1/6; 2/11; 2/11; 1/5; 1/5; 1/5; 
Draw; 15/2; 11/2; 6; 69/10; 15/2; 7; 7; 7; 11/2; 6; 6; 27/4; 13/2; 32/5; 7; 27/4; 13/2; 36/5; 37/5; 37/5; 37/5; ; ; ; ; ; 
Newcastle; 16; 12; 14; 16; 61/4; 17; 14; 14; 16; 16; 16; 14; 12; 14; 14; 14; 63/4; 13; 25/2; 15; 16; 63/4; 14; 16; 81/5; 81/5; 17
META; english/premier-league/tottenham-v-newcastle; 2018-05-08 22:15:22 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 1/5; 1/6; 11/50; 2/11; 1/6; 1/7; 1/5; 1/5; 2/11; 1/5; 1/5; 2/9; 2/9; 2/11; 3/16; 2/11; 3/14; 3/16; 1/5; 3/16; 1/5; 2/11; 1/5; 1/5; 1/5
Draw; 15/2; 11/2; 11/2; 7; 34/5; 15/2; 7; 13/2; 11/2; 7; 11/2; 6; 6; 25/4; 13/2; 63/10; 13/2; 13/2; 13/2; 13/2; 36/5; 34/5; 36/5; 37/5; ; ; 
Newcastle; 16; 11; 14; 16; 55/4; 17; 14; 14; 16; 14; 16; 14; 12; 14; 12; 14; 27/2; 13; 12; 15; 16; 55/4; 12; 78/5; 78/5; 78/5; 17
META; english/premier-league/tottenham-v-newcastle; 2018-05-09 02:15:18 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 2/11; 1/6; 2/11; 2/11; 1/7; 1/5; 2/11; 2/11; 1/5; 1/5; 2/11; 1/5; 2/11; 2/11; 2/11; 1/5; 3/16; 2/11; 2/11; 2/11; 2/11; 2/11; 1/5; 1/5; 
Draw; 15/2; 11/2; 6; 36/5; 15/2; 13/2; 7; 13/2; 6; 6; 11/2; 6; 6; 13/2; 13/2; 63/10; 13/2; 7; 27/4; 7; 37/5; 33/5; 37/5; 38/5; ; ; 
Newcastle; 16; 12; 16; 16; 14; 17; 14; 14; 16; 16; 16; 14; 12; 14; 12; 14; 57/4; 13; 13; 15; 16; 29/2; 12; 78/5; 78/5; 78/5; 81/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-09 10:15:19 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 1/5; 1/6; 2/9; 2/11; 2/11; 1/7; 1/5; 1/5; 2/11; 1/5; 1/5; 1/5; 2/9; 2/11; 3/16; 2/11; 1/5; 3/16; 2/11; 3/16; 1/5; 2/11; 1/5; 1/5; 1/5
Draw; 15/2; 11/2; 11/2; 7; 32/5; 15/2; 13/2; 7; 13/2; 11/2; 7; 11/2; 11/2; 11/2; 7; 25/4; 13/2; 13/2; 13/2; 7; 25/4; 6; 31/5; 29/5; 36/5; ; 
Newcastle; 16; 12; 14; 16; 15; 17; 14; 14; 16; 16; 16; 14; 12; 14; 12; 14; 61/4; 13; 13; 15; 16; 31/2; 14; 78/5; 71/5; 64/5; 81/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-09 14:15:21 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/6; 1/5; 1/5; 1/5; 2/11; 1/6; 1/5; 1/5; 2/11; 2/9; 2/11; 1/5; 2/9; 2/11; 3/16; 2/11; 1/5; 3/16; 2/11; 3/16; 1/5; 1/5; 1/5; 2/9; 1/5; 
Draw; 7; 11/2; 6; 67/10; 7; 13/2; 13/2; 13/2; 11/2; 7; 11/2; 11/2; 7; 25/4; 13/2; 13/2; 13/2; 7; 25/4; 6; 34/5; 32/5; 34/5; 7; ; ; 
Newcastle; 16; 14; 14; 14; 16; 16; 14; 14; 16; 14; 16; 12; 14; 14; 12; 14; 63/4; 13; 13; 15; 16; 63/4; 14; 16; 81/5; 81/5; 83/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-09 18:15:20 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 1/6; 1/5; 1/5; 2/11; 1/5; 2/11; 2/11; 1/5; 2/11; 2/11; 1/5; 3/16; 3/16; 2/11; 3/16; 1/5; 1/5; 1/5; 2/9; 1/5; 
Draw; 7; 11/2; 6; 67/10; 7; 13/2; 13/2; 13/2; 6; 11/2; 11/2; 6; 13/2; 6; 13/2; 6; 63/10; 13/2; 7; 13/2; 13/2; 34/5; 34/5; 34/5; 7; ; 
Newcastle; 16; 12; 16; 14; 16; 16; 14; 14; 16; 16; 16; 14; 12; 15; 14; 14; 57/4; 12; 14; 15; 16; 29/2; 12; 16; 81/5; 83/5; 83/5
META; english/premier-league/tottenham-v-newcastle; 2018-05-09 22:15:20 GMT+3; 2018-05-09 20:00; Nothing; Xlenovo
Tottenham; 1/5; 1/5; 2/9; 2/7; 6/25; 1/4; 2/9; 1/4; 3/13; 1/4; 1/4; 1/4; 1/4; 1/4; 1/5; 3/19; 1/6; 3/11; 3/13; 1/4; 3/19; 2/9; 1/4; 2/7; 1/4
Draw; 11/2; 4; 9/2; 4; 53/10; 9/2; 11/2; 9/2; 51/10; 5; 9/2; 9/2; 19/4; 9/2; 6; 11/2; 47/10; 51/10; 9/2; 25/4; 5; 26/5; 24/5; 28/5; 
Newcastle; 12; 10; 12; 10; 23/2; 10; 12; 10; 21/2; 12; 12; 10; 12; 41/4; 12; 57/4; 29/2; 10; 21/2; 12; 55/4; 12; 62/5; 56/5; 61/5
