META; english/premier-league/man-utd-v-tottenham; 2017-10-02 18:17:30 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-11 22:17:40 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-12 02:18:01 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-12 14:17:39 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-12 18:17:31 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-12 22:17:46 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-13 02:17:37 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-13 10:17:57 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-13 14:18:19 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-13 18:17:38 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-13 22:17:57 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-14 02:17:44 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 2; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-14 10:17:47 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; 2; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 7/4; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-14 14:17:52 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 20/21; ; ; 9/10; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 51/20; ; ; 5/2; ; ; ; ; 2; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; 7/4; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-14 18:17:34 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 20/21; ; ; 9/10; ; 17/20; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 5/2; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 51/20; ; ; 5/2; ; 49/20; ; ; 2; ; 
Tottenham; ; ; ; ; ; 7/2; 16/5; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; 10/3; ; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-14 22:17:16 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 20/21; ; ; 9/10; ; 17/20; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 5/2; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 51/20; ; ; 5/2; ; 49/20; ; ; 2; ; 
Tottenham; ; ; ; ; ; 7/2; 16/5; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; 10/3; ; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-15 02:17:31 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 20/21; ; ; 9/10; ; 17/20; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 5/2; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 51/20; ; ; 5/2; ; 49/20; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 16/5; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; 10/3; ; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-15 10:17:20 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 9/10; ; ; ; 20/23; ; ; ; ; ; 4/5; ; 20/21; ; ; 9/10; ; 17/20; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; ; ; ; 12/5; ; ; ; ; ; 5/2; ; 51/20; ; ; 5/2; ; 49/20; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 16/5; ; ; ; 10/3; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; 10/3; ; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-15 14:17:22 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; 20/23; ; ; ; ; ; 4/5; ; 20/21; ; ; 9/10; ; 17/20; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 5/2; 5/2; ; ; 12/5; ; ; ; ; ; 5/2; ; 51/20; ; ; 5/2; ; 49/20; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 16/5; 16/5; ; ; 10/3; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; 10/3; ; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-15 18:17:15 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; 20/23; ; ; ; ; ; 4/5; ; 20/21; ; ; 9/10; ; 17/20; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 5/2; 5/2; ; ; 12/5; ; ; ; ; ; 5/2; ; 51/20; ; ; 5/2; ; 49/20; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 16/5; 16/5; ; ; 10/3; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; 10/3; ; ; 7/4; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-15 22:17:13 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 19/20; ; 11/10; ; 1; 1; 1; 4/5; 1; 21/20; 11/10; ; ; 21/20; ; ; 19/20; 11/10; 27/25; 21/20; 1; 21/20; 21/20; 1; 11/10; ; 5/6; ; 
Draw; 5/2; ; 23/10; ; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; ; ; 12/5; 40/17; 62/25; 40/17; 5/2; 5/2; 5/2; 49/20; 12/5; ; 21/10; ; 
Tottenham; 11/4; ; 5/2; ; 3; 29/10; 11/4; 16/5; 13/5; 5/2; 5/2; ; ; 3; ; ; 11/4; 12/5; 61/20; 28/13; 13/5; 11/4; 29/10; 27/10; 12/5; ; 19/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-16 02:17:12 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 19/20; ; 11/10; ; 1; 1; 1; 4/5; 1; 21/20; 11/10; ; ; 21/20; ; ; 19/20; 11/10; 27/25; 21/20; 1; 21/20; 21/20; 1; 11/10; ; 10/11; ; 
Draw; 5/2; ; 23/10; ; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; ; ; 12/5; 40/17; 62/25; 40/17; 5/2; 5/2; 5/2; 49/20; 40/17; ; 23/10; ; 
Tottenham; 11/4; ; 5/2; ; 3; 29/10; 11/4; 16/5; 13/5; 5/2; 5/2; ; ; 3; ; ; 11/4; 27/11; 61/20; 28/13; 13/5; 11/4; 29/10; 27/10; 27/11; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-16 10:17:11 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 11/10; ; 1; 1; 21/20; 4/5; 1; 21/20; 11/10; ; ; 11/10; ; ; 19/20; 11/10; 27/25; 21/20; 1; 21/20; 11/10; 1; 15/13; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; ; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; ; ; 12/5; 40/17; 62/25; 40/17; 5/2; 5/2; 5/2; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 5/2; ; 3; 29/10; 11/4; 16/5; 13/5; 5/2; 5/2; ; ; 29/10; ; ; 11/4; 40/17; 61/20; 28/13; 13/5; 11/4; 27/10; 27/10; 40/17; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-16 14:17:26 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; ; 1; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 21/20; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; ; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 5/2; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; ; 3; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 28/13; 13/5; 11/4; 11/4; 27/10; 28/11; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-16 18:17:11 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; ; 1; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 21/20; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; ; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; ; 3; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 28/13; 13/5; 11/4; 11/4; 27/10; 28/11; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-16 22:17:14 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; ; 1; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 21/20; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; ; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; ; 3; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 28/13; 13/5; 11/4; 11/4; 27/10; 28/11; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-17 02:17:10 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; ; 1; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 21/20; 1; 21/20; 11/10; 1; 11/10; ; 20/21; ; 
Draw; 5/2; 12/5; 23/10; ; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; ; 3; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 28/13; 13/5; 11/4; 11/4; 27/10; 28/11; ; 21/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-17 10:17:12 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 1; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 21/20; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 5/2; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 3; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 28/13; 13/5; 11/4; 11/4; 27/10; 28/11; ; 11/5; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-17 14:17:25 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 30/29; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 9/4; 13/5; 11/4; 11/4; 27/10; 28/11; ; 11/5; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-17 18:17:24 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 30/29; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 9/4; 13/5; 11/4; 11/4; 27/10; 28/11; ; 11/5; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-17 22:17:23 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 11/10; 11/10; ; 1; 21/20; 11/10; 1; 15/13; ; 21/20; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; ; 5/2; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 40/17; 59/20; ; 13/5; 11/4; 11/4; 27/10; 12/5; ; 12/5; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-18 02:16:49 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; ; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; ; 5/2; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; ; 13/5; 11/4; 11/4; 27/10; 28/11; ; 23/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-18 11:36:12 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 1; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 68/67; 1; 21/20; 11/10; 1; 11/10; ; 20/21; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 5/2; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 23/10; 13/5; 11/4; 11/4; 27/10; 28/11; ; 23/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-18 14:17:08 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 68/67; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 23/10; 13/5; 11/4; 11/4; 27/10; 28/11; ; 23/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-18 18:17:19 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 68/67; 1; 21/20; 11/10; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 5/2; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 23/10; 13/5; 11/4; 11/4; 27/10; 28/11; ; 5/2; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-18 22:17:17 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; ; 1; 21/20; 21/20; 1; 11/10; ; 10/11; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; ; 5/2; 5/2; 5/2; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; ; 13/5; 11/4; 29/10; 27/10; 28/11; ; 5/2; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-19 02:17:09 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 4/5; 1; 21/20; 21/20; ; ; 11/10; 21/20; ; 19/20; 21/20; 11/10; 68/67; 1; 21/20; 21/20; 1; 11/10; ; 9/10; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 23/10; ; ; 5/2; 5/2; ; 12/5; 40/17; 5/2; 40/17; 5/2; 5/2; 5/2; 49/20; 40/17; ; 23/10; ; 
Tottenham; 12/5; 12/5; 13/5; 13/5; 11/4; 29/10; 11/4; 16/5; 13/5; 5/2; 13/5; ; ; 29/10; 13/5; ; 11/4; 28/11; 59/20; 23/10; 13/5; 11/4; 29/10; 27/10; 28/11; ; 5/2; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-19 10:17:12 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
