META; english/premier-league/leicester-v-liverpool; 2017-08-23 22:20:41 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-25 18:18:32 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-25 22:18:04 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-26 02:19:11 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-26 10:22:07 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-26 14:22:59 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-26 18:23:27 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-26 22:22:30 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-27 02:23:21 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-27 10:23:20 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-27 14:23:28 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-27 18:23:15 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-27 22:24:00 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; 9/10; ; ; 21/20; ; ; ; ; 10/11; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; ; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-28 02:23:00 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; 9/10; ; ; 21/20; ; ; ; ; 10/11; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; ; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-28 10:22:54 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; ; 9/10; ; ; 21/20; ; ; ; ; 10/11; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; ; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-28 14:23:19 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; ; ; ; 19/20; 9/10; ; ; 21/20; ; ; ; 10/11; 10/11; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; 29/10; 3; ; ; 3; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-28 18:23:17 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 19/20; 9/10; ; ; 21/20; ; ; ; 10/11; 10/11; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 29/10; 3; ; ; 3; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-28 22:22:11 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 19/20; 9/10; ; ; 21/20; ; ; ; 10/11; 10/11; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 29/10; 3; ; ; 3; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-29 02:21:33 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 19/20; 9/10; ; ; 21/20; ; ; ; 10/11; 10/11; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 29/10; 3; ; ; 3; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-29 10:21:23 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 19/20; 9/10; ; ; 21/20; ; ; ; 10/11; 10/11; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 29/10; 3; ; ; 3; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-29 14:21:46 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 19/20; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 3; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-29 18:22:07 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-29 22:22:09 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-30 02:19:18 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-30 14:21:01 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-30 18:20:50 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-30 22:20:23 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-31 02:19:48 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-31 10:19:25 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-31 14:19:53 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-31 18:31:18 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; ; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; ; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; ; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-08-31 22:19:25 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 16/5; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-09-01 02:18:54 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-09-01 10:19:05 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-09-01 14:19:13 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; ; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; ; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; ; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-09-01 18:19:16 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-09-01 22:18:58 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-09-02 02:18:52 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
Liverpool; ; 11/10; ; 8/11; ; ; ; 4/5; ; ; ; ; 9/10; ; ; 11/13; 9/10; ; ; 1; ; ; ; 10/11; 9/10; ; ; ; 
Draw; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 19/8; 12/5; ; ; 13/5; ; ; ; 5/2; 5/2; ; ; ; 
Leicester; ; 9/4; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; 37/13; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; 
META; english/premier-league/leicester-v-liverpool; 2017-09-02 10:18:49 GMT+3; 2017-09-23 17:30; Nothing; Xlenovo
