META; english/premier-league/swansea-v-arsenal; 2018-01-03 18:16:56 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; 41/10; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; ; ; 15/4; ; ; ; ; 
Swansea; ; ; ; ; 77/10; ; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; ; ; 15/2; ; ; ; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-06 14:17:34 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; 41/10; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; ; ; 
Swansea; ; ; ; ; 77/10; ; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; ; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-06 18:17:07 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; 41/10; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; ; ; 
Swansea; ; ; ; ; 77/10; ; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; ; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-06 22:16:59 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; 41/10; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; ; ; 
Swansea; ; ; ; ; 77/10; ; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; ; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-07 02:16:51 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; 41/10; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; ; ; 
Swansea; ; ; ; ; 77/10; ; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; ; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-07 10:16:52 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; 41/10; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; ; ; 
Swansea; ; ; ; ; 77/10; ; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; ; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-07 14:18:09 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; 41/10; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; ; ; 
Swansea; ; ; ; ; 77/10; ; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; ; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-07 18:17:02 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 2/9; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 21/10; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 20/21; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-07 22:17:10 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 2/9; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 21/10; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 20/21; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-08 02:17:07 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/4; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 21/10; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 20/21; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-08 10:16:52 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 2/7; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 21/10; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 1/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-08 14:17:14 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 2/7; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 21/10; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 1/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-08 18:17:20 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 2/7; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 21/10; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 1/3; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-08 22:17:06 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 3/10; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-09 02:16:51 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 3/10; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-09 10:17:01 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 3/10; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-09 14:17:00 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 3/10; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 13/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-09 18:16:57 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 3/10; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-09 22:16:56 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 3/10; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-10 02:16:50 GMT+2; ; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 3/10; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-10 10:16:50 GMT+2; ; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-10 14:16:51 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-10 18:17:00 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-10 22:16:53 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-11 02:16:54 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-11 10:16:54 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-11 14:17:00 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-11 18:17:31 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-11 22:16:51 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-12 02:16:51 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-12 10:16:54 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-12 14:17:06 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-12 18:16:57 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
Swansea; ; ; ; ; 77/10; 15/2; ; 15/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 7; ; 15/2; ; ; 5/2; ; 
META; english/premier-league/swansea-v-arsenal; 2018-01-12 22:16:56 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; 21/50; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/3; ; 
Draw; ; ; ; ; 41/10; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 13/5; ; 
