META; english/premier-league/stoke-v-burnley; 2018-04-02 14:17:01 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 7/5; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 11/5; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-02 18:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 7/5; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 11/5; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-02 22:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 7/5; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 11/5; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-03 02:16:54 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 7/5; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 11/5; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-03 10:16:54 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-03 14:16:58 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-03 18:16:58 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-03 22:16:57 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-04 02:17:00 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-04 10:16:57 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 6/4; 13/10; 11/8; 13/10; 11/8
Draw; 11/5; 11/5; 28/13; 21/10; 28/13; 21/10
Burnley; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5
META; english/premier-league/stoke-v-burnley; 2018-04-04 14:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 13/10; 7/5; 13/10; 11/8
Burnley; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5
Draw; 11/5; 111/50; 28/13; 11/5; 28/13; 21/10
META; english/premier-league/stoke-v-burnley; 2018-04-04 18:17:01 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 13/10; 7/5; 13/10; 11/8
Burnley; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5
Draw; 11/5; 111/50; 28/13; 11/5; 28/13; 21/10
META; english/premier-league/stoke-v-burnley; 2018-04-04 22:16:58 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 13/10; 7/5; 13/10; 11/8
Burnley; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5
Draw; 11/5; 111/50; 28/13; 11/5; 28/13; 21/10
META; english/premier-league/stoke-v-burnley; 2018-04-05 02:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 13/10; 7/5; 13/10; 11/8
Burnley; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5
Draw; 11/5; 111/50; 28/13; 11/5; 28/13; 21/10
META; english/premier-league/stoke-v-burnley; 2018-04-05 10:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 13/10; 7/5; 13/10
Burnley; 11/5; 11/5; 11/5; 21/10; 11/5
Draw; 11/5; 111/50; 28/13; 11/5; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-05 14:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 13/10; 7/5; 13/10
Burnley; 11/5; 11/5; 11/5; 21/10; 11/5
Draw; 11/5; 111/50; 28/13; 11/5; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-05 18:17:00 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-05 22:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-06 02:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-06 10:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-06 14:17:02 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-06 18:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-06 22:17:00 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-07 02:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-07 10:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-07 14:17:06 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-07 18:16:58 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-07 22:16:30 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 13/10; 31/20; 7/5; 13/10; 11/8; 7/5; 13/10
Burnley; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5
Draw; 11/5; 111/50; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/premier-league/stoke-v-burnley; 2018-04-08 02:16:30 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 8/5; 13/10; 169/100; 8/5; 13/10; 31/20; 6/4; 6/4; 13/10; 17/10; 17/11
Burnley; 13/8; 11/5; 181/100; 9/5; 11/5; 19/10; 19/10; 9/5; 11/5; 2; 9/5
Draw; 23/10; 11/5; 62/25; 9/4; 28/13; 2; 9/4; 11/5; 28/13; 21/10; 9/4
META; english/premier-league/stoke-v-burnley; 2018-04-08 10:16:32 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 8/5; 13/10; 169/100; 8/5; 7/5; 8/5; 31/20; 8/5; 6/4; 8/5; 8/5; 17/10; 8/5; 10/9
Burnley; 13/8; 11/5; 181/100; 9/5; 9/5; 19/10; 19/10; 9/5; 19/10; 7/4; 19/10; 2; 7/4; 5/4
Draw; 23/10; 11/5; 62/25; 9/4; 15/8; 2; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 6/4; 
META; english/premier-league/stoke-v-burnley; 2018-04-08 14:16:32 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 8/5; 13/10; 169/100; 8/5; 6/4; 8/5; 31/20; 8/5; 6/4; 8/5; 8/5; 17/10; 8/5; 5/4
Burnley; 13/8; 11/5; 181/100; 9/5; 7/4; 19/10; 19/10; 9/5; 19/10; 7/4; 19/10; 2; 7/4; 7/5
Draw; 23/10; 11/5; 62/25; 9/4; 15/8; 2; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 13/8; 
META; english/premier-league/stoke-v-burnley; 2018-04-08 18:16:28 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 8/5; 13/10; 169/100; 8/5; 6/4; 8/5; 31/20; 8/5; 6/4; 8/5; 8/5; 17/10; 8/5; 5/4
Burnley; 13/8; 11/5; 181/100; 9/5; 7/4; 19/10; 19/10; 9/5; 19/10; 7/4; 19/10; 2; 7/4; 7/5
Draw; 23/10; 11/5; 62/25; 9/4; 15/8; 2; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 6/4; 
META; english/premier-league/stoke-v-burnley; 2018-04-08 22:16:21 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 6/4; 13/10; 163/100; 6/4; 6/4; 8/5; 8/5; 17/10; 8/5; 6/4; 17/11; 22/15; 8/5; 17/10; 8/5; 5/4
Burnley; 7/4; 11/5; 189/100; 15/8; 7/4; 17/10; 9/5; 15/8; 9/5; 15/8; 7/4; 32/19; 17/10; 19/10; 7/4; 7/5
Draw; 23/10; 11/5; 123/50; 9/4; 15/8; 9/4; 11/5; 19/10; 11/5; 21/10; 11/5; 21/10; 9/4; 11/5; 9/4; 27/20
META; english/premier-league/stoke-v-burnley; 2018-04-09 02:16:22 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 6/4; 13/10; 161/100; 6/4; 6/4; 8/5; 8/5; 6/4; 8/5; 7/5; 17/11; 22/15; 8/5; 13/8; 17/11; 5/4
Burnley; 7/4; 11/5; 191/100; 15/8; 17/10; 17/10; 9/5; 19/10; 9/5; 15/8; 7/4; 32/19; 17/10; 2; 9/5; 7/5
Draw; 23/10; 11/5; 123/50; 9/4; 2; 9/4; 11/5; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 13/10
META; english/premier-league/stoke-v-burnley; 2018-04-09 10:16:22 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Stoke; 6/4; 13/10; 8/5; 6/4; 6/4; 8/5; 8/5; 6/4; 8/5; 7/5; 17/11; 17/12; 8/5; 13/8; 17/11; 13/10
Burnley; 7/4; 11/5; 193/100; 15/8; 17/10; 17/10; 9/5; 19/10; 9/5; 15/8; 7/4; 33/19; 17/10; 2; 9/5; 6/4
Draw; 23/10; 11/5; 123/50; 9/4; 2; 9/4; 11/5; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 7/5
META; english/premier-league/stoke-v-burnley; 2018-04-09 14:16:26 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
