META; english/premier-league/huddersfield-v-west-ham; 2017-12-28 02:17:10 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Huddersfield; ; ; ; ; 157/ 100; ; 8/5; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 31/20; ; ; ; ; 
West Ham; ; ; ; ; 85/40; ; 2; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; 
Draw; ; ; ; ; 113/ 50; ; 21/10; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; 
META; english/premier-league/huddersfield-v-west-ham; 2017-12-28 10:17:04 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Huddersfield; ; ; ; ; 157/ 100; ; 8/5; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 31/20; ; ; ; ; 
West Ham; ; ; ; ; 85/40; ; 2; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; 
Draw; ; ; ; ; 113/ 50; ; 21/10; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; 
META; english/premier-league/huddersfield-v-west-ham; 2017-12-28 14:17:03 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Huddersfield; ; ; ; ; 13/8; ; 8/5; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; 31/20; ; ; ; ; 
West Ham; ; ; ; ; 21/10; ; 2; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 19/10; ; ; ; ; 
Draw; ; ; ; ; 11/5; ; 2; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; 85/40; ; 21/10; ; ; ; ; 
META; english/premier-league/huddersfield-v-west-ham; 2017-12-28 18:17:00 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Huddersfield; ; ; ; ; 13/8; ; 8/5; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; 31/20; ; ; ; ; 
West Ham; ; ; ; ; 21/10; ; 2; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 19/10; ; ; ; ; 
Draw; ; ; ; ; 11/5; ; 2; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; 85/40; ; 21/10; ; ; ; ; 
META; english/premier-league/huddersfield-v-west-ham; 2017-12-28 22:17:04 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Huddersfield; ; ; ; ; 13/8; 13/8; 8/5; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; 31/20; ; ; 1/25; ; 
West Ham; ; ; ; ; 21/10; 21/10; 2; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 19/10; ; ; 1/25; ; 
