META; english/premier-league/burnley-v-crystal-palace; 2017-08-16 18:17:29 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 8/5; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 16/11; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 19/10; 21/10; 2; 2; 2; 37/19; 56/25; 35/19; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 21/10; 23/10; 9/4; ; ; 21/10; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-25 14:17:51 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 8/5; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 6/4; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 19/10; 2; 19/10; 21/10; 2; 2; 2; 37/19; 56/25; 35/19; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 21/10; 23/10; 9/4; ; ; 11/5; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-25 18:17:44 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 8/5; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 6/4; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 19/10; 21/10; 39/19; 2; 2; 37/19; 56/25; 35/19; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 21/10; 23/10; 9/4; ; ; 11/5; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-25 22:17:16 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 31/20; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 16/11; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 19/10; 21/10; 21/10; 2; 2; 37/19; 56/25; 35/19; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 9/4; ; ; 21/10; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-26 02:18:24 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 31/20; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 16/11; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 21/10; 21/10; 21/10; 2; 2; 37/19; 56/25; 35/19; 2; 2; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 9/4; ; ; 21/10; 11/5; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 5/2; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-26 10:21:18 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 8/5; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 16/11; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 21/10; 21/10; 21/10; 2; 2; 37/19; 56/25; 35/19; 2; 2; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 21/10; 23/10; 9/4; ; ; 21/10; 11/5; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 5/2; 9/4; 11/5; ; 9/4; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-26 14:22:06 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 8/5; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 21/10; 21/10; 2; 2; 2; 37/19; 56/25; 35/19; 2; 2; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 21/10; 23/10; 9/4; ; ; 21/10; 11/5; 23/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 5/2; 9/4; 11/5; ; 9/4; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-26 18:22:38 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 31/20; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 37/25; ; 7/5; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 21/10; 21/10; 2; 2; 2; 37/19; 56/25; ; 2; 2; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 9/4; ; ; 21/10; 11/5; 23/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; ; 9/4; 5/2; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-26 22:21:42 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 7/5; ; ; ; 27/20; 6/4; 13/10; 13/10; ; ; 11/8; 11/8; 6/4; 7/5; 11/8; 23/17; 13/10; 23/17; 147/100; 17/13; 13/10; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 2; ; ; ; 39/20; 11/5; 7/4; 11/5; ; ; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 79/40; 11/5; 2; 85/40; 2; ; 2; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 11/5; ; ; 21/10; 11/5; 23/10; 11/5; 28/13; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 5/2; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-27 02:22:34 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 7/5; ; ; ; 27/20; 6/4; 13/10; 13/10; ; ; 11/8; 11/8; 6/4; 7/5; 11/8; 23/17; 13/10; 13/10; 147/100; 17/13; 13/10; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 2; ; ; ; 39/20; 11/5; 7/4; 11/5; ; ; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 79/40; 11/5; 2; 85/40; 2; ; 2; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 11/5; ; ; 21/10; 11/5; 23/10; 11/5; 28/13; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 5/2; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-27 10:22:34 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 7/5; ; ; ; 27/20; 6/4; 13/10; 13/10; ; ; 11/8; 11/8; 6/4; 7/5; 11/8; 23/17; 13/10; 13/10; 147/100; 17/13; 13/10; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 2; ; ; ; 39/20; 11/5; 7/4; 11/5; ; ; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 79/40; 11/5; 2; 85/40; 2; ; 2; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 11/5; ; ; 21/10; 11/5; 23/10; 11/5; 28/13; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 5/2; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-27 14:22:40 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 7/5; ; ; ; 27/20; 6/4; 13/10; 13/10; ; ; 11/8; 11/8; 6/4; 7/5; 11/8; 23/17; 13/10; 13/10; 147/100; 17/13; 13/10; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 2; ; ; ; 39/20; 11/5; 7/4; 11/5; ; ; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 79/40; 11/5; 2; 85/40; 2; ; 2; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 11/5; ; ; 21/10; 11/5; 23/10; 11/5; 28/13; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 5/2; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-27 18:22:27 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 7/5; ; ; ; 27/20; 6/4; 13/10; 13/10; ; ; 11/8; 11/8; 6/4; 7/5; 11/8; 23/17; 13/10; 13/10; 147/100; 17/13; 13/10; 7/5; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 2; ; ; ; 39/20; 11/5; 7/4; 11/5; ; ; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 79/40; 11/5; 2; 85/40; 2; ; 2; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 11/5; ; ; 21/10; 11/5; 23/10; 11/5; 28/13; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 5/2; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-27 22:22:25 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 7/5; ; ; ; 27/20; 29/20; 13/10; 23/17; 26/19; 27/20; 11/8; 27/20; 29/20; 11/8; 11/8; 13/10; 27/20; 23/17; 29/20; 17/13; 23/17; 7/5; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 11/5; 2; ; ; ; 39/20; 23/10; 7/4; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 28/13; 21/10; 21/10; 39/19; 9/4; 79/40; 21/10; 2; 9/4; 21/10; ; 21/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 11/5; 19/10; 19/10; 11/5; 11/5; 21/10; 9/4; 28/13; 11/5; 11/5; 11/5; 117/50; 11/5; 11/5; 5/2; 11/5; 21/10; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-28 02:22:14 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 7/5; ; ; 29/20; 27/20; 29/20; 13/10; 23/17; 26/19; 27/20; 11/8; 27/20; 29/20; 11/8; 11/8; 13/10; 27/20; 23/17; 29/20; 17/13; 23/17; 7/5; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 11/5; 2; ; ; 21/10; 39/20; 23/10; 7/4; 21/10; 2; 2; 21/10; 21/10; 21/10; 21/10; 28/13; 21/10; 21/10; 39/19; 9/4; 79/40; 21/10; 2; 9/4; 21/10; ; 21/10; ; 
Draw; 11/5; 11/5; ; ; 21/10; 11/5; 85/40; 23/10; 11/5; 2; 19/10; 11/5; 11/5; 21/10; 9/4; 28/13; 11/5; 11/5; 11/5; 117/50; 11/5; 11/5; 5/2; 11/5; 21/10; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-28 10:22:09 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 7/5; ; ; 11/8; 7/5; 29/20; 13/10; 23/17; 23/17; 13/10; 29/20; 27/20; 7/5; 11/8; 11/8; 13/10; 27/20; 23/17; 73/50; 17/13; 23/17; 7/5; 7/5; 7/5; ; 27/20; ; 
Crystal Palace; 11/5; 2; ; ; 2; 43/20; 23/10; 7/4; 21/10; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10; 28/13; 21/10; 21/10; 28/13; 58/25; 79/40; 21/10; 2; 9/4; 21/10; ; 21/10; ; 
Draw; 11/5; 11/5; ; ; 21/10; 23/10; 85/40; 23/10; 11/5; 2; 19/10; 19/10; 11/5; 11/5; 9/4; 28/13; 11/5; 11/5; 28/13; 9/4; 11/5; 11/5; 5/2; 11/5; 21/10; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-28 14:22:15 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 7/5; 7/5; ; 11/8; 7/5; 29/20; 13/10; 7/5; 23/17; 13/10; 29/20; 27/20; 29/20; 11/8; 13/10; 13/10; 7/5; 23/17; 73/50; 17/13; 7/5; 7/5; 7/5; 11/8; ; 13/10; ; 
Crystal Palace; 11/5; 2; 11/5; ; 2; 43/20; 23/10; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 58/25; 79/40; 28/13; 2; 9/4; 21/10; ; 9/4; ; 
Draw; 11/5; 11/5; 21/10; ; 21/10; 23/10; 85/40; 23/10; 28/13; 2; 19/10; 19/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 9/4; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-28 18:22:29 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 7/5; ; 11/8; 7/5; 29/20; 13/10; 7/5; 23/17; 13/10; 29/20; 27/20; 29/20; 11/8; 13/10; 13/10; 7/5; 23/17; 73/50; 23/17; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 7/5
Crystal Palace; 11/5; 11/5; 11/5; ; 2; 43/20; 23/10; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 58/25; 19/10; 28/13; 2; 9/4; 21/10; ; 9/4; ; 23/10
Draw; 11/5; 2; 21/10; ; 21/10; 23/10; 85/40; 23/10; 28/13; 2; 19/10; 19/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 9/4; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-28 22:21:24 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 29/20; 13/10; 7/5; 23/17; 13/10; 29/20; 27/20; 29/20; 11/8; 13/10; 13/10; 7/5; 23/17; 73/50; 23/17; 7/5; 7/5; 7/5; 7/5; ; 11/8; ; 7/5
Crystal Palace; 11/5; 11/5; 11/5; 21/10; 2; 43/20; 23/10; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 58/25; 19/10; 28/13; 2; 9/4; 21/10; ; 9/4; ; 23/10
Draw; 11/5; 2; 21/10; 21/10; 21/10; 23/10; 85/40; 23/10; 28/13; 2; 19/10; 19/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 9/4; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-29 02:20:47 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 29/20; 13/10; 7/5; 23/17; 13/10; 29/20; 27/20; 29/20; 11/8; 13/10; 13/10; 7/5; 23/17; 73/50; 23/17; 7/5; 7/5; 7/5; 7/5; ; 11/8; ; 7/5
Crystal Palace; 11/5; 11/5; 11/5; 21/10; 2; 43/20; 23/10; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 58/25; 19/10; 28/13; 2; 9/4; 21/10; ; 11/5; ; 23/10
Draw; 11/5; 2; 21/10; 21/10; 21/10; 23/10; 85/40; 23/10; 28/13; 2; 19/10; 19/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 9/4; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-29 10:20:37 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 29/20; 13/10; 7/5; 13/10; 13/10; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 23/17; 73/50; 23/17; 7/5; 7/5; 7/5; 11/8; ; 27/20; ; 
Crystal Palace; 11/5; 11/5; 11/5; 21/10; 2; 9/4; 23/10; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 58/25; 19/10; 28/13; 2; 9/4; 21/10; ; 9/4; ; 
Draw; 11/5; 2; 21/10; 21/10; 21/10; 9/4; 85/40; 23/10; 28/13; 2; 19/10; 21/10; 11/5; 21/10; 9/4; 39/19; 11/5; 21/10; 21/10; 9/4; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-29 14:20:57 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 7/5; 13/10; 7/5; 13/10; 13/10; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 73/50; 25/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 7/5
Crystal Palace; 11/5; 11/5; 9/4; 21/10; 2; 23/10; 12/5; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 58/25; 2; 28/13; 2; 9/4; 11/5; ; 9/4; ; 23/10
Draw; 11/5; 2; 21/10; 21/10; 21/10; 9/4; 85/40; 23/10; 28/13; 2; 19/10; 21/10; 11/5; 21/10; 9/4; 39/19; 11/5; 21/10; 21/10; 9/4; 28/13; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-29 18:21:18 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 7/5; 13/10; 7/5; 13/10; 13/10; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 71/50; 25/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 7/5
Crystal Palace; 11/5; 11/5; 9/4; 21/10; 2; 23/10; 12/5; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 119/50; 2; 28/13; 2; 9/4; 11/5; ; 9/4; ; 23/10
Draw; 11/5; 2; 21/10; 21/10; 21/10; 9/4; 85/40; 23/10; 28/13; 2; 19/10; 21/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 113/50; 28/13; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-29 22:21:19 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 7/5; 13/10; 7/5; 13/10; 13/10; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 71/50; 25/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 7/5
Crystal Palace; 11/5; 11/5; 9/4; 21/10; 2; 23/10; 12/5; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 119/50; 2; 28/13; 2; 9/4; 11/5; ; 9/4; ; 23/10
Draw; 11/5; 2; 21/10; 21/10; 21/10; 9/4; 85/40; 23/10; 28/13; 2; 19/10; 21/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 113/50; 28/13; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-30 02:18:32 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 7/5; 13/10; 7/5; 13/10; 13/10; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 71/50; 25/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 7/5
Crystal Palace; 11/5; 11/5; 9/4; 21/10; 2; 23/10; 12/5; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 119/50; 2; 28/13; 2; 9/4; 11/5; ; 9/4; ; 23/10
Draw; 11/5; 2; 21/10; 21/10; 21/10; 9/4; 85/40; 23/10; 28/13; 2; 19/10; 21/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 113/50; 28/13; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-30 14:20:14 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 7/5; 13/10; 7/5; 13/10; 13/10; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 71/50; 25/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 
Crystal Palace; 11/5; 11/5; 9/4; 21/10; 2; 23/10; 12/5; 21/10; 28/13; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 119/50; 2; 28/13; 2; 9/4; 11/5; ; 9/4; ; 
Draw; 11/5; 2; 21/10; 21/10; 21/10; 9/4; 85/40; 23/10; 28/13; 2; 19/10; 21/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 113/50; 28/13; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-30 18:20:05 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 5/4; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 71/50; 24/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 7/5
Crystal Palace; 11/5; 11/5; 23/10; 21/10; 2; 23/10; 12/5; 9/4; 28/13; 11/5; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 119/50; 39/19; 28/13; 2; 9/4; 11/5; ; 9/4; ; 23/10
Draw; 11/5; 2; 21/10; 21/10; 21/10; 9/4; 85/40; 21/10; 28/13; 2; 19/10; 21/10; 11/5; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 113/50; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-30 22:19:36 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 13/10; 27/20; 7/5; 11/8; 11/8; 11/8; 7/5; 7/5; 13/10; 5/4; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 71/50; 24/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 7/5
Crystal Palace; 11/5; 23/10; 23/10; 21/10; 2; 23/10; 12/5; 9/4; 28/13; 11/5; 21/10; 9/4; 9/4; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 119/50; 39/19; 28/13; 2; 23/10; 11/5; ; 9/4; ; 23/10
Draw; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 11/5; 21/10; 28/13; 2; 19/10; 21/10; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 113/50; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-31 02:19:01 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 13/10; 27/20; 7/5; 11/8; 11/8; 11/8; 7/5; 7/5; 13/10; 5/4; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 71/50; 24/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 11/8
Crystal Palace; 11/5; 23/10; 23/10; 21/10; 2; 23/10; 12/5; 9/4; 28/13; 11/5; 21/10; 9/4; 9/4; 9/4; 21/10; 21/10; 21/10; 21/10; 9/4; 119/50; 39/19; 28/13; 2; 23/10; 11/5; ; 9/4; ; 12/5
Draw; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 11/5; 21/10; 28/13; 2; 19/10; 21/10; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 113/50; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-31 10:18:38 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 13/10; 13/10; ; 7/5; 11/8; 11/8; 11/8; 7/5; 7/5; 13/10; 5/4; 13/10; 27/20; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 71/50; 24/19; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 11/8
Crystal Palace; 11/5; 23/10; ; 21/10; 2; 23/10; 12/5; 9/4; 28/13; 11/5; 21/10; 9/4; 9/4; 9/4; 21/10; 21/10; 21/10; 21/10; 9/4; 119/50; 39/19; 28/13; 2; 23/10; 11/5; ; 9/4; ; 12/5
Draw; 11/5; 21/10; ; 21/10; 21/10; 9/4; 11/5; 21/10; 28/13; 2; 19/10; 21/10; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 113/50; 11/5; 28/13; 5/2; 11/5; 21/10; ; 21/10; ; 11/5
META; english/premier-league/burnley-v-crystal-palace; 2017-08-31 14:19:05 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 5/4; 13/10; 27/20; 7/5; 11/8; 27/20; 11/8; 7/5; 7/5; 13/10; 5/4; 13/10; 27/20; 7/5; 11/8; 5/4; 13/10; 7/5; 13/10; 71/50; 24/19; 7/5; 7/5; 7/5; 11/8; ; 27/20; ; 27/20
