META; english/premier-league/arsenal-v-west-ham; 2018-04-02 14:16:58 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
META; english/premier-league/arsenal-v-west-ham; 2018-04-03 22:16:53 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8; 4/11
Draw; 7/2; 41/10; 15/4; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2; 15/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-04 02:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8; 4/11
Draw; 7/2; 41/10; 15/4; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2; 15/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-04 10:16:54 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8; 4/11
Draw; 7/2; 41/10; 15/4; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2; 15/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-04 14:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8; 4/11
Draw; 7/2; 41/10; 15/4; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2; 15/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-04 18:16:58 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8; 4/11
Draw; 7/2; 41/10; 15/4; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2; 15/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-04 22:16:55 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8; 4/11
Draw; 7/2; 41/10; 15/4; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2; 15/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-05 02:16:53 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8; 4/11
Draw; 7/2; 41/10; 15/4; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2; 15/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-05 10:16:53 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-05 14:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-05 18:16:57 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-05 22:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-06 02:16:53 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-06 10:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 3/8; 3/8
Draw; 7/2; 15/4; 15/4
West Ham; 13/2; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-06 14:16:59 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-06 18:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-06 22:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-07 02:16:55 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-07 10:16:56 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-07 14:17:02 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-07 18:16:54 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-07 22:16:27 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 3/8; 3/8
Draw; 7/2; 41/10; 15/4; 15/4
West Ham; 13/2; 7; 27/4; 13/2
META; english/premier-league/arsenal-v-west-ham; 2018-04-08 02:16:26 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 2/5; 21/50; 2/5; 3/8; 4/11; 3/8; 3/8; 2/5; 7/18
Draw; 4; 7/2; 23/5; 4; 15/4; 15/4; 50/13; 15/4; 4; 39/10
West Ham; 11/2; 13/2; 33/5; 6; 27/4; 7; 13/2; 15/2; 6; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-08 10:16:28 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 2/5; 21/50; 2/5; 3/10; 3/8; 4/11; 2/5; 3/8; 3/8; 2/5; 7/18; 1/4
Draw; 4; 7/2; 23/5; 4; 7/2; 15/4; 15/4; 17/4; 50/13; 15/4; 4; 39/10; 5/2
West Ham; 11/2; 13/2; 33/5; 6; 13/2; 27/4; 7; 6; 13/2; 15/2; 6; 21/5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-08 14:16:28 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 2/5; 21/50; 2/5; 3/10; 3/8; 4/11; 2/5; 3/8; 3/8; 2/5; 7/18; 3/10
Draw; 4; 7/2; 23/5; 4; 7/2; 15/4; 15/4; 17/4; 50/13; 15/4; 4; 39/10; 5/2
West Ham; 11/2; 13/2; 33/5; 6; 13/2; 27/4; 7; 6; 13/2; 15/2; 6; 21/5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-08 18:16:24 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 2/5; 2/5; 21/50; 2/5; 3/10; 3/8; 2/5; 4/11; 2/5; 3/8; 3/8; 2/5; 7/18; 3/10
Draw; 4; 7/2; 23/5; 4; 7/2; 15/4; 4; 15/4; 17/4; 50/13; 15/4; 4; 39/10; 14/5
West Ham; 11/2; 13/2; 33/5; 6; 13/2; 27/4; 13/2; 7; 6; 13/2; 8; 5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-08 22:16:18 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 3/10; 7/19; 4/11; 2/5; 2/5; 3/8; 10/29; 7/19; 2/5; 3/8; 3/10
Draw; 17/4; 7/2; 24/5; 17/4; 7/2; 4; 15/4; 17/4; 39/10; 75/19; 4; 17/4; 75/19; 3; 
West Ham; 6; 13/2; 34/5; 13/2; 6; 13/2; 13/2; 6; 25/4; 11/2; 6; 15/2; 25/4; 24/5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-09 02:16:18 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 3/10; 7/19; 4/11; 2/5; 2/5; 3/8; 10/29; 7/19; 2/5; 3/8; 3/10
Draw; 17/4; 7/2; 24/5; 17/4; 7/2; 4; 15/4; 17/4; 39/10; 75/19; 4; 17/4; 75/19; 3; 
West Ham; 6; 13/2; 34/5; 13/2; 6; 13/2; 13/2; 6; 25/4; 11/2; 6; 15/2; 25/4; 24/5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-09 10:16:19 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 41/100; 2/5; 3/10; 7/19; 4/11; 2/5; 2/5; 3/8; 10/29; 7/19; 2/5; 3/8; 3/10
Draw; 17/4; 7/2; 47/10; 17/4; 7/2; 4; 15/4; 17/4; 39/10; 75/19; 4; 19/5; 75/19; 3; 
West Ham; 6; 13/2; 33/5; 13/2; 6; 13/2; 13/2; 6; 25/4; 11/2; 6; 15/2; 25/4; 5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-09 14:16:22 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 41/100; 1/3; 2/5; 3/10; 7/19; 4/11; 2/5; 2/5; 2/5; 3/8; 10/29; 7/19; 2/5; 3/8; 3/10
Draw; 17/4; 7/2; 47/10; 15/4; 17/4; 7/2; 4; 15/4; 19/5; 17/4; 39/10; 75/19; 4; 17/4; 75/19; 3; 
West Ham; 6; 13/2; 33/5; 6; 13/2; 6; 13/2; 13/2; 6; 6; 25/4; 11/2; 6; 15/2; 25/4; 5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-09 18:16:21 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 2/5; 7/19; 1/3
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 77/19; 3; 
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 15/2; 27/4; 5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-09 22:16:20 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 2/5; 7/19; 1/3
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 77/19; 3; 
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 15/2; 27/4; 5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-10 02:16:18 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 1/3
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 5; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-10 10:16:19 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 41/100; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 2/5; 7/19; 1/3
Draw; 17/4; 7/2; 19/5; 47/10; 15/4; 17/4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 17/4; 77/19; 3
West Ham; 6; 13/2; 7; 33/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 15/2; 27/4; 5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-10 14:16:20 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 2/5; 7/19; 1/3
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 17/4; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 15/2; 27/4; 5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-10 18:16:22 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 2/5; 7/19; 1/3
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 17/4; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 15/2; 27/4; 24/5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-10 22:16:21 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 2/5; 7/19; 1/3
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 17/4; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 15/2; 27/4; 24/5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-11 02:16:13 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 4/11
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 24/5; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-11 10:16:13 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 4/11; 10/29; 7/19; 4/11; 7/19; 4/11
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 77/19; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 24/5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-11 14:16:18 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 4/11
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-11 18:16:16 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 4/11
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 5; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-11 22:16:14 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 2/5
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 1/6; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-12 02:16:07 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 2/5
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 27/10
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 13/2; 10/3; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-12 10:16:06 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 4/11; 10/29; 7/19; 4/11; 7/19; 2/5
Draw; 17/4; 7/2; 19/5; 4; 21/5; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 77/19; 75/19; 4; 22/5; 77/19; 7/2
West Ham; 6; 13/2; 7; 37/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 10/3; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-12 14:16:11 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 2/5
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 7/2
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 13/2; 10/3; ; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-12 18:16:10 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 2/5
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 75/19; 4; 22/5; 77/19; 7/2; 
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 6; 6; 11/2; 6; 13/2; 10/3; ; ; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-12 22:16:09 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 4/11; 2/5; 2/5; 7/19; 7/19; 4/11; 7/19; 4/9
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 22/5; 77/19; 7/2; 
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 7; 6; 8; 13/2; 10/3; ; ; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-13 02:15:52 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 7/19; 4/11; 7/19; 2/5
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 7/2; 19/5; 17/4; 4; 22/5; 77/19; 6/4; 
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 7; 6; 8; 13/2; 7/2; ; ; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-13 10:15:54 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 4/11; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 4/9
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 75/19; 4; 22/5; 77/19; 7/2; 
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 7; 6; 11/2; 6; 13/2; 7/2; ; ; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-13 14:16:05 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 9/20; 1/3; 2/5; 3/10; 3/8; 2/5; 4/11; 2/5; 2/5; 4/9; 7/18; 10/29; 3/8; 2/5; 7/18; 2/5
Draw; 17/4; 7/2; 19/5; 4; 41/10; 15/4; 4; 7/2; 41/10; 15/4; 4; 15/4; 19/5; 15/4; 50/13; 75/19; 41/10; 17/4; 39/10; 7/2
West Ham; 6; 13/2; 13/2; 6; 67/10; 6; 13/2; 6; 13/2; 13/2; 6; 13/2; 6; 11/2; 23/4; 15/2; 6; 23/5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-13 18:16:11 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 9/20; 1/3; 2/5; 3/10; 3/8; 2/5; 4/11; 2/5; 2/5; 2/5; 4/9; 7/18; 10/29; 3/8; 2/5; 7/18; 2/5
Draw; 17/4; 7/2; 19/5; 4; 41/10; 15/4; 4; 7/2; 41/10; 15/4; 4; 15/4; 4; 19/5; 15/4; 50/13; 75/19; 41/10; 17/4; 39/10; 7/2
West Ham; 6; 13/2; 13/2; 6; 67/10; 6; 13/2; 6; 13/2; 13/2; 6; 13/2; 13/2; 6; 11/2; 23/4; 15/2; 6; 28/5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-13 22:16:09 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 9/20; 1/3; 2/5; 3/10; 2/5; 2/5; 4/11; 2/5; 2/5; 4/9; 4/9; 3/8; 5/12; 7/19; 2/5; 2/5; 3/8; 2/5
Draw; 17/4; 7/2; 15/4; 4; 41/10; 15/4; 4; 7/2; 41/10; 15/4; 4; 7/2; 4; 37/10; 15/4; 39/10; 15/4; 19/5; 41/10; 21/5; 75/19; 7/2
West Ham; 6; 13/2; 13/2; 6; 34/5; 6; 13/2; 6; 61/11; 13/2; 13/2; 13/2; 13/2; 13/2; 6; 25/4; 25/4; 5; 27/5; 7; 25/4; 6
META; english/premier-league/arsenal-v-west-ham; 2018-04-14 02:16:06 GMT+3; 2018-04-22 13:30; Nothing; Xlenovo
Arsenal; 4/11; 2/5; 2/5; 2/5; 9/20; 1/3; 2/5; 3/10; 2/5; 2/5; 4/11; 2/5; 4/9; 4/9; 4/9; 3/8; 5/12; 7/19; 2/5; 2/5; 3/8; 4/9
