META; english/premier-league/swansea-v-man-utd; 2017-06-15 14:15:44 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 8/15; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 91/17; ; ; 53/10; ; 11/2; ; 4/11; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 10:17:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 4/11; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 10:22:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 4/11; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 14:17:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 14:22:46 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 18:20:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 18:25:38 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 22:21:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 22:27:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 02:21:55 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 02:27:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 10:22:06 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 10:27:49 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 14:22:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; ; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; ; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; ; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 14:28:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 18:22:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 18:28:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 22:22:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-01 22:27:49 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 02:21:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 02:27:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 10:21:51 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 10:27:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 14:22:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 14:28:05 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 18:22:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 18:28:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; ; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; ; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; ; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 22:22:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-02 22:28:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-03 02:22:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-03 02:27:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-03 10:22:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-03 10:28:04 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-03 14:23:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 13/10; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-03 18:22:49 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; ; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; ; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-03 22:22:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; ; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; ; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-04 02:22:39 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-04 10:22:59 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-04 14:23:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-04 18:22:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-04 22:22:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-05 02:21:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-05 10:21:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-05 14:21:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
