META; english/premier-league/brighton-v-leicester; 2018-03-12 14:16:01 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Brighton; 9/5; 6/4; 8/5; 8/5; 7/4; 15/8; 9/5; 13/8; 9/5; 28/17; 13/8; 7/4; 9/5; 9/5; 6/4
Leicester; 6/4; 15/8; 13/8; 8/5; 17/11; 13/8; 13/8; 13/8; 17/11; 17/10; 17/11; 17/11; 8/5; 17/11; 6/4
Draw; 9/4; 11/5; 15/8; 9/4; 21/10; 11/5; 21/10; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; ; 
META; english/premier-league/brighton-v-leicester; 2018-03-12 18:16:01 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 15/8; 13/8; 43/25; 31/20; 6/4; 17/11; 33/20; 17/10; 13/8; 28/17; 28/17; 6/4; 17/11; 33/20; 28/17; 7/5
Brighton; 9/5; 6/4; 9/5; 189/00; 13/8; 8/5; 7/4; 37/20; 9/5; 13/8; 7/4; 17/10; 17/10; 7/4; 7/4; 7/4; 6/4
Draw; 9/4; 11/5; 21/10; 58/25; 2; 9/4; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 9/4; 21/10; 28/13; ; 
META; english/premier-league/brighton-v-leicester; 2018-03-12 22:16:02 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 15/8; 13/8; 43/25; 31/20; 6/4; 17/11; 33/20; 17/10; 13/8; 28/17; 17/10; 6/4; 17/11; 33/20; 28/17; 7/5
Brighton; 9/5; 6/4; 9/5; 189/00; 13/8; 8/5; 7/4; 37/20; 9/5; 13/8; 7/4; 9/5; 17/10; 7/4; 7/4; 7/4; 6/4
Draw; 9/4; 11/5; 21/10; 58/25; 2; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; ; 
META; english/premier-league/brighton-v-leicester; 2018-03-13 02:15:58 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 6/4; 17/11; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 17/10; 7/4; 15/8; 9/5; 17/10; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 8/5
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 15/8; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-13 10:15:59 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 6/4; 17/11; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 17/10; 7/4; 15/8; 9/5; 17/10; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 15/8; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-13 14:16:01 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 6/4; 17/11; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 17/10; 7/4; 15/8; 9/5; 17/10; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 15/8; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-13 18:16:00 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 6/4; 17/11; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 17/10; 7/4; 15/8; 9/5; 17/10; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 15/8; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-13 22:16:01 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 6/4; 17/11; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 17/10; 7/4; 15/8; 9/5; 17/10; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 17/10
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 15/8; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 
META; english/premier-league/brighton-v-leicester; 2018-03-14 02:15:51 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 6/4; 17/11; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 8/5; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 17/10; 7/4; 15/8; 9/5; 17/10; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 15/8; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 
META; english/premier-league/brighton-v-leicester; 2018-03-14 10:15:52 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-14 14:15:55 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-14 18:15:53 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-14 22:15:49 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-15 02:15:51 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-15 10:15:46 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-15 14:15:48 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 
META; english/premier-league/brighton-v-leicester; 2018-03-15 18:15:47 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 
META; english/premier-league/brighton-v-leicester; 2018-03-15 22:15:33 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 17/11; 7/5
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 9/5; 9/5; 17/10; 7/4; 15/8; 9/5; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 
META; english/premier-league/brighton-v-leicester; 2018-03-16 02:15:19 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 7/5; 
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 9/5; 9/5; 17/10; 7/4; 15/8; 9/5; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 2
META; english/premier-league/brighton-v-leicester; 2018-03-16 10:15:21 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 7/5; 
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 9/5; 9/5; 17/10; 7/4; 15/8; 9/5; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 2
META; english/premier-league/brighton-v-leicester; 2018-03-16 14:15:42 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 7/5; 
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 9/5; 9/5; 17/10; 7/4; 15/8; 9/5; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 21/10
META; english/premier-league/brighton-v-leicester; 2018-03-16 18:15:48 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 7/5; 
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 9/5; 9/5; 17/10; 7/4; 15/8; 9/5; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 21/10
META; english/premier-league/brighton-v-leicester; 2018-03-16 22:15:47 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 42/25; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 7/5; 
Brighton; 9/5; 9/5; 9/5; 193/00; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 21/10
META; english/premier-league/brighton-v-leicester; 2018-03-17 02:15:45 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 42/25; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 6/4; 
Brighton; 9/5; 9/5; 9/5; 193/00; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 28/13; 2
META; english/premier-league/brighton-v-leicester; 2018-03-17 10:15:46 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 6/4; 
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 13/8
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 2
META; english/premier-league/brighton-v-leicester; 2018-03-17 14:15:50 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 167/00; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 6/4; 
Brighton; 9/5; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 17/10
Draw; 9/4; 21/10; 21/10; 58/25; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 21/10
META; english/premier-league/brighton-v-leicester; 2018-03-17 18:15:48 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 42/25; 6/4; 8/5; 6/4; 17/11; 13/8; 13/8; 17/10; 6/4; 17/11; 17/10; 6/4; 17/11; 31/20; 6/4; 
Brighton; 9/5; 9/5; 9/5; 51/25; 17/10; 15/8; 17/10; 7/4; 15/8; 15/8; 9/5; 7/4; 24/13; 9/5; 17/10; 7/4; 15/8; 24/13; 17/10
Draw; 9/4; 21/10; 21/10; 11/5; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 21/10
META; english/premier-league/brighton-v-leicester; 2018-03-17 22:15:32 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 8/5; 13/8; 42/25; 6/4; 8/5; 6/4; 17/11; 31/20; 8/5; 8/5; 6/4; 17/11; 8/5; 17/11; 13/8; 31/20; 6/4
Brighton; 9/5; 9/5; 9/5; 51/25; 17/10; 19/10; 17/10; 7/4; 19/10; 2; 7/4; 24/13; 37/19; 7/4; 2; 15/8; 9/5; 17/10
Draw; 9/4; 21/10; 21/10; 11/5; 19/10; 21/10; 15/8; 9/4; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10
META; english/premier-league/brighton-v-leicester; 2018-03-18 02:15:31 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 13/8; 42/25; 6/4; 8/5; 6/4; 17/11; 31/20; 13/8; 8/5; 6/4; 17/11; 8/5; 6/4; 17/11; 13/8; 31/20; 17/11; 6/4
Brighton; 9/5; 15/8; 9/5; 51/25; 17/10; 19/10; 17/10; 7/4; 15/8; 2; 9/5; 24/13; 37/19; 17/10; 7/4; 2; 15/8; 19/10; 7/4; 
Draw; 9/4; 11/5; 21/10; 11/5; 19/10; 21/10; 15/8; 9/4; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 21/10; 
META; english/premier-league/brighton-v-leicester; 2018-03-18 10:15:31 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 13/8; 42/25; 6/4; 8/5; 6/4; 17/11; 31/20; 13/8; 8/5; 6/4; 17/11; 8/5; 6/4; 17/11; 13/8; 31/20; 17/11; 6/4
Brighton; 9/5; 15/8; 9/5; 51/25; 17/10; 19/10; 17/10; 7/4; 15/8; 2; 9/5; 24/13; 37/19; 17/10; 7/4; 2; 15/8; 19/10; 7/4; 
Draw; 9/4; 11/5; 21/10; 11/5; 19/10; 21/10; 15/8; 9/4; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 21/10; 
META; english/premier-league/brighton-v-leicester; 2018-03-18 14:15:32 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 13/8; 42/25; 6/4; 8/5; 6/4; 17/11; 31/20; 13/8; 8/5; 6/4; 17/11; 8/5; 6/4; 17/11; 13/8; 31/20; 17/11; 6/4
Brighton; 9/5; 15/8; 9/5; 51/25; 17/10; 19/10; 17/10; 7/4; 15/8; 2; 9/5; 24/13; 37/19; 17/10; 7/4; 2; 15/8; 19/10; 7/4; 
Draw; 9/4; 11/5; 21/10; 11/5; 19/10; 21/10; 15/8; 9/4; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 21/10; 
META; english/premier-league/brighton-v-leicester; 2018-03-18 18:15:32 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 13/8; 42/25; 6/4; 8/5; 6/4; 17/11; 31/20; 31/20; 8/5; 13/8; 8/5; 6/4; 17/11; 8/5; 6/4; 17/11; 13/8; 31/20; 17/11; 6/4
Brighton; 9/5; 15/8; 15/8; 9/5; 51/25; 17/10; 19/10; 17/10; 7/4; 15/8; 15/8; 15/8; 2; 9/5; 24/13; 37/19; 17/10; 7/4; 2; 15/8; 19/10; 9/5; 
Draw; 9/4; 11/5; 2; 21/10; 11/5; 19/10; 21/10; 15/8; 9/4; 2; 11/5; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 21/10; 
META; english/premier-league/brighton-v-leicester; 2018-03-19 02:27:28 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
Leicester; 6/4; 13/8; 13/8; 13/8; 7/4; 6/4; 13/8; 6/4; 17/11; 8/5; 13/8; 8/5; 33/20; 8/5; 6/4; 8/5; 8/5; 6/4; 17/11; 17/10; 13/8; 8/5; 8/5
Brighton; 9/5; 7/4; 9/5; 9/5; 39/20; 17/10; 15/8; 17/10; 7/4; 9/5; 9/5; 15/8; 37/20; 2; 7/4; 9/5; 37/19; 17/10; 7/4; 19/10; 9/5; 9/5; 19/10
Draw; 9/4; 21/10; 2; 21/10; 11/5; 19/10; 21/10; 15/8; 9/4; 2; 21/10; 9/4; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 21/10; 21/10; 21/10; ; 
META; english/premier-league/brighton-v-leicester; 2018-03-19 10:27:28 GMT+2; 2018-03-31 15:00; Nothing; Xlenovo
