META; english/premier-league/west-ham-v-southampton; 2017-06-15 14:15:49 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 8/11; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 7/4; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 02:17:05 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 8/11; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 7/4; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 02:22:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 8/11; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 7/4; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 10:17:05 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 8/11; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 7/4; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 10:22:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 10/11; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; 13/15; ; ; 4/5; ; 4/5; ; 8/11; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 10/3; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; 16/5; ; ; 7/2; ; 7/2; ; 7/4; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 14:17:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; 13/15; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 15/4; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; 16/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 14:22:50 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; 13/15; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; 16/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 18:20:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 9/10; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 18:25:43 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 9/10; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 22:21:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-30 22:27:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 02:22:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 10/11; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 10/3; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 02:27:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 9/10; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 10:22:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 10:27:54 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 14:22:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 10/11; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; ; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; ; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 10/3; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; ; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 14:28:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 10/11; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; 13/15; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 10/3; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; 16/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 18:22:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 18:28:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 22:22:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-01 22:27:54 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 02:22:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 02:27:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 10:21:55 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 10:27:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 14:22:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 14:28:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 18:22:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 18:28:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; ; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; ; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; ; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 22:22:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-02 22:28:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-03 02:22:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-03 02:28:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-03 10:22:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-03 10:28:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-03 14:23:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 9/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-03 18:22:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; 4/5; ; ; ; ; ; ; ; 3/4; 4/5; 13/15; ; ; 4/5; ; ; ; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; 13/5; ; ; ; ; ; ; ; 13/5; 13/5; 5/2; ; ; 13/5; ; ; ; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 7/2; 16/5; ; ; 7/2; ; ; ; ; 19/10; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-03 22:22:35 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; 4/5; ; ; ; ; ; ; ; 3/4; 4/5; 4/5; ; ; 4/5; ; ; ; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; 13/5; ; ; ; ; ; ; ; 13/5; 13/5; 28/11; ; ; 13/5; ; ; ; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 7/2; 17/5; ; ; 7/2; ; ; ; ; 19/10; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-04 02:22:44 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; 4/5; ; ; ; ; ; ; ; 3/4; 4/5; 4/5; ; ; 4/5; ; ; ; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; 13/5; ; ; ; ; ; ; ; 13/5; 13/5; 28/11; ; ; 13/5; ; ; ; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 7/2; 17/5; ; ; 7/2; ; ; ; ; 19/10; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-04 10:23:04 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; 4/5; ; ; ; ; ; ; ; 3/4; 4/5; 4/5; ; ; 4/5; ; ; ; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; 13/5; ; ; ; ; ; ; ; 13/5; 13/5; 28/11; ; ; 13/5; ; ; ; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 7/2; 17/5; ; ; 7/2; ; ; ; ; 19/10; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-04 14:23:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; 4/5; ; ; ; ; ; ; ; 3/4; 4/5; 4/5; ; ; 4/5; ; ; ; ; 1/14; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; 13/5; ; ; ; ; ; ; ; 13/5; 13/5; 28/11; ; ; 13/5; ; ; ; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 7/2; 17/5; ; ; 7/2; ; ; ; ; 19/10; ; 
META; english/premier-league/west-ham-v-southampton; 2017-07-04 18:22:06 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; 4/5; ; ; ; ; ; ; ; 3/4; 4/5; 4/5; ; ; 4/5; ; ; ; ; 1/14; ; 
