META; spain/la-liga-primera/alaves-v-real-sociedad; 2017-03-04 22:19:32 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Real Sociedad; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 17/10; ; ; ; ; ; ; 
Alaves; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 193/100; ; ; ; ; ; ; 
Draw; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/alaves-v-real-sociedad; 2017-03-05 02:20:04 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Real Sociedad; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 17/10; ; ; ; ; ; ; 
Alaves; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 193/100; ; ; ; ; ; ; 
Draw; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/alaves-v-real-sociedad; 2017-03-05 06:18:57 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Real Sociedad; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 17/10; ; ; ; ; ; ; 
Alaves; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 193/100; ; ; ; ; ; ; 
Draw; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/alaves-v-real-sociedad; 2017-03-05 10:20:27 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Real Sociedad; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 17/10; ; ; ; ; ; ; 
Alaves; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 193/100; ; ; ; ; ; ; 
Draw; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/alaves-v-real-sociedad; 2017-03-05 14:20:40 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Real Sociedad; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 17/10; ; ; ; ; ; ; 
Alaves; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 193/100; ; ; ; ; ; ; 
Draw; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/alaves-v-real-sociedad; 2017-03-05 18:19:21 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Real Sociedad; ; ; 11/10; ; ; ; 6/4; ; ; 7/5; 6/4; ; 29/20; ; ; 8/5; 17/11; 17/11; ; 17/11; 17/10; ; ; ; ; ; ; 
Alaves; ; ; 23/10; ; ; ; 9/5; ; ; 19/10; 9/5; ; 19/10; ; ; 15/8; 17/10; 17/10; ; 17/10; 193/100; ; ; ; ; ; ; 
Draw; ; ; 11/5; ; ; ; 11/5; ; ; 11/5; 2; ; 9/4; ; ; 9/4; 11/5; 11/5; ; 11/5; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/alaves-v-real-sociedad; 2017-03-05 22:18:53 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Real Sociedad; 29/20; ; 11/10; ; ; ; 29/20; ; ; 7/5; 29/20; ; 29/20; ; ; 6/4; 7/5; 17/11; ; 7/5; 17/10; ; ; ; ; 10/11; ; 
