META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-18 02:19:46 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-18 06:19:43 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-18 10:20:43 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-18 14:22:40 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-18 18:18:56 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-18 22:19:18 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-19 02:20:57 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-19 06:19:13 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-19 10:19:47 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-19 14:20:03 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-19 18:21:08 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; ; ; 19/20; ; ; ; 17/20; ; ; ; ; ; ; ; ; 11/13; 5/6; 5/6; ; 5/6; 17/20; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; 28/11; 5/2; ; 28/11; 27/10; ; ; ; ; ; ; 
Eibar; ; ; 5/2; ; ; ; 10/3; ; ; ; ; ; ; ; ; 10/3; 31/10; 13/4; ; 31/10; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-19 22:19:29 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 5/6; ; 1; ; ; ; 5/6; ; 4/5; 4/5; ; ; 4/5; ; ; 11/13; 5/6; 5/6; ; 5/6; 17/20; ; ; ; ; ; ; 
Draw; 13/5; ; 13/5; ; ; ; 13/5; ; 13/5; 13/5; ; ; 13/5; ; ; 13/5; 28/11; 5/2; ; 28/11; 27/10; ; ; ; ; ; ; 
Eibar; 16/5; ; 27/10; ; ; ; 7/2; ; 10/3; 10/3; ; ; 10/3; ; ; 10/3; 31/10; 13/4; ; 31/10; 77/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-20 02:20:11 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; ; ; 4/5; ; 4/5; 3/4; 4/5; ; 4/5; ; ; 5/6; 4/5; 4/5; ; 4/5; 43/50; ; ; ; ; ; ; 
Draw; 5/2; ; 13/5; ; ; ; 13/5; ; 13/5; 13/5; 12/5; ; 13/5; ; ; 5/2; 27/11; 5/2; ; 27/11; 27/10; ; ; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; ; ; 18/5; ; 7/2; 7/2; 10/3; ; 7/2; ; ; 7/2; 13/4; 17/5; ; 13/4; 19/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-20 06:18:42 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; ; ; 4/5; ; 4/5; 3/4; 4/5; ; 4/5; ; ; 5/6; 4/5; 4/5; ; 4/5; 43/50; ; ; ; ; ; ; 
Draw; 5/2; ; 13/5; ; ; ; 13/5; ; 13/5; 13/5; 12/5; ; 13/5; ; ; 5/2; 27/11; 5/2; ; 27/11; 27/10; ; ; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; ; ; 18/5; ; 7/2; 7/2; 10/3; ; 7/2; ; ; 7/2; 13/4; 17/5; ; 13/4; 19/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-20 10:19:34 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; ; 5/6; 4/5; ; 4/5; 3/4; 4/5; ; 10/13; ; ; 5/6; 4/5; 4/5; ; 5/6; 43/50; ; ; ; ; ; ; 
Draw; 5/2; ; 13/5; ; ; 11/4; 13/5; ; 13/5; 13/5; 12/5; ; 53/20; ; ; 5/2; 27/11; 5/2; ; 27/11; 27/10; ; ; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; ; 18/5; 18/5; ; 7/2; 7/2; 10/3; ; 7/2; ; ; 7/2; 13/4; 17/5; ; 41/13; 19/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-20 14:18:42 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; ; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; ; 10/13; 43/50; 10/13; ; ; ; ; ; 
Draw; 5/2; ; 13/5; ; ; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; ; 5/2; 27/10; 45/17; ; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; ; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; ; 39/11; 19/5; 41/13; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-20 18:19:01 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; ; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 14/19; 4/5; ; 14/19; 43/50; 4/5; ; ; ; ; ; 
Draw; 5/2; ; 13/5; ; ; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 28/11; 5/2; ; 28/11; 27/10; 5/2; ; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; ; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 7/2; 17/5; ; 7/2; 19/5; 16/5; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-20 22:19:01 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; 7/2; 39/11; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-21 02:19:35 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; 7/2; 39/11; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-21 06:18:42 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; ; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; ; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; ; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; 7/2; 39/11; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-21 10:18:53 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 14/19; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; 7/2; 39/11; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-21 14:20:09 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; 7/2; 39/11; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-21 18:19:49 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; 7/2; 39/11; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-21 22:18:41 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; 7/2; 39/11; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-22 02:20:35 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 39/11; 17/5; 7/2; 39/11; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-22 06:18:34 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 7/2; 17/5; 7/2; 7/2; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-22 10:19:23 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
Real Sociedad; 4/5; ; 5/6; ; 4/5; 5/6; 3/4; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 4/5; 4/5; 10/13; 4/5; 4/5; 10/13; 43/50; 4/5; 4/5; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; 11/4; 11/4; ; 13/5; 5/2; 12/5; 5/2; 53/20; ; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 27/10; 5/2; 13/5; ; ; ; ; 
Eibar; 7/2; ; 7/2; ; 19/5; 18/5; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 7/2; 17/5; 7/2; 7/2; 19/5; 16/5; 7/2; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-eibar; 2017-02-22 14:19:54 GMT+2; 2017-02-28 18:30; Nothing; Xlenovo
