META; english/league-2/cambridge-utd-v-leyton-orient; 2017-04-02 23:03:00 GMT+3; 2017-04-08 15:00; Nothing; Xlenovo
Cambridge Utd; 4/7; ; ; ; ; ; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Cambridge United; ; ; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; 4/7; 4/7; ; 4/7; 4/7; 31/50; ; 4/7; ; 4/7; ; ; ; 
Draw; 14/5; ; ; ; 3; ; 31/10; ; 14/5; ; 14/5; ; ; ; ; 3; 11/4; ; 11/4; 11/4; 3; ; 11/4; ; 11/4; ; 9/5; ; 
Leyton Orient; 5; ; ; ; 11/2; ; 21/4; ; 21/4; ; 19/4; ; ; ; ; 5; 49/10; ; 26/5; 49/10; 53/10; ; 21/4; ; 21/4; ; 1/5; ; 
META; english/league-2/cambridge-utd-v-leyton-orient; 2017-04-03 03:00:21 GMT+3; 2017-04-08 15:00; Nothing; Xlenovo
Cambridge Utd; 4/7; ; ; ; ; ; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Cambridge United; ; ; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; 4/7; 4/7; ; 4/7; 4/7; 31/50; ; 4/7; ; 4/7; ; ; ; 
Draw; 14/5; ; ; ; 3; ; 31/10; ; 14/5; ; 14/5; ; ; ; ; 3; 11/4; ; 11/4; 11/4; 3; ; 11/4; ; 11/4; ; 9/5; ; 
Leyton Orient; 5; ; ; ; 11/2; ; 21/4; ; 21/4; ; 19/4; ; ; ; ; 5; 49/10; ; 26/5; 49/10; 53/10; ; 21/4; ; 21/4; ; 1/5; ; 
META; english/league-2/cambridge-utd-v-leyton-orient; 2017-04-03 07:00:09 GMT+3; 2017-04-08 15:00; Nothing; Xlenovo
Cambridge Utd; 4/7; ; ; ; ; ; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Cambridge United; ; ; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; 4/7; 4/7; ; 4/7; 4/7; 31/50; ; 4/7; ; 4/7; ; ; ; 
Draw; 14/5; ; ; ; 3; ; 31/10; ; 14/5; ; 14/5; ; ; ; ; 3; 27/10; ; 11/4; 27/10; 3; ; 11/4; ; 11/4; ; 9/5; ; 
Leyton Orient; 5; ; ; ; 11/2; ; 21/4; ; 21/4; ; 19/4; ; ; ; ; 5; 94/19; ; 26/5; 94/19; 53/10; ; 21/4; ; 21/4; ; 1/5; ; 
META; english/league-2/cambridge-utd-v-leyton-orient; 2017-04-03 14:24:47 GMT+3; 2017-04-08 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; ; 8/15; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Cambridge United; ; ; 8/15; ; 8/15; ; 11/20; 8/15; ; 8/15; ; 1/2; 8/15; ; ; 4/7; 8/15; ; 4/7; 8/15; 31/50; ; 4/7; ; 4/7; ; ; ; 
Draw; 14/5; ; 29/10; ; 16/5; ; 16/5; 11/4; 3; 3; 29/10; 3; 29/10; 3; ; 3; 14/5; ; 11/4; 14/5; 3; ; 11/4; ; 11/4; ; 14/5; ; 
Leyton Orient; 6; ; 19/4; ; 11/2; ; 5; 4; 21/4; 5; 24/5; 11/2; 11/2; 11/2; ; 5; 51/10; ; 26/5; 51/10; 53/10; ; 21/4; ; 21/4; ; 26/5; ; 
META; english/league-2/cambridge-utd-v-leyton-orient; 2017-04-03 18:25:22 GMT+3; 2017-04-08 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; ; 1/2; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Cambridge United; ; ; 8/15; ; 8/15; ; 8/15; 8/15; ; 1/2; ; 8/15; 1/2; ; ; 8/15; 10/21; 1/2; 4/9; 10/21; 13/25; 17/35; 17/35; ; 17/35; ; ; ; 
Draw; 14/5; ; 29/10; ; 16/5; ; 16/5; 11/4; 3; 3; 29/10; 3; 3; 3; 16/5; 31/10; 31/10; 3; 3; 31/10; 17/5; 31/10; 3; ; 3; ; 14/5; ; 
Leyton Orient; 6; ; 5; ; 11/2; ; 21/4; 4; 21/4; 11/2; 5; 5; 11/2; 11/2; 11/2; 5; 28/5; 11/2; 6; 28/5; 6; 22/5; 6; ; 6; ; 26/5; ; 
META; english/league-2/cambridge-utd-v-leyton-orient; 2017-04-03 22:23:34 GMT+3; 2017-04-08 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; ; 1/2; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Cambridge United; ; ; 8/15; ; 8/15; ; 8/15; 8/15; ; 1/2; ; 8/15; 1/2; ; ; 8/15; 10/21; 1/2; 4/9; 10/21; 13/25; 17/35; 17/35; ; 17/35; ; ; ; 
Draw; 14/5; ; 29/10; ; 16/5; ; 16/5; 11/4; 3; 3; 29/10; 3; 3; 3; 16/5; 3; 31/10; 3; 3; 31/10; 17/5; 31/10; 3; ; 3; ; 14/5; ; 
Leyton Orient; 6; ; 5; ; 11/2; ; 21/4; 4; 21/4; 11/2; 5; 5; 11/2; 11/2; 11/2; 11/2; 28/5; 11/2; 6; 28/5; 6; 22/5; 6; ; 6; ; 26/5; ; 
META; english/league-2/cambridge-utd-v-leyton-orient; 2017-04-04 02:24:44 GMT+3; 2017-04-08 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; ; 1/2; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Cambridge United; ; ; 8/15; ; 8/15; ; 11/20; 8/15; ; 1/2; ; 8/15; 1/2; ; ; 8/15; 10/21; 1/2; 4/9; ; 13/25; 17/35; 17/35; ; 17/35; ; ; ; 
Draw; 14/5; ; 29/10; ; 3; ; 3; 11/4; 3; 3; 29/10; 3; 3; 3; 16/5; 3; 31/10; 3; 3; ; 17/5; 31/10; 3; ; 3; ; 14/5; ; 
Leyton Orient; 6; ; 5; ; 6; ; 11/2; 4; 21/4; 11/2; 5; 5; 11/2; 11/2; 11/2; 11/2; 28/5; 11/2; 6; ; 6; 22/5; 6; ; 6; ; 26/5; ; 
META; english/league-2/cambridge-utd-v-leyton-orient; 2017-04-04 06:22:34 GMT+3; 2017-04-08 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; ; 1/2; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
