META; english/league-2/doncaster-v-notts-county; 2017-03-11 22:22:28 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 4/7; 8/15; ; 8/15; 4/7; ; 11/20; 8/15; 4/7; ; 4/7; ; 11/20; 8/15; ; 4/7; 10/17; ; ; 10/17; ; ; ; ; ; 4/9; ; 
Doncaster; 9/20; 8/15; 40/85; 8/15; 1/2; 4/9; 1/2; 8/15; 1/2; 10/21; 1/2; 4/9; 9/20; 1/2; 1/2; 8/15; 17/35; ; 1/2; 17/35; 1/2; 6/13; 1/2; 4/9; ; 4/9; ; 
Draw; 10/3; 3; 3; 3; 10/3; 3; 10/3; 13/5; 10/3; 16/5; 10/3; 10/3; 10/3; 16/5; 10/3; 16/5; 16/5; ; 3; 16/5; 18/5; 31/10; 31/10; 10/3; ; 14/5; ; 
Notts County; 6; 9/2; 11/2; 9/2; 6; 5; 6; 9/2; 11/2; 11/2; 11/2; 6; 6; 6; 5; 11/2; 11/2; ; 11/2; 11/2; 61/10; 24/5; 11/2; 6; ; 26/5; ; 
META; english/league-2/doncaster-v-notts-county; 2017-03-12 22:21:57 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 9/20; 8/15; 1/2; 1/2; 1/2; 4/9; 1/2; 8/15; 1/2; 1/2; 1/2; 1/2; 12/25; 1/2; 1/2; 1/2; 1/2; ; 1/2; 1/2; 1/2; 6/13; 1/2; 1/2; ; 1/2; 4/9; 
Draw; 10/3; 3; 3; 16/5; 16/5; 3; 10/3; 13/5; 10/3; 16/5; 16/5; 16/5; 16/5; 16/5; 10/3; 16/5; 41/13; ; 3; 41/13; 18/5; 31/10; 31/10; 16/5; ; 3; 3; 
Notts County; 6; 9/2; 5; 11/2; 6; 5; 11/2; 9/2; 11/2; 11/2; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 61/11; ; 11/2; 61/11; 61/10; 24/5; 11/2; 11/2; ; 29/5; 28/5; 
META; english/league-2/doncaster-v-notts-county; 2017-03-13 02:22:21 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 9/20; 8/15; 40/85; 1/2; 1/2; 4/9; 1/2; 8/15; 1/2; 10/21; 1/2; 1/2; 12/25; 1/2; 1/2; 1/2; 17/35; ; 1/2; 17/35; 1/2; 6/13; 1/2; 4/9; ; 1/2; 4/9; 
Draw; 10/3; 3; 3; 16/5; 10/3; 3; 10/3; 13/5; 10/3; 16/5; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 41/13; ; 3; 41/13; 18/5; 31/10; 31/10; 16/5; ; 3; 3; 
Notts County; 6; 11/2; 11/2; 11/2; 6; 5; 11/2; 9/2; 11/2; 11/2; 11/2; 11/2; 11/2; 7; 5; 11/2; 57/10; ; 11/2; 57/10; 61/10; 24/5; 11/2; 6; ; 29/5; 28/5; 
META; english/league-2/doncaster-v-notts-county; 2017-03-13 06:24:00 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 8/15; 8/15; 40/85; 1/2; 1/2; 4/9; 1/2; 8/15; 1/2; 1/2; 1/2; 1/2; 12/25; 1/2; 1/2; 1/2; 1/2; ; 1/2; 1/2; 1/2; 6/13; 1/2; 1/2; ; 1/2; 4/9; 
Draw; 10/3; 3; 31/10; 16/5; 10/3; 3; 10/3; 13/5; 10/3; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 31/10; 41/13; ; 3; 41/13; 18/5; 31/10; 31/10; 3; ; 3; 3; 
Notts County; 6; 11/2; 5; 11/2; 6; 5; 11/2; 9/2; 11/2; 11/2; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 60/11; ; 11/2; 60/11; 61/10; 24/5; 11/2; 11/2; ; 29/5; 28/5; 
META; english/league-2/doncaster-v-notts-county; 2017-03-13 10:20:49 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 8/15; 8/15; 40/85; 1/2; 1/2; 4/9; 1/2; 8/15; 1/2; 10/21; 1/2; 1/2; 12/25; 1/2; 1/2; 1/2; 5/11; 4/9; 1/2; 5/11; 1/2; 17/35; 1/2; 1/2; ; 1/2; 4/9; 
Draw; 10/3; 3; 31/10; 16/5; 10/3; 3; 10/3; 13/5; 10/3; 16/5; 10/3; 16/5; 16/5; 10/3; 10/3; 31/10; 33/10; 10/3; 3; 33/10; 18/5; 13/4; 31/10; 16/5; ; 3; 3; 
Notts County; 6; 11/2; 5; 11/2; 6; 5; 11/2; 9/2; 11/2; 11/2; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 59/10; 6; 11/2; 59/10; 61/10; 51/10; 11/2; 11/2; ; 29/5; 29/5; 
META; english/league-2/doncaster-v-notts-county; 2017-03-13 14:22:56 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 1/2; 8/15; 1/2; 8/15; 1/2; 4/9; 1/2; 8/15; 1/2; 1/2; 1/2; 1/2; 12/25; 8/15; 1/2; 1/2; 17/35; 4/9; 4/9; 17/35; 8/15; 8/15; 17/35; 1/2; ; 1/2; 4/9; 8/15
Draw; 18/5; 3; 3; 14/5; 10/3; 3; 7/2; 13/5; 10/3; 16/5; 10/3; 3; 16/5; 16/5; 10/3; 31/10; 13/4; 10/3; 10/3; 13/4; 69/20; 13/4; 57/17; 10/3; ; 3; 3; 10/3
Notts County; 6; 11/2; 5; 6; 6; 19/4; 21/4; 9/2; 11/2; 5; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 91/17; 6; 26/5; 91/17; 57/10; 9/2; 21/4; 11/2; ; 29/5; 29/5; 29/5
META; english/league-2/doncaster-v-notts-county; 2017-03-13 18:24:14 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 1/2; 8/15; 8/15; 8/15; 1/2; 4/9; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 12/25; 8/15; 1/2; 1/2; 17/35; 4/9; 4/9; 17/35; 8/15; 8/15; 17/35; 1/2; 17/35; ; 1/2; 4/9; 8/15
Draw; 18/5; 16/5; 10/3; 14/5; 10/3; 3; 18/5; 16/5; 10/3; 16/5; 16/5; 3; 16/5; 16/5; 10/3; 16/5; 13/4; 10/3; 10/3; 13/4; 69/20; 13/4; 57/17; 10/3; 57/17; ; 3; 3; 10/3
Notts County; 6; 5; 6; 6; 6; 19/4; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 91/17; 6; 26/5; 91/17; 57/10; 9/2; 21/4; 11/2; 21/4; ; 29/5; 28/5; 29/5
META; english/league-2/doncaster-v-notts-county; 2017-03-13 22:21:45 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 1/2; 8/15; 8/15; 8/15; 1/2; 4/9; 1/2; 4/9; 1/2; 1/2; 1/2; 8/15; 12/25; 8/15; 1/2; 1/2; 17/35; 4/9; 4/9; 17/35; 8/15; 8/15; 17/35; 1/2; 17/35; ; 1/2; 4/9; 8/15
Draw; 18/5; 16/5; 10/3; 14/5; 7/2; 3; 18/5; 16/5; 10/3; 16/5; 10/3; 3; 16/5; 18/5; 10/3; 16/5; 13/4; 10/3; 10/3; 13/4; 69/20; 13/4; 57/17; 10/3; 57/17; ; 3; 3; 10/3
Notts County; 6; 5; 6; 6; 11/2; 19/4; 11/2; 11/2; 11/2; 5; 11/2; 5; 11/2; 6; 5; 11/2; 91/17; 6; 26/5; 91/17; 57/10; 9/2; 21/4; 11/2; 21/4; ; 28/5; 28/5; 29/5
META; english/league-2/doncaster-v-notts-county; 2017-03-14 02:23:18 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 1/2; 8/15; 8/15; 8/15; 1/2; 4/9; 1/2; 4/9; 1/2; 1/2; 1/2; 8/15; 12/25; 8/15; 1/2; 1/2; 17/35; 4/9; 4/9; 17/35; 8/15; 18/35; 17/35; 1/2; 17/35; ; 1/2; 1/2; 8/15
Draw; 18/5; 16/5; 10/3; 14/5; 7/2; 3; 18/5; 16/5; 10/3; 16/5; 10/3; 3; 16/5; 18/5; 10/3; 16/5; 13/4; 10/3; 10/3; 13/4; 69/20; 41/13; 57/17; 10/3; 57/17; ; 3; 3; 10/3
Notts County; 6; 5; 6; 6; 11/2; 19/4; 11/2; 11/2; 11/2; 5; 11/2; 5; 11/2; 6; 5; 11/2; 91/17; 6; 26/5; 91/17; 57/10; 94/19; 21/4; 11/2; 21/4; ; 28/5; 28/5; 29/5
META; english/league-2/doncaster-v-notts-county; 2017-03-14 06:20:59 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 1/2; 8/15; 8/15; 8/15; 1/2; 4/9; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 12/25; 8/15; 1/2; 1/2; 17/35; 4/9; 4/9; 17/35; 8/15; 18/35; 17/35; 1/2; 17/35; ; 1/2; 1/2; 8/15
Draw; 18/5; 16/5; 10/3; 14/5; 10/3; 3; 18/5; 16/5; 10/3; 16/5; 10/3; 3; 16/5; 7/2; 10/3; 16/5; 13/4; 10/3; 10/3; 13/4; 69/20; 41/13; 57/17; 16/5; 57/17; ; 3; 3; 10/3
Notts County; 6; 5; 6; 6; 6; 19/4; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 5; 11/2; 27/5; 6; 26/5; 27/5; 57/10; 94/19; 21/4; 11/2; 21/4; ; 28/5; 28/5; 29/5
META; english/league-2/doncaster-v-notts-county; 2017-03-14 10:21:37 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 1/2; 8/15; 8/15; 8/15; 1/2; 4/9; 8/15; 4/9; 1/2; 1/2; 1/2; 1/2; 12/25; 8/15; 1/2; 1/2; 17/35; 4/9; 1/2; 17/35; 8/15; 18/35; 1/2; 1/2; 1/2; ; 1/2; 1/2; 8/15
Draw; 18/5; 16/5; 10/3; 14/5; 10/3; 3; 18/5; 16/5; 10/3; 16/5; 10/3; 3; 16/5; 7/2; 10/3; 16/5; 13/4; 10/3; 10/3; 13/4; 69/20; 41/13; 57/17; 16/5; 57/17; ; 3; 3; 10/3
Notts County; 6; 5; 6; 6; 11/2; 19/4; 21/4; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 6; 5; 11/2; 91/17; 6; 5; 91/17; 57/10; 94/19; 5; 11/2; 5; ; 28/5; 29/5; 29/5
META; english/league-2/doncaster-v-notts-county; 2017-03-14 14:24:06 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 11/20; 8/15; 4/7; 1/2; 4/7; 1/2; 4/7; 4/9; 8/15; 11/20; 8/15; 4/7; 8/15; 6/10; 4/7; 8/15; 8/15; 1/2; 1/2; 8/15; 57/100; 18/35; 1/2; 4/7; 1/2; ; 8/15; 8/15; 4/7
Draw; 10/3; 16/5; 16/5; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 3; 16/5; 3; 16/5; 16/5; 3; 10/3; 41/13; 31/10; 10/3; 41/13; 67/20; 41/13; 57/17; 16/5; 57/17; ; 3; 3; 3
Notts County; 11/2; 5; 5; 11/2; 5; 17/4; 21/4; 11/2; 5; 5; 5; 9/2; 21/4; 11/2; 19/4; 11/2; 5; 21/4; 5; 5; 53/10; 94/19; 5; 5; 5; ; 11/2; 26/5; 28/5
META; english/league-2/doncaster-v-notts-county; 2017-03-14 18:21:02 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Doncaster; 11/20; 4/7; 6/10; 1/2; 4/7; 1/2; 11/20; 4/9; 8/15; 11/20; 8/15; 11/20; 8/15; 6/10; 4/7; 8/15; 8/15; 1/2; 8/15; 8/15; 57/100; 4/7; 8/15; 4/7; 8/15; ; 8/15; 8/15; 8/15
Draw; 10/3; 3; 16/5; 16/5; 16/5; 14/5; 10/3; 16/5; 3; 3; 16/5; 3; 16/5; 10/3; 3; 10/3; 31/10; 31/10; 3; 31/10; 67/20; 31/10; 13/4; 3; 13/4; ; 3; 3; 3
Notts County; 11/2; 19/4; 5; 11/2; 5; 17/4; 5; 11/2; 5; 5; 5; 5; 21/4; 11/2; 19/4; 11/2; 5; 21/4; 23/5; 5; 53/10; 21/5; 23/5; 5; 23/5; ; 26/5; 26/5; 26/5
META; english/league-2/doncaster-v-notts-county; 2017-03-14 22:21:10 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Doncaster; 21/10; 9/4; ; 13/20; 1/2; 19/10; 2; 12/5; ; 9/4; ; 11/20; 39/20; ; ; ; ; 17/10; ; ; ; ; ; ; 1/2; ; 8/15; 8/13; 21/10
Draw; 9/4; 2; ; 27/10; 10/3; 21/10; 9/4; 15/8; ; 2; ; 13/5; 11/5; ; ; ; ; 11/5; ; ; ; ; ; ; 31/10; ; 3; 13/5; 2
Notts County; 13/10; 11/8; ; 9/2; 11/2; 5/4; 11/8; 13/10; ; 6/5; ; 4; 7/5; ; ; ; ; 7/5; ; ; ; ; ; ; 9/2; ; 6; 27/5; 7/5
