META; english/league-2/grimsby-v-cambridge; 2017-04-08 22:25:49 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 23/10; ; 23/10; ; 43/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; 21/10; 
Grimsby; ; 23/10; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; 9/4; 
META; english/league-2/grimsby-v-cambridge; 2017-04-11 18:24:14 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 23/10; ; 23/10; ; 43/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 21/10; 
Grimsby; ; 23/10; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; 9/4; 
META; english/league-2/grimsby-v-cambridge; 2017-04-11 22:21:53 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 23/10; ; 23/10; ; 43/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 21/10; 
Grimsby; ; 23/10; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; 9/4; 
META; english/league-2/grimsby-v-cambridge; 2017-04-12 02:21:13 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 23/10; ; 23/10; ; 43/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 21/10; 
Grimsby; ; 23/10; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; 9/4; 
META; english/league-2/grimsby-v-cambridge; 2017-04-12 06:21:41 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 5/4; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; 23/10; ; 43/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
Grimsby; ; 23/10; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; 
META; english/league-2/grimsby-v-cambridge; 2017-04-12 10:21:19 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 5/4; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; 23/10; ; 43/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
Grimsby; ; 23/10; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; 
META; english/league-2/grimsby-v-cambridge; 2017-04-12 14:20:48 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 5/4; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; 
Draw; ; 9/4; ; 23/10; ; 43/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 19/10; 
Grimsby; ; 23/10; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; 19/10; 
META; english/league-2/grimsby-v-cambridge; 2017-04-12 18:21:05 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; 
Draw; ; 21/10; ; 23/10; ; 41/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 21/10; 
Grimsby; ; 5/2; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 23/10; 
META; english/league-2/grimsby-v-cambridge; 2017-04-12 22:21:00 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; 
Draw; ; 21/10; ; 23/10; ; 41/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 21/10; 
Grimsby; ; 5/2; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 23/10; 
META; english/league-2/grimsby-v-cambridge; 2017-04-13 02:20:58 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 21/10; ; 23/10; ; 41/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 21/10; 
Grimsby; ; 5/2; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 23/10; 
META; english/league-2/grimsby-v-cambridge; 2017-04-13 06:20:57 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 21/10; ; 23/10; ; 41/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 21/10; 
Grimsby; ; 5/2; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 23/10; 
META; english/league-2/grimsby-v-cambridge; 2017-04-13 10:20:58 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 21/10; ; 23/10; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 21/10; 
Grimsby; ; 5/2; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 23/10; 
META; english/league-2/grimsby-v-cambridge; 2017-04-13 14:21:15 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 21/10; ; 11/5; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 21/10; 
Grimsby; ; 5/2; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 23/10; 
META; english/league-2/grimsby-v-cambridge; 2017-04-13 18:20:54 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 23/20; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; 
Draw; ; 21/10; ; 11/5; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 21/10; 
Grimsby; ; 13/5; ; 23/10; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; 12/5; 
META; english/league-2/grimsby-v-cambridge; 2017-04-13 22:20:56 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 23/20; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; 
Draw; ; 21/10; ; 11/5; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 21/10; 
Grimsby; ; 13/5; ; 23/10; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; 12/5; 
META; english/league-2/grimsby-v-cambridge; 2017-04-14 02:20:57 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 23/20; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; 
Draw; ; 21/10; ; 11/5; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 21/10; 
Grimsby; ; 13/5; ; 23/10; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; 12/5; 
META; english/league-2/grimsby-v-cambridge; 2017-04-14 06:20:47 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 23/20; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 2; ; 11/5; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 21/10; 
Grimsby; ; 13/5; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; 27/10; 
META; english/league-2/grimsby-v-cambridge; 2017-04-14 10:20:46 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 23/20; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 21/10; ; 11/5; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; 2; 
Grimsby; ; 13/5; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 13/5; 
META; english/league-2/grimsby-v-cambridge; 2017-04-14 14:21:50 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Cambridge; ; 6/5; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; 
Draw; ; 21/10; ; 11/5; ; 41/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 21/10; 
Grimsby; ; 5/2; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 5/2; 
META; english/league-2/grimsby-v-cambridge; 2017-04-14 18:21:47 GMT+3; 2017-04-14 15:00; In Play; Xlenovo
Draw; ; 11/4; ; 21/20; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; 
Grimsby; ; 2/5; ; 3; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; 
Cambridge; ; 12; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; 
