META; english/league-2/stevenage-v-portsmouth; 2017-03-12 02:21:46 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stevenage; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-12 06:21:47 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stevenage; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-12 10:22:40 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stevenage; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-12 14:22:25 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 11/10; 19/20; ; ; 11/10; ; 21/20; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
Stevenage; 12/5; 13/5; ; ; 13/5; ; 27/10; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-12 18:21:49 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 11/10; 19/20; ; ; 11/10; ; 21/20; ; 11/10; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 12/5; ; 12/5; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
Stevenage; 12/5; 13/5; ; ; 13/5; ; 27/10; ; 5/2; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-12 22:22:58 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 11/10; 19/20; ; ; 11/10; ; 11/10; ; 11/10; ; 21/20; ; ; ; ; 11/10; 11/10; ; ; 11/10; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 5/2; ; 5/2; ; 5/2; ; 23/10; ; ; ; ; 12/5; 40/17; ; ; 40/17; ; ; ; ; ; ; ; 
Stevenage; 12/5; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 23/10; ; ; ; ; 5/2; 40/17; ; ; 40/17; ; ; ; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-13 02:22:56 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 11/10; 19/20; ; ; 11/10; ; 11/10; ; 11/10; ; 21/20; ; ; ; ; 11/10; 21/20; ; ; 21/20; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 5/2; ; 5/2; ; 5/2; ; 23/10; ; ; ; ; 12/5; 12/5; ; ; 12/5; ; ; ; ; ; ; ; 
Stevenage; 12/5; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 23/10; ; ; ; ; 5/2; 40/17; ; ; 40/17; ; ; ; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-13 06:25:05 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 11/10; 19/20; ; ; 11/10; ; 11/10; ; 11/10; ; 21/20; ; 21/20; ; ; 11/10; 21/20; ; 21/20; 21/20; ; ; 13/12; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 5/2; ; 5/2; ; 5/2; ; 23/10; ; 49/20; ; ; 12/5; 12/5; ; 12/5; 12/5; ; ; 27/11; ; ; ; ; 
Stevenage; 12/5; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 23/10; ; 49/20; ; ; 5/2; 40/17; ; 12/5; 40/17; ; ; 12/5; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-13 10:21:21 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 11/10; 19/20; ; ; 11/10; ; 11/10; 11/10; 11/10; ; 21/20; 21/20; 21/20; ; ; 11/10; 21/20; ; 21/20; 21/20; ; ; 13/12; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 5/2; ; 5/2; 12/5; 5/2; ; 23/10; 12/5; 49/20; ; ; 12/5; 12/5; ; 12/5; 12/5; ; ; 27/11; ; ; ; ; 
Stevenage; 12/5; 13/5; ; ; 5/2; ; 5/2; 12/5; 5/2; ; 23/10; 5/2; 49/20; ; ; 5/2; 40/17; ; 12/5; 40/17; ; ; 12/5; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-13 14:23:52 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 11/10; 19/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; ; 21/20; 21/20; 21/20; ; ; 11/10; 21/20; ; 21/20; 21/20; ; ; 13/12; ; ; ; ; 
Draw; 12/5; 12/5; 23/10; ; 5/2; ; 5/2; 12/5; 5/2; ; 23/10; 12/5; 49/20; ; ; 12/5; 12/5; ; 12/5; 12/5; ; ; 27/11; ; ; ; ; 
Stevenage; 12/5; 13/5; 47/20; ; 5/2; ; 5/2; 12/5; 5/2; ; 23/10; 5/2; 49/20; ; ; 5/2; 40/17; ; 12/5; 40/17; ; ; 12/5; ; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-13 18:25:14 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 1; 19/20; 1; ; 21/20; 19/20; 1; 19/20; 21/20; 1; 1; 21/20; 1; ; 1; 1; 1; 1; 21/20; 1; ; ; 13/12; 1; 13/12; ; ; ; 
Draw; 12/5; 12/5; 23/10; ; 5/2; 23/10; 5/2; 9/4; 5/2; 12/5; 23/10; 12/5; 49/20; ; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; ; ; 27/11; 12/5; 27/11; ; ; ; 
Stevenage; 14/5; 13/5; 13/5; ; 11/4; 5/2; 27/10; 12/5; 11/4; 13/5; 5/2; 13/5; 53/20; ; 11/4; 27/10; 28/11; 27/10; 12/5; 28/11; ; ; 12/5; 11/4; 12/5; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-13 22:22:24 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 1; 19/20; 1; ; 21/20; 19/20; 1; 19/20; 21/20; 1; 1; 21/20; 1; ; 1; 1; 1; 1; 21/20; 1; ; ; 13/12; 1; 13/12; ; ; ; 
Draw; 12/5; 12/5; 23/10; ; 5/2; 23/10; 5/2; 9/4; 5/2; 12/5; 23/10; 23/10; 49/20; ; 12/5; 12/5; 40/17; 23/10; 12/5; 40/17; ; ; 27/11; 12/5; 27/11; ; ; ; 
Stevenage; 14/5; 13/5; 13/5; ; 11/4; 5/2; 27/10; 12/5; 11/4; 13/5; 5/2; 13/5; 53/20; ; 11/4; 27/10; 5/2; 27/10; 12/5; 5/2; ; ; 12/5; 11/4; 12/5; ; ; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-14 02:24:00 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 1; 19/20; 1; ; 21/20; 19/20; 1; 19/20; 21/20; 1; 1; 21/20; 1; ; 1; 1; 1; 1; 21/20; 1; ; ; 13/12; 1; 13/12; ; 4/6; ; 
Draw; 12/5; 12/5; 23/10; ; 5/2; 23/10; 5/2; 9/4; 5/2; 12/5; 23/10; 23/10; 49/20; ; 12/5; 5/2; 40/17; 23/10; 12/5; 40/17; ; ; 27/11; 12/5; 27/11; ; 13/8; ; 
Stevenage; 14/5; 13/5; 13/5; ; 11/4; 5/2; 27/10; 12/5; 11/4; 13/5; 5/2; 13/5; 53/20; ; 11/4; 27/10; 5/2; 27/10; 12/5; 5/2; ; ; 12/5; 11/4; 12/5; ; 6/4; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-14 06:21:35 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 1; 19/20; 1; ; 21/20; 19/20; 1; 19/20; 21/20; 1; 1; 21/20; 1; ; 1; 1; 1; 1; 21/20; 1; ; ; 13/12; 1; 13/12; ; 4/6; ; 
Draw; 12/5; 12/5; 23/10; ; 5/2; 23/10; 5/2; 9/4; 5/2; 12/5; 23/10; 23/10; 49/20; ; 12/5; 5/2; 40/17; 23/10; 12/5; 40/17; ; ; 27/11; 12/5; 27/11; ; 17/10; ; 
Stevenage; 14/5; 13/5; 13/5; ; 11/4; 5/2; 27/10; 12/5; 11/4; 13/5; 5/2; 13/5; 53/20; ; 11/4; 27/10; 5/2; 27/10; 12/5; 5/2; ; ; 12/5; 11/4; 12/5; ; 9/5; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-14 10:22:24 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 1; 19/20; 1; 19/20; 21/20; 19/20; 21/20; 19/20; 21/20; 1; 1; 21/20; 1; ; 1; 1; 1; 1; 21/20; 1; ; ; 13/12; 1; 13/12; ; 8/11; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 12/5; 23/10; 23/10; 49/20; ; 12/5; 12/5; 40/17; 23/10; 12/5; 40/17; ; ; 27/11; 12/5; 27/11; ; 7/4; ; 
Stevenage; 14/5; 13/5; 13/5; 5/2; 11/4; 5/2; 11/4; 12/5; 11/4; 13/5; 5/2; 13/5; 53/20; ; 11/4; 27/10; 5/2; 27/10; 12/5; 5/2; ; ; 12/5; 11/4; 12/5; ; 19/10; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-14 14:24:59 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 1; 1; 1; 19/20; 21/20; 19/20; 21/20; 19/20; 21/20; 1; 1; 21/20; 1; ; 1; 21/20; 1; 1; 21/20; 1; ; 66/67; 13/12; 1; 13/12; ; 4/6; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 12/5; 23/10; 12/5; 49/20; ; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; ; 12/5; 27/11; 12/5; 27/11; ; 9/5; ; 
Stevenage; 14/5; 11/4; 13/5; 5/2; 11/4; 12/5; 11/4; 12/5; 11/4; 13/5; 5/2; 13/5; 13/5; ; 11/4; 11/4; 5/2; 27/10; 12/5; 5/2; ; 23/10; 12/5; 11/4; 12/5; ; 7/5; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-14 18:21:53 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 1; 1; 1; 19/20; 21/20; 19/20; 21/20; 19/20; 21/20; 1; 1; 21/20; 1; ; 1; 21/20; 1; 1; 21/20; 1; 21/20; 66/67; 13/12; 1; 13/12; ; 4/6; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 12/5; 23/10; 12/5; 49/20; ; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; 13/5; 12/5; 27/11; 12/5; 27/11; ; 9/5; ; 
Stevenage; 14/5; 11/4; 13/5; 5/2; 11/4; 12/5; 14/5; 12/5; 11/4; 13/5; 5/2; 13/5; 13/5; ; 11/4; 11/4; 5/2; 27/10; 12/5; 5/2; 57/20; 23/10; 12/5; 11/4; 12/5; ; 7/5; ; 
META; english/league-2/stevenage-v-portsmouth; 2017-03-14 22:21:43 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Portsmouth; 1; 1; 1; 19/20; 21/20; 19/20; 21/20; 19/20; 21/20; 1; 1; 21/20; 1; ; 1; 21/20; 1; 1; 21/20; 1; 21/20; 66/67; 13/12; 1; 13/12; ; 4/6; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 12/5; 23/10; 12/5; 49/20; ; 12/5; 5/2; 40/17; 23/10; 12/5; 40/17; 13/5; 12/5; 27/11; 12/5; 27/11; ; 15/8; ; 
