META; english/league-2/cheltenham-v-cambridge; 2017-03-12 02:21:26 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-12 06:21:23 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-12 10:22:14 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-12 14:21:55 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 8/5; ; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; 8/5; 8/5; ; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 11/5; ; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-12 18:21:29 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 8/5; ; ; 13/8; ; 13/8; ; 13/8; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; 8/5; 8/5; ; ; 13/8; ; 13/8; ; 13/8; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 11/5; ; ; 5/2; ; 5/2; ; 5/2; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-12 22:22:20 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 8/5; ; ; 13/8; ; 13/8; ; 13/8; ; 8/5; ; ; ; ; 8/5; 17/11; ; ; 17/11; ; ; ; ; ; ; ; 
Cheltenham; 8/5; 8/5; ; ; 13/8; ; 13/8; ; 13/8; ; 8/5; ; ; ; ; 8/5; 17/11; ; ; 17/11; ; ; ; ; ; ; ; 
Draw; 12/5; 11/5; ; ; 5/2; ; 12/5; ; 5/2; ; 21/10; ; ; ; ; 12/5; 40/17; ; ; 40/17; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-13 02:22:35 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cheltenham; 8/5; 8/5; ; ; 13/8; ; 13/8; ; 13/8; ; 8/5; ; ; ; ; 8/5; 17/11; ; ; 17/11; ; ; ; ; ; ; ; 
Cambridge; 8/5; 8/5; ; ; 17/10; ; 17/10; ; 13/8; ; 8/5; ; ; ; ; 8/5; 8/5; ; ; 8/5; ; ; ; ; ; ; ; 
Draw; 12/5; 11/5; ; ; 12/5; ; 12/5; ; 5/2; ; 21/10; ; ; ; ; 23/10; 40/17; ; ; 40/17; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-13 06:24:27 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cheltenham; 8/5; 8/5; ; ; 13/8; ; 13/8; ; 13/8; ; 8/5; ; 8/5; ; ; 8/5; 17/11; ; 8/5; 17/11; ; ; 8/5; ; ; ; ; 
Cambridge; 8/5; 8/5; ; ; 17/10; ; 17/10; ; 13/8; ; 8/5; ; 13/8; ; ; 8/5; 8/5; ; 8/5; 8/5; ; ; 8/5; ; ; ; ; 
Draw; 12/5; 11/5; ; ; 12/5; ; 12/5; ; 5/2; ; 21/10; ; 47/20; ; ; 23/10; 40/17; ; 23/10; 40/17; ; ; 40/17; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-13 10:21:02 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cheltenham; 8/5; 8/5; ; ; 13/8; ; 13/8; ; 13/8; ; 8/5; 8/5; 8/5; ; ; 8/5; 17/11; ; 8/5; 17/11; ; ; 8/5; ; ; ; ; 
Cambridge; 8/5; 8/5; ; ; 17/10; ; 17/10; ; 13/8; ; 8/5; 13/8; 13/8; ; ; 8/5; 8/5; ; 8/5; 8/5; ; ; 8/5; ; ; ; ; 
Draw; 12/5; 11/5; ; ; 12/5; ; 12/5; ; 5/2; ; 21/10; 12/5; 47/20; ; ; 23/10; 40/17; ; 23/10; 40/17; ; ; 40/17; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-13 14:23:18 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cheltenham; 8/5; 8/5; 8/5; ; 13/8; ; 13/8; 8/5; 13/8; ; 8/5; 13/8; 8/5; ; ; 8/5; 17/11; ; 8/5; 17/11; ; ; 8/5; ; ; ; ; 
Cambridge; 8/5; 8/5; 8/5; ; 17/10; ; 17/10; 13/8; 13/8; ; 8/5; 13/8; 13/8; ; ; 8/5; 8/5; ; 8/5; 8/5; ; ; 8/5; ; ; ; ; 
Draw; 12/5; 11/5; 43/20; ; 12/5; ; 12/5; 23/10; 5/2; ; 21/10; 23/10; 47/20; ; ; 23/10; 40/17; ; 23/10; 40/17; ; ; 40/17; ; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-13 18:24:37 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 8/5; 8/5; ; 13/8; 6/4; 13/8; 6/4; 13/8; 13/8; 31/20; 8/5; 8/5; ; 13/8; 8/5; 17/11; 8/5; 8/5; 17/11; ; ; 8/5; 8/5; 8/5; ; ; ; 
Cheltenham; 8/5; 8/5; 33/20; ; 17/10; 6/4; 17/10; 6/4; 13/8; 13/8; 33/20; 17/10; 13/8; ; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; ; ; 8/5; 8/5; 8/5; ; ; ; 
Draw; 12/5; 11/5; 43/20; ; 12/5; 11/5; 12/5; 11/5; 12/5; 23/10; 21/10; 23/10; 47/20; ; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; ; ; 40/17; 12/5; 40/17; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-13 22:21:58 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 8/5; 8/5; ; 13/8; 6/4; 13/8; 6/4; 13/8; 13/8; 31/20; 13/8; 8/5; ; 13/8; 8/5; 17/11; 8/5; 8/5; 17/11; ; ; 8/5; 8/5; 8/5; ; ; ; 
Cheltenham; 8/5; 8/5; 33/20; ; 17/10; 31/20; 17/10; 6/4; 13/8; 13/8; 33/20; 7/4; 13/8; ; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; ; ; 8/5; 8/5; 8/5; ; ; ; 
Draw; 12/5; 11/5; 43/20; ; 12/5; 43/20; 12/5; 11/5; 12/5; 23/10; 21/10; 11/5; 47/20; ; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; ; ; 40/17; 12/5; 40/17; ; ; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-14 02:23:39 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 8/5; 8/5; ; 13/8; 6/4; 13/8; 6/4; 13/8; 13/8; 31/20; 13/8; 8/5; ; 13/8; 8/5; 17/11; 8/5; 8/5; 17/11; ; ; 8/5; 8/5; 8/5; ; 20/21; ; 
Cheltenham; 8/5; 8/5; 33/20; ; 17/10; 31/20; 17/10; 6/4; 13/8; 13/8; 33/20; 7/4; 13/8; ; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; ; ; 8/5; 8/5; 8/5; ; 1; ; 
Draw; 12/5; 11/5; 43/20; ; 12/5; 43/20; 12/5; 11/5; 12/5; 23/10; 21/10; 11/5; 47/20; ; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; ; ; 40/17; 12/5; 40/17; ; 8/5; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-14 06:21:12 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 8/5; 8/5; ; 13/8; 6/4; 13/8; 6/4; 13/8; 13/8; 31/20; 13/8; 8/5; ; 13/8; 8/5; 17/11; 8/5; 8/5; 17/11; ; ; 8/5; 8/5; 8/5; ; 20/21; ; 
Cheltenham; 8/5; 8/5; 33/20; ; 17/10; 31/20; 17/10; 6/4; 13/8; 13/8; 33/20; 7/4; 13/8; ; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; ; ; 8/5; 8/5; 8/5; ; 1; ; 
Draw; 12/5; 11/5; 43/20; ; 12/5; 43/20; 12/5; 11/5; 12/5; 23/10; 21/10; 11/5; 47/20; ; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; ; ; 40/17; 12/5; 40/17; ; 8/5; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-14 10:21:52 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 8/5; 8/5; 6/4; ; 6/4; 13/8; 6/4; 13/8; 13/8; 31/20; 13/8; 8/5; ; 13/8; 8/5; 17/11; 8/5; 8/5; 17/11; ; ; 8/5; 8/5; 8/5; ; 20/21; ; 
Cheltenham; 8/5; 8/5; 33/20; 6/4; ; 31/20; 17/10; 6/4; 13/8; 13/8; 33/20; 7/4; 13/8; ; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; ; ; 8/5; 8/5; 8/5; ; 1; ; 
Draw; 12/5; 11/5; 43/20; 23/10; ; 43/20; 12/5; 11/5; 12/5; 23/10; 21/10; 11/5; 47/20; ; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; ; ; 40/17; 12/5; 40/17; ; 8/5; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-14 14:24:30 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 13/8; 8/5; 6/4; ; 29/20; 8/5; 6/4; 13/8; 8/5; 31/20; 13/8; 8/5; ; 13/8; 8/5; 17/11; 8/5; 8/5; 17/11; ; 10/7; 8/5; 8/5; 8/5; ; 20/21; ; 
Cheltenham; 8/5; 17/10; 33/20; 6/4; ; 31/20; 17/10; 6/4; 13/8; 17/10; 33/20; 7/4; 33/20; ; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; 19/12; 8/5; 8/5; 8/5; ; 1; ; 
Draw; 12/5; 11/5; 43/20; 23/10; ; 9/4; 12/5; 11/5; 12/5; 23/10; 21/10; 11/5; 23/10; ; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; ; 40/17; 40/17; 12/5; 40/17; ; 8/5; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-14 18:21:21 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 13/8; 8/5; 6/4; 13/8; 29/20; 8/5; 6/4; 13/8; 8/5; 31/20; 13/8; 8/5; ; 13/8; 8/5; 17/11; 8/5; 8/5; 17/11; 173/100; 10/7; 8/5; 8/5; 8/5; ; 20/21; ; 
Cheltenham; 8/5; 17/10; 33/20; 6/4; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 33/20; 7/4; 33/20; ; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; 87/50; 19/12; 8/5; 8/5; 8/5; ; 1; ; 
Draw; 12/5; 11/5; 43/20; 23/10; 12/5; 9/4; 12/5; 11/5; 12/5; 23/10; 21/10; 11/5; 23/10; ; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 40/17; 40/17; 12/5; 40/17; ; 8/5; ; 
META; english/league-2/cheltenham-v-cambridge; 2017-03-14 22:21:23 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Cambridge; 8/5; 13/8; 8/5; 6/4; 13/8; 29/20; 8/5; 6/4; 13/8; 8/5; 31/20; 13/8; 8/5; ; 13/8; 8/5; 17/11; 8/5; 8/5; 17/11; 173/100; 10/7; 8/5; 8/5; 8/5; ; 20/21; ; 
Cheltenham; 8/5; 17/10; 33/20; 6/4; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 33/20; 7/4; 33/20; ; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; 87/50; 19/12; 8/5; 8/5; 8/5; ; 1; ; 
