META; spain/la-liga-primera/malaga-v-eibar; 2017-07-31 12:00:05 GMT+3; 2017-08-20 16:00; e70300-dr003
Malaga; 21/20; 21/20; 23/20; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 1; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 57/50; 30/29; 21/20; 23/20; ; 21/20; ; 1/50; ; 10/9
Draw; 23/10; 9/4; 11/5; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 47/20; 12/5; 5/2; 23/10; 23/10; 12/5; 9/4; 49/20; 40/17; 12/5; 5/2; ; 23/10; ; 9/5; ; 23/10
Eibar; 13/5; 14/5; 13/5; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 13/5; 11/4; 53/20; 11/4; 13/5; 13/5; 14/5; 13/5; 5/2; 72/25; 27/11; 13/5; 12/5; ; 13/5; ; 1/50; ; 11/4
META; spain/la-liga-primera/malaga-v-eibar; 2017-08-15 20:17:53 GMT+3; 2017-08-21 21:00; e70300-dr003
Malaga; 6/5; 6/5; 6/5; 11/10; 6/5; 5/4; 6/5; 11/10; 5/4; ; 23/20; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 5/4; 6/5; 5/4; 22/19; 5/4; 6/5; ; 21/20; ; 11/10; 10/9; 6/5
Draw; 9/4; 23/10; 11/5; 9/4; 12/5; 12/5; 12/5; 23/10; 23/10; ; 2; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 40/17; 23/10; 5/2; ; 23/10; ; 21/10; 11/5; 23/10
Eibar; 23/10; 23/10; 49/20; 13/5; 12/5; 12/5; 23/10; 12/5; 23/10; ; 9/4; 23/10; 47/20; 5/2; 12/5; 12/5; 9/4; 23/10; 9/4; 131/50; 27/11; 23/10; 11/5; ; 13/5; ; 9/4; 12/5; 5/2
META; spain/la-liga-primera/malaga-v-eibar; 2017-08-16 20:04:51 GMT+3; 2017-08-21 21:00; e70300-dr003
Malaga; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 5/4; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 6/5; 5/4; 6/5; 5/4; 22/19; 5/4; 6/5; ; 21/20; ; 23/20; 23/20; 13/10
Draw; 9/4; 23/10; 11/5; 11/5; 23/10; 12/5; 23/10; 23/10; 23/10; 21/10; 2; 9/4; 23/10; ; 23/10; 11/5; 9/4; 23/10; 11/5; 12/5; 40/17; 23/10; 5/2; ; 23/10; ; 21/10; 11/5; 23/10
Eibar; 23/10; 23/10; 49/20; 23/10; 12/5; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 47/20; 12/5; 12/5; 23/10; 9/4; 23/10; 11/5; 131/50; 27/11; 23/10; 11/5; ; 13/5; ; 23/10; 23/10; 12/5
