META; spain/la-liga-primera/valencia-v-getafe; 2018-04-10 08:16:46 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 1/2; 1/2; 1/2; 7/15; 4/9; 10/21; 1/2; 8/15; 8/15; 1/2; 7/15; 18/35; 10/21; 1/2; 10/21; 4/11
Draw; 16/5; 71/20; 16/5; 16/5; 3; 13/4; 3; 31/10; 100/30; 16/5; 58/19; 16/5; 16/5; 16/5; 31/10; 23/10
Getafe; 11/2; 34/5; 6; 11/2; 23/4; 11/2; 11/2; 5; 28/5; 9/2; 23/4; 6; 96/17; 24/5; ; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-11 12:54:27 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 1/2; 1/2; 1/2; 7/15; 4/9; 10/21; 9/20; 1/2; 8/15; 8/15; 1/2; 7/15; 18/35; 10/21; 1/2; 7/15; 4/11
Draw; 16/5; 71/20; 16/5; 16/5; 3; 13/4; 16/5; 3; 31/10; 100/30; 16/5; 31/10; 16/5; 16/5; 16/5; 31/10; 12/5
Getafe; 11/2; 34/5; 6; 11/2; 23/4; 6; 11/2; 11/2; 5; 57/10; 9/2; 23/4; 6; 23/4; 23/5; ; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-11 20:18:23 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 1/2; 1/2; 1/2; 7/15; 4/9; 10/21; 9/20; 1/2; 8/15; 8/15; 1/2; 7/15; 18/35; 10/21; 1/2; 10/21; 4/11
Draw; 16/5; 71/20; 16/5; 16/5; 3; 13/4; 16/5; 3; 31/10; 100/0; 16/5; 58/19; 16/5; 16/5; 16/5; 31/10; 14/5
Getafe; 11/2; 34/5; 6; 11/2; 23/4; 6; 11/2; 11/2; 5; 28/5; 9/2; 23/4; 6; 96/17; 23/5; ; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-12 10:45:41 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 1/2; 1/2; 1/2; 7/15; 4/9; 10/21; 9/20; 1/2; 8/15; 8/15; 1/2; 17/35; 18/35; 10/21; 1/2; 17/35; 2/5; 4/9
Draw; 16/5; 71/20; 16/5; 16/5; 3; 13/4; 16/5; 3; 31/10; 100/0; 16/5; 31/10; 16/5; 16/5; 16/5; 41/13; 23/10; 10/3
Getafe; 11/2; 34/5; 6; 11/2; 23/4; 6; 11/2; 11/2; 5; 57/10; 9/2; 23/4; 6; 29/5; 23/5; 32/5; ; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-13 08:16:38 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 1/2; 1/2; 1/2; 7/15; 4/9; 10/21; 9/20; 1/2; 8/15; 8/15; 1/2; 18/35; 10/21; 1/2; 17/35; 1/20; 1/2
Draw; 16/5; 71/20; 16/5; 16/5; 3; 13/4; 16/5; 3; 31/10; 100/30; 16/5; 16/5; 16/5; 16/5; 41/13; 23/10; 3
Getafe; 11/2; 34/5; 6; 11/2; 23/4; 6; 11/2; 11/2; 5; 57/10; 9/2; 23/4; 6; 29/5; 9/2; 24/5; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-13 16:17:01 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 1/2; 1/2; 1/2; 1/2; 1/2; 7/15; 4/9; 10/21; 1/2; 9/20; 1/2; 8/15; 8/15; 1/2; 5/9; 18/35; 10/21; 1/2; 5/9; 4/9; 4/9
Draw; 16/5; 3; 16/5; 71/20; 16/5; 16/5; 3; 13/4; 3; 16/5; 3; 31/10; 100/0; 16/5; 56/19; 16/5; 16/5; 16/5; 3; 10/3; 
Getafe; 11/2; 11/2; 11/2; 34/5; 6; 11/2; 23/4; 11/2; 6; 11/2; 11/2; 5; 94/19; 9/2; 23/4; 6; 28/5; 32/5; ; ; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-14 12:19:06 GMT+3; 2018-04-17 15:00; e70300-dr003
Valencia; 1/2; 8/15; 1/2; 1/2; 1/2; 40/85; 7/15; 4/9; 10/21; 1/2; 9/20; 1/2; 8/15; 8/15; 1/2; 8/15; 1/2; 18/35; 10/21; 1/2; 5/9; 4/9; 4/9
Draw; 3; 3; 16/5; 71/20; 10/3; 16/5; 16/5; 13/4; 3; 16/5; 3; 31/10; 100/0; 3; 58/19; 16/5; 16/5; 16/5; 16/5; 58/19; 3; 10/3; 
Getafe; 6; 11/2; 11/2; 11/2; 34/5; 6; 11/2; 23/4; 11/2; 6; 11/2; 11/2; 5; 53/10; 5; 9/2; 23/4; 6; 53/10; 28/5; 32/5; ; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-16 20:38:21 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 9/20; 1/2; 1/2; 1/2; 13/25; 1/2; 7/15; 4/9; 1/2; 1/2; 9/20; 1/2; 40/85; 1/2; 1/2; 17/35; 1/2; 11/21; 17/35; 1/2; 17/35; 1/2; 4/9; 4/9; 8/15; 1/2
Draw; 3; 16/5; 3; 67/20; 10/3; 3; 16/5; 3; 16/5; 3; 16/5; 16/5; 3; 58/19; 16/5; 16/5; 31/10; 16/5; 31/10; 3; 13/5; 3; ; ; ; 
Getafe; 7; 11/2; 6; 34/5; 6; 11/2; 13/2; 6; 6; 13/2; 6; 25/4; 5; 29/5; 6; 25/4; 13/2; 28/5; 29/5; 33/5; 33/5; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-17 20:40:34 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 9/20; 1/2; 1/2; 1/2; 8/15; 40/85; 1/2; 4/9; 1/2; 1/2; 9/20; 1/2; 1/2; 40/85; 1/2; 1/2; 17/35; 10/21; 1/2; 17/35; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2
Draw; 16/5; 3; 3; 17/5; 17/5; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 16/5; 100/0; 16/5; 41/13; 31/10; 33/10; 31/10; 10/3; 41/13; 10/3; 3; 13/5; 3; ; 
Getafe; 13/2; 6; 6; 32/5; 13/2; 6; 13/2; 6; 6; 13/2; 11/2; 6; 13/2; 61/10; 6; 113/9; 11/2; 33/5; 26/5; 33/5; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-getafe; 2018-04-18 15:21:02 GMT+3; 2018-04-18 18:30; e70300-dr003
Valencia; 8/15; 8/13; 6/10; 4/7; 16/25; 4/7; 3/5; 8/15; 4/7; 6/10; 4/7; 8/13; 6/10; 6/10; 8/13; 8/13; 4/7; 8/15; 11/18; 5/9; 3/5; 10/17; 8/13; 4/7; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 14/5; 14/5; 61/20; 31/10; 29/10; 3; 31/10; 29/10; 3; 14/5; 3; 3; 14/5; 3; 31/10; 31/10; 3; 16/5; 58/19; 3; 14/5; 3; 3; ; 
Getafe; 11/2; 9/2; 19/4; 5; 53/10; 5; 19/4; 5; 51/10; 19/4; 5; 9/2; 9/2; 11/2; 9/2; 5; 94/19; 11/2; 47/10; 51/10; 5; 5; 26/5; 27/5; 27/5; 27/5; 
