META; spain/la-liga-primera/girona-v-eibar; 2018-04-25 08:15:29 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 1; 19/20; 10/11; 11/10; 11/10; 1/12
Draw; 5/2; 11/5; 11/5; 23/10; 23/10; 19/10
Eibar; 67/20; 13/5; 13/5; 28/11; 28/11; 1/8
META; spain/la-liga-primera/girona-v-eibar; 2018-04-25 12:16:05 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 1; 19/20; 10/11; 11/10; 11/10; 21/20; 11/10; 1/12
Draw; 5/2; 11/5; 11/5; 23/10; 11/5; 23/10; 23/10; 19/10
Eibar; 67/20; 5/2; 5/2; 28/11; 13/5; 14/5; 28/11; 1/6
META; spain/la-liga-primera/girona-v-eibar; 2018-04-26 12:16:04 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 1; 21/20; 10/11; 11/10; 11/10; 21/20; 11/10; 1/20
Draw; 61/25; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; 19/10
Eibar; 69/20; 29/10; 13/5; 28/11; 13/5; 14/5; 28/11; 4/11
META; spain/la-liga-primera/girona-v-eibar; 2018-04-27 08:15:06 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 1; 21/20; 10/11; 11/10; 11/10; 21/20; 11/10; 4/7
Draw; 61/25; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; 19/10
Eibar; 69/20; 29/10; 13/5; 28/11; 13/5; 14/5; 28/11; 6/4
META; spain/la-liga-primera/girona-v-eibar; 2018-04-28 12:18:17 GMT+3; 2018-05-06 16:00; e70300-dr003
Girona; 1; 1; 10/11; 1; 1; 1; 1; 1; 4/6; ; ; ; ; ; 
Draw; 23/10; 61/25; 12/5; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 40/17; 23/10; 23/10; 23/10; 19/10
Eibar; 14/5; 69/20; 3; 11/4; 37/13; 3; 11/4; 29/10; 3; 14/5; 28/11; 37/13; 3; 37/13; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-04-30 14:33:54 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 19/20; 11/10; 11/10; 113/00; 21/20; 21/20; 10/11; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 1; 21/20; 21/20; 5/6; 20/21; 21/20; 11/10; 
Draw; 23/10; 11/5; 9/4; 123/0; 23/10; 9/4; 11/5; 40/17; 23/10; 9/4; 5/2; 11/5; 12/5; 9/4; 40/17; 9/4; 40/17; 23/10; 23/10; 40/17; 9/4; 2; 23/10; 11/5
Eibar; 3; 11/4; 13/5; 29/10; 29/10; 11/4; 13/5; 3; 11/4; 11/4; 11/4; 11/4; 14/5; 11/4; 14/5; 29/10; 56/19; 29/10; 14/5; 2; 21/10; 14/5; 5/2; 
META; spain/la-liga-primera/girona-v-eibar; 2018-05-01 12:13:59 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 1; 11/10; 1; 11/10; 11/10; 21/20; 1; 21/20; 1; 1; 21/20; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 10/11; 5/6; 1; 21/20; ; ; 
Draw; 23/10; 11/5; 21/10; 9/4; 123/0; 23/10; 9/4; 9/4; 23/10; 21/10; 23/10; 23/10; 5/2; 11/5; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 40/17; 19/10; 7/4; 23/10; 11/5
Eibar; 14/5; 11/4; 14/5; 13/5; 3; 29/10; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 11/4; 3; 14/5; 14/5; 37/13; 14/5; 29/10; 37/13; 29/10; 29/10; 11/4; 21/10; 14/5; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-02 11:04:53 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 21/20; 21/20; 21/20; 11/10; 111/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 21/20; 21/20; 20/21; 21/20; 21/20
Draw; 23/10; 9/4; 21/10; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 11/5; 5/2; 43/20; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; 23/10; 23/10
Eibar; 13/5; 14/5; 14/5; 13/5; 61/20; 29/10; 11/4; 11/4; 29/10; 29/10; 11/4; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 29/10; 37/13; 29/10; 14/5; 14/5; 11/4; 27/10; 14/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-03 12:40:58 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 11/10; 1; 17/16; 1; 21/20; 11/10; 21/20; 1; 20/21; 10/9; 11/10
Draw; 23/10; 9/4; 21/10; 9/4; 12/5; 11/5; 9/4; 40/17; 11/5; 9/4; 11/5; 43/20; 23/10; 11/5; 23/10; 9/4; 40/17; 23/10; 23/10; 40/17; 11/5; 9/4; 23/10; 
Eibar; 11/4; 14/5; 14/5; 13/5; 29/10; 11/4; 11/4; 3; 14/5; 11/4; 11/4; 14/5; 14/5; 11/4; 13/5; 14/5; 29/10; 56/19; 14/5; 45/17; 14/5; 13/5; 13/5; 
META; spain/la-liga-primera/girona-v-eibar; 2018-05-05 12:15:09 GMT+3; 2018-05-05 12:00; e70300-dr003
Girona; 21/20; 1; 21/20; 1; 27/25; 1; 21/20; 10/11; 42/41; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 1; 12/11; 1; 11/10; 21/20; 21/20; 1; 21/20; 11/10; 11/10
Draw; 23/10; 23/10; 9/4; 23/10; 62/25; 5/2; 23/10; 12/5; 12/5; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 40/17; 12/5; 23/10; 12/5; 12/5; 12/5
Eibar; 14/5; 14/5; 14/5; 14/5; 61/20; 29/10; 11/4; 11/4; 3; 14/5; 11/4; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 3; 27/10; 29/10; 29/10; 37/13; 14/5; 14/5; 14/5; 3; 
