META; spain/la-liga-primera/eibar-v-villarreal; 2018-02-19 16:18:37 GMT+2; 2018-02-28 20:30; e70300-dr003
Eibar; 5/4; ; ; ; 33/25; 5/4; 5/4; 6/5; ; ; ; 13/10; ; 27/20; 13/10; 6/5; 13/10; 5/4; 5/4; ; 13/10; 5/4; 5/4; 13/10; ; 23/20; ; 
Draw; 9/4; ; ; ; 58/25; 12/5; 11/5; 21/10; ; ; ; 9/4; ; 9/4; 23/10; 21/10; 11/5; 23/10; 12/5; ; 23/10; 12/5; 23/10; 9/4; ; 11/5; ; 
Villarreal; 11/5; ; ; ; 127/50; 12/5; 21/10; 21/10; ; ; ; 11/5; ; 43/20; 11/5; 21/10; 2; 21/10; 31/16; ; 9/4; 11/5; 11/5; 39/19; ; 11/5; ; 
META; spain/la-liga-primera/eibar-v-villarreal; 2018-02-20 12:17:32 GMT+2; 2018-02-28 20:30; e70300-dr003
Eibar; 11/10; 11/10; ; ; 59/50; 6/5; 11/10; 11/10; 5/4; ; ; 23/20; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 5/4; 11/10; 23/20; 11/10; 11/10; ; 10/9; ; 
Draw; 23/10; 12/5; ; ; 62/25; 23/10; 9/4; 21/10; 9/4; ; ; 11/5; ; 47/20; 12/5; 21/10; 9/4; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; 9/4; ; 21/10; ; 
Villarreal; 5/2; 12/5; ; ; 68/25; 5/2; 12/5; 23/10; 9/4; ; ; 5/2; ; 49/20; 13/5; 23/10; 27/11; 9/4; 11/5; 9/4; 13/5; 12/5; 51/20; 5/2; ; 23/10; ; 
META; spain/la-liga-primera/eibar-v-villarreal; 2018-02-24 12:16:51 GMT+2; 2018-02-28 20:30; e70300-dr003
Eibar; 5/4; 5/4; 13/10; 23/20; 33/25; 6/5; 5/4; 11/10; 5/4; 5/4; 5/4; 5/4; ; 27/20; 5/4; 6/5; 5/4; 6/5; 17/14; 5/4; 5/4; 5/4; 6/5; 13/10; ; 23/20; ; 
Villarreal; 23/10; 11/5; 11/5; 12/5; 119/50; 12/5; 21/10; 9/4; 9/4; 11/5; 23/10; 11/5; ; 21/10; 23/10; 21/10; 9/4; 23/10; 79/40; 9/4; 23/10; 11/5; 23/10; 9/4; ; 11/5; ; 
Draw; 11/5; 23/10; 11/5; 23/10; 123/50; 23/10; 9/4; 11/5; 9/4; 11/5; 9/4; 23/10; ; 23/10; 23/10; 21/10; 9/4; 9/4; 27/11; 9/4; 23/10; 12/5; 23/10; 23/10; ; 21/10; ; 
META; spain/la-liga-primera/eibar-v-villarreal; 2018-02-27 18:15:57 GMT+2; 2018-02-28 20:30; e70300-dr003
Eibar; 23/20; 5/4; 15/13; 5/4; 32/25; 6/5; 6/5; 11/10; 6/5; 23/20; 23/20; 23/20; 13/10; 23/20; 6/5; 6/5; 15/13; 15/13; 22/19; 13/11; 6/5; 6/5; 15/13; ; 6/5; 6/5; 5/4
Draw; 23/10; 23/10; 9/4; 23/10; 119/50; 12/5; 9/4; 9/4; 40/17; 23/10; 23/10; 11/5; 12/5; 47/20; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; ; 9/4; 23/10; 23/10
Villarreal; 13/5; 9/4; 12/5; 11/5; 64/25; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 5/2; 2; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; ; 12/5; 5/2; 5/2
