META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-19 16:18:29 GMT+2; 2018-02-28 18:30; e70300-dr003
Getafe; 4/5; ; ; ; 9/10; 20/23; 5/6; 8/11; ; ; ; 20/23; ; 9/10; 10/11; 4/5; 5/6; 11/13; 9/11; ; 5/6; 5/6; 17/20; 13/15; ; 4/7; ; 
Draw; 9/4; ; ; ; 49/20; 12/5; 23/10; 9/4; ; ; ; 23/10; ; 47/20; 5/2; 21/10; 23/10; 12/5; 5/2; ; 5/2; 5/2; 49/20; 23/10; ; ; ; 
Deportivo La Coruna; 4; ; ; ; 4; 15/4; 7/2; 10/3; ; ; ; 7/2; ; 17/5; 16/5; 7/2; 57/17; 13/4; 58/19; ; 7/2; 18/5; 10/3; 57/17; ; ; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-20 12:17:25 GMT+2; 2018-02-28 18:30; e70300-dr003
Getafe; 4/5; 5/6; ; ; 9/10; 20/23; 5/6; 8/11; 4/5; ; ; 20/23; ; ; 10/11; 4/5; 4/5; 11/13; 9/11; 4/5; 5/6; 5/6; 17/20; 5/6; ; 8/11; ; 
Draw; 9/4; 12/5; ; ; 127/ 50; 5/2; 12/5; 23/10; 12/5; ; ; 23/10; ; 12/5; 5/2; 21/10; 23/10; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 2; ; 
Deportivo La Coruna; 4; 7/2; ; ; 77/20; 18/5; 10/3; 10/3; 37/10; ; ; 7/2; ; ; 16/5; 7/2; 7/2; 13/4; 58/19; 37/10; 7/2; 18/5; 10/3; 39/11; ; 3; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-24 12:16:43 GMT+2; 2018-02-28 18:30; e70300-dr003
Getafe; 4/5; 5/6; 11/13; 17/20; 89/100; 17/20; 5/6; 8/11; 4/5; 5/6; 5/6; 20/23; ; 17/20; 10/11; 4/5; 13/15; 11/13; 9/11; 4/5; 5/6; 5/6; 5/6; 13/15; ; 4/7; ; 
Draw; 9/4; 12/5; 12/5; 12/5; 129/50; 5/2; 12/5; 23/10; 12/5; 23/10; 12/5; 9/4; ; 12/5; 5/2; 9/4; 27/11; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 27/11; ; 9/4; ; 
Deportivo La Coruna; 4; 7/2; 17/5; 17/5; 77/20; 18/5; 10/3; 10/3; 15/4; 10/3; 18/5; 7/2; ; ; 16/5; 33/10; 7/2; 13/4; 58/19; 37/10; 7/2; 7/2; 7/2; 18/5; ; 3; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-27 18:15:49 GMT+2; 2018-02-28 18:30; e70300-dr003
Getafe; 10/11; 17/20; 13/15; 17/20; 93/100; 20/23; 20/23; 5/6; 7/8; 10/11; 17/20; 20/23; 5/7; 9/10; 10/11; 17/20; 13/15; 10/11; 11/12; 13/15; 37/40; 9/10; ; ; 5/6; 10/11; 10/11
Draw; 12/5; 5/2; 23/10; 12/5; 51/20; 13/5; 12/5; 5/2; 5/2; 12/5; 12/5; 23/10; 13/5; 49/20; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 49/20; 27/11; ; 12/5; 5/2; 12/5
Deportivo La Coruna; 10/3; 10/3; 13/4; 17/5; 73/20; 17/5; 16/5; 16/5; 17/5; 13/4; 10/3; 10/3; 4; 7/2; 100/30; 10/3; 57/17; 13/4; 16/5; 17/5; 17/5; 10/3; 57/17; ; 10/3; 10/3; 7/2
