META; spain/la-liga-primera/espanyol-v-athletic-bilbao; 2017-12-26 12:45:41 GMT+2; 2018-01-14 17:30; e70300-dr003
Athletic Bilbao; ; ; ; ; 44/25; ; 13/8; 17/10; 17/10; ; ; 13/8; ; ; ; ; 8/5; 28/17; 8/5; ; 17/10; 13/8; ; 33/20; 28/17; ; ; ; 
Espanyol; ; ; ; ; 44/25; ; 8/5; 13/8; 28/17; ; ; 13/8; ; ; ; ; 8/5; 8/5; 8/5; ; 28/17; 13/8; ; 33/20; 28/17; ; ; ; 
Draw; ; ; ; ; 61/25; ; 11/5; 9/4; 11/5; ; ; 23/10; ; ; ; ; 11/5; 28/13; 11/5; ; 11/5; 23/10; ; 23/10; 11/5; ; ; ; 
META; spain/la-liga-primera/espanyol-v-athletic-bilbao; 2017-12-31 12:14:34 GMT+2; 2018-01-14 17:30; e70300-dr003
Athletic Bilbao; 6/4; ; ; ; 44/25; 13/8; 8/5; 13/8; 17/10; ; ; 8/5; ; 13/8; 8/5; ; 8/5; 17/11; 8/5; 52/35; 17/10; 8/5; 8/5; 31/20; 17/11; ; 13/10; ; 
Espanyol; 19/10; ; ; ; 44/25; 9/5; 17/10; 7/4; 28/17; ; ; 9/5; ; 37/20; 7/4; ; 8/5; 7/4; 8/5; 28/17; 28/17; 9/5; 9/5; 37/20; 9/5; ; 7/5; ; 
Draw; 21/10; ; ; ; 61/25; 9/4; 11/5; 11/5; 11/5; ; ; 11/5; ; 43/20; 23/10; ; 11/5; 21/10; 11/5; 23/10; 11/5; 11/5; 9/4; 11/5; 21/10; ; 19/10; ; 
META; spain/la-liga-primera/espanyol-v-athletic-bilbao; 2018-01-07 12:14:42 GMT+2; 2018-01-14 17:30; e70300-dr003
Espanyol; 17/10; 7/4; ; 7/4; 181/100; 17/10; 17/10; 17/10; 28/17; ; 17/10; 17/10; ; 7/4; 7/4; 7/4; 8/5; 28/17; 8/5; 27/17; 28/17; 7/4; 17/10; 17/10; 28/17; ; 17/10; ; 
Athletic Bilbao; 17/10; 17/10; ; 13/8; 46/25; 7/4; 17/10; 17/10; 17/10; ; 7/4; 17/10; ; 7/4; 13/8; 17/10; 28/17; 28/17; 28/17; 17/11; 17/10; 13/8; 17/10; 33/20; 17/10; ; 13/8; ; 
Draw; 21/10; 21/10; ; 11/5; 9/4; 23/10; 21/10; 11/5; 11/5; ; 9/4; 21/10; ; 21/10; 9/4; 11/5; 11/5; 21/10; 11/5; 23/10; 11/5; 85/40; 9/4; 11/5; 21/10; ; 21/10; ; 
META; spain/la-liga-primera/espanyol-v-athletic-bilbao; 2018-01-10 12:20:40 GMT+2; ; e70300-dr003
Espanyol; 31/20; 13/8; 8/5; 8/5; 43/25; 13/8; 8/5; 8/5; 28/17; 8/5; 13/8; 13/8; ; 13/8; 8/5; 8/5; 28/17; 8/5; 28/17; 13/8; 28/17; 13/8; 8/5; 13/8; 28/17; ; 13/8; 7/5; 7/4
Athletic Bilbao; 15/8; 9/5; 28/15; 19/10; 197/100; 19/10; 9/5; 15/8; 24/13; 9/5; 19/10; 15/8; ; 15/8; 19/10; 15/8; 17/10; 24/13; 17/10; 19/10; 24/13; 15/8; 9/5; 19/10; 24/13; ; 9/5; 17/10; 19/10
Draw; 21/10; 2; 2; 2; 111/50; 21/10; 2; 21/10; 21/10; 2; 11/5; 2; ; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 28/13; 21/10; 2; 11/5; 2; 21/10; ; 2; 15/8; 21/10
META; spain/la-liga-primera/espanyol-v-athletic-bilbao; 2018-01-10 13:41:56 GMT+2; 2018-01-14 17:30; e70300-dr003
Espanyol; 31/20; 13/8; 8/5; 8/5; 43/25; 13/8; 8/5; 8/5; 28/17; 8/5; 13/8; 13/8; ; 13/8; 8/5; 8/5; 28/17; 8/5; 28/17; 13/8; 28/17; 13/8; 8/5; 13/8; 28/17; 13/8; 7/5; 7/4
Athletic Bilbao; 15/8; 9/5; 28/15; 19/10; 197/ 100; 19/10; 15/8; 15/8; 24/13; 9/5; 19/10; 15/8; ; 15/8; 19/10; 15/8; 17/10; 24/13; 17/10; 19/10; 24/13; 15/8; 9/5; 19/10; 24/13; 9/5; 17/10; 19/10
Draw; 21/10; 2; 2; 2; 111/ 50; 21/10; 2; 21/10; 21/10; 2; 11/5; 2; ; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 28/13; 21/10; 2; 11/5; 2; 21/10; 2; 15/8; 21/10
