META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-19 16:18:27 GMT+2; 2018-02-28 18:30; e70300-dr003
Athletic Bilbao; 7/5; ; ; ; 27/20; 6/4; 7/5; 11/8; ; ; ; 6/4; ; 31/20; 6/4; 13/10; 16/11; 23/17; 11/8; ; 6/4; 29/20; 29/20; 6/4; ; 7/5; ; 
Valencia; 2; ; ; ; 119/50; 19/10; 15/8; 9/5; ; ; ; 7/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; 32/19; ; 9/5; 9/5; 9/5; 9/5; ; 7/4; ; 
Draw; 11/5; ; ; ; 12/5; 12/5; 9/4; 11/5; ; ; ; 12/5; ; 47/20; 12/5; 21/10; 11/5; 23/10; 5/2; ; 12/5; 5/2; 12/5; 11/5; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-20 12:17:22 GMT+2; 2018-02-28 18:30; e70300-dr003
Athletic Bilbao; 7/5; 7/5; ; ; 161/ 100; 6/4; 7/5; 11/8; 6/4; ; ; 6/4; ; 6/4; 6/4; 11/8; 16/11; 23/17; 11/8; 6/4; 6/4; 7/5; 29/20; 6/4; ; 7/5; ; 
Valencia; 2; 19/10; ; ; 191/ 100; 19/10; 9/5; 9/5; 9/5; ; ; 7/4; ; 37/20; 9/5; 7/4; 7/4; 19/10; 32/19; 9/5; 9/5; 15/8; 9/5; 7/4; ; 7/4; ; 
Draw; 11/5; 12/5; ; ; 123/ 50; 12/5; 9/4; 11/5; 23/10; ; ; 12/5; ; 23/10; 12/5; ; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 9/4; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-24 12:16:40 GMT+2; 2018-02-28 18:30; e70300-dr003
Athletic Bilbao; 7/5; 7/5; 17/11; 6/4; 167/100; ; 6/4; 11/8; 6/4; 31/20; 29/20; 6/4; ; 6/4; 6/4; 7/5; 17/11; 23/17; 11/8; 6/4; 6/4; 29/20; 31/20; 17/11; ; 7/5; ; 
Valencia; 2; 19/10; 17/10; 9/5; 46/25; 9/5; 9/5; 17/10; 9/5; 17/10; 9/5; 7/4; ; 37/20; 9/5; 17/10; 7/4; 19/10; 32/19; 9/5; 7/4; 9/5; 17/10; 9/5; ; 17/10; ; 
Draw; 11/5; 12/5; 23/10; 23/10; 123/50; ; 23/10; 23/10; 23/10; 9/4; 12/5; 12/5; ; 23/10; 12/5; 9/4; 40/17; 23/10; 5/2; 23/10; 23/10; 5/2; 12/5; 40/17; ; 23/10; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-27 18:15:47 GMT+2; 2018-02-28 18:30; e70300-dr003
Athletic Bilbao; 13/8; 8/5; 8/5; 6/4; 7/4; 13/8; 8/5; 6/4; 17/10; 13/8; 8/5; 8/5; 29/20; 33/20; 17/10; 6/4; 28/17; 17/11; 29/18; 28/17; 17/10; 33/20; 28/17; ; 13/8; 17/10; 17/10
Valencia; 9/5; 17/10; 17/10; 9/5; 183/100; 9/5; 17/10; 17/10; 9/5; 17/10; 7/4; 17/10; 17/10; 7/4; 17/10; 7/4; 7/4; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; ; 7/4; 9/5; 7/4
Draw; 11/5; 23/10; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 5/2; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 28/13; 23/10; 23/10; 9/4; ; ; 23/10; 23/10
