META; spain/la-liga-primera/alaves-v-sevilla; 2017-12-26 12:45:39 GMT+2; 2018-01-14 15:15; e70300-dr003
Sevilla; ; ; ; ; 11/10; ; 21/20; 1; 11/10; ; ; 21/20; ; ; ; ; 1; 21/20; 1; ; 11/10; 21/20; ; 1; 21/20; ; ; ; 
Draw; ; ; ; ; 66/25; ; 12/5; 12/5; 12/5; ; ; 5/2; ; ; ; ; 12/5; 40/17; 12/5; ; 12/5; 5/2; ; 5/2; 12/5; ; ; ; 
Alaves; ; ; ; ; 139/ 50; ; 5/2; 13/5; 5/2; ; ; 5/2; ; ; ; ; 5/2; 27/11; 5/2; ; 5/2; 13/5; ; 53/20; 27/11; ; ; ; 
META; spain/la-liga-primera/alaves-v-sevilla; 2017-12-31 12:14:32 GMT+2; 2018-01-14 15:15; e70300-dr003
Sevilla; 23/20; ; ; ; 1; 11/10; 21/20; 1; 11/10; ; ; 11/10; ; 23/20; 21/20; ; 1; 11/10; 1; 12/11; 11/10; 11/10; 23/20; 11/10; 11/10; ; 8/11; ; 
Draw; 12/5; ; ; ; 68/25; 12/5; 12/5; 12/5; 12/5; ; ; 12/5; ; 47/20; 13/5; ; 12/5; 40/17; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 12/5; ; 2; ; 
Alaves; 23/10; ; ; ; 61/20; 13/5; 12/5; 13/5; 5/2; ; ; 12/5; ; 5/2; 5/2; ; 5/2; 40/17; 5/2; 11/5; 5/2; 12/5; 12/5; 49/20; 40/17; ; 7/4; ; 
META; spain/la-liga-primera/alaves-v-sevilla; 2018-01-07 12:14:39 GMT+2; 2018-01-14 15:15; e70300-dr003
Sevilla; 1; 11/10; ; 21/20; 113/100; 21/20; 21/20; 1; 11/10; ; 21/20; 11/10; ; 11/10; 21/20; 11/10; 1; 1; 1; 68/67; 11/10; 21/20; 11/10; 21/20; 21/20; ; 1; ; 
Draw; 5/2; 12/5; ; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; ; 5/2; 9/4; ; 47/20; 12/5; 12/5; 12/5; 40/17; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 40/17; ; 23/10; ; 
Alaves; 13/5; 5/2; ; 13/5; 57/20; 11/4; 5/2; 13/5; 5/2; ; 11/4; 13/5; ; 5/2; 11/4; 13/5; 13/5; 28/11; 13/5; 12/5; 5/2; 13/5; 5/2; 13/5; 28/11; ; 23/10; ; 
META; spain/la-liga-primera/alaves-v-sevilla; 2018-01-10 12:20:38 GMT+2; ; e70300-dr003
Sevilla; 23/20; 6/5; 6/5; 5/4; 32/25; 6/5; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4; ; 6/5; 5/4; 6/5; 11/10; 6/5; 11/10; 17/14; 6/5; 6/5; 5/4; 6/5; 6/5; ; 5/4; 23/20; 5/4
Alaves; 11/5; 9/4; 9/4; 11/5; 62/25; 12/5; 11/5; 23/10; 23/10; 11/5; 23/10; 11/5; ; 11/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; ; 11/5; 2; 12/5
Draw; 5/2; 12/5; 23/10; 23/10; 123/50; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 23/10; ; 47/20; 23/10; 12/5; 12/5; 40/17; 12/5; 5/2; 12/5; 23/10; 12/5; 47/20; 12/5; ; 23/10; 21/10; 12/5
META; spain/la-liga-primera/alaves-v-sevilla; 2018-01-10 13:41:53 GMT+2; 2018-01-14 15:15; e70300-dr003
Sevilla; 23/20; 6/5; 6/5; 5/4; 32/25; 6/5; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4; ; 6/5; 5/4; 6/5; 11/10; 6/5; 11/10; 17/14; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 23/20; 5/4
Alaves; 11/5; 9/4; 9/4; 11/5; 62/25; 12/5; 11/5; 23/10; 23/10; 11/5; 23/10; 11/5; ; 11/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; 11/5; 2; 12/5
Draw; 5/2; 12/5; 23/10; 23/10; 123/ 50; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 23/10; ; 47/20; 23/10; 12/5; 12/5; 40/17; 12/5; 5/2; 12/5; 23/10; 12/5; 47/20; 12/5; 23/10; 21/10; 12/5
