META; spain/la-liga-primera/getafe-v-girona; 2018-04-19 08:16:42 GMT+3; 2018-04-29 11:00; e70300-dr003
Getafe; 27/20; 6/5; 6/5; 1/25
Draw; 23/10; 15/8; 15/8; 9/5
Girona; 62/25; 23/10; 23/10; 1/25
META; spain/la-liga-primera/getafe-v-girona; 2018-04-20 10:26:02 GMT+3; 2018-04-29 11:00; e70300-dr003
Getafe; 27/20; 13/10; 6/5; 1/25
Draw; 23/10; 21/10; 2; 9/5
Girona; 62/25; 12/5; 11/5; 1/25
META; spain/la-liga-primera/getafe-v-girona; 2018-04-21 14:17:50 GMT+3; 2018-04-29 11:00; e70300-dr003
Getafe; 27/20; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 1/20
Draw; 23/10; 21/10; 11/5; 2; 21/10; 2; 21/10; 39/19; 21/10; 21/10; 9/5
Girona; 62/25; 12/5; 2; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 9/4; 1/12
META; spain/la-liga-primera/getafe-v-girona; 2018-04-23 10:15:14 GMT+3; 2018-04-29 11:00; e70300-dr003
Getafe; 1; 19/20; 19/20; 103/00; 1; 10/11; 1; 19/20; 19/20; 20/21; 19/20; 1; 1; 19/20; 28/29; 1; 37/40; 1; 4/6; 10/11; 10/11; ; 
Draw; 11/5; 11/5; 11/5; 63/25; 23/10; 11/5; 21/10; 40/17; 21/10; 9/4; 23/10; 11/5; 23/10; 9/4; 23/10; 21/10; 27/11; 23/10; 23/10; 23/10; 9/5; 23/10; 23/10
Girona; 3; 10/3; 13/4; 16/5; 16/5; 29/10; 3; 16/5; 16/5; 3; 10/3; 3; 16/5; 56/19; 13/4; 31/10; 56/19; 10/3; 56/19; 13/5; 14/5; 14/5; 
META; spain/la-liga-primera/getafe-v-girona; 2018-04-24 08:15:15 GMT+3; 2018-04-29 11:00; e70300-dr003
Getafe; 19/20; 10/11; 19/20; 101/00; 1; 20/21; 10/11; 1; 19/20; 19/20; 20/21; 19/20; 1; 19/20; 1; 19/20; 22/23; 1; 37/40; 1; 20/21; 5/6; 20/21; 
Draw; 11/5; 23/10; 11/5; 62/25; 23/10; 11/5; 21/10; 40/17; 21/10; 9/4; 11/5; 12/5; 11/5; 23/10; 9/4; 9/4; 21/10; 27/11; 23/10; 12/5; 23/10; 19/10; 2; 12/5
Girona; 16/5; 10/3; 13/4; 17/5; 16/5; 3; 3; 16/5; 16/5; 10/3; 16/5; 16/5; 3; 10/3; 56/19; 13/4; 41/13; 56/19; 33/10; 56/19; 14/5; 12/5; 10/3; 
META; spain/la-liga-primera/getafe-v-girona; 2018-04-25 08:15:10 GMT+3; 2018-04-29 11:00; e70300-dr003
