META; spain/la-liga-primera/espanyol-v-real-madrid; 2018-02-19 16:18:22 GMT+2; 2018-02-27 19:00; e70300-dr003
Real Madrid; 4/11; ; ; ; 9/25; 4/11; 1/3; 3/10; 1/3; ; ; 2/5; ; 2/5; 2/5; 1/3; 4/11; 10/29; 6/17; 1/3; 2/5; 4/11; 4/11; 4/11; ; 1/3; ; 
Draw; 15/4; ; ; ; 47/10; 4; 4; 7/2; 17/4; ; ; 15/4; ; 19/5; 15/4; 15/4; 62/17; 4; 4; 21/5; 4; 4; 4; 37/10; ; 7/2; ; 
Espanyol; 7; ; ; ; 43/5; 8; 7; 13/2; 15/2; ; ; 13/2; ; 7; 7; 6; 27/4; 7; 61/10; 15/2; 6; 7; 7; 7; ; 37/5; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2018-02-20 12:17:17 GMT+2; 2018-02-27 19:00; e70300-dr003
Real Madrid; 4/11; 2/5; ; ; 21/50; 4/11; 7/20; 3/10; 3/8; ; 4/11; 4/11; ; 2/5; 2/5; 4/11; 4/11; 10/29; 6/17; 3/8; 2/5; 4/11; 4/11; 4/11; ; 1/3; ; 
Draw; 15/4; 19/5; ; ; 9/2; 4; 4; 7/2; 4; ; 4; 15/4; ; 19/5; 17/4; 15/4; 39/10; 4; 4; 39/10; 4; 21/5; 4; 75/19; ; 7/2; ; 
Espanyol; 7; 13/2; ; ; 67/10; 8; 13/2; 13/2; 6; ; 7; 7; ; 7; 6; 11/2; 25/4; 7; 61/10; 6; 13/2; 13/2; 7; 25/4; ; 37/5; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2018-02-24 12:16:35 GMT+2; 2018-02-27 19:00; e70300-dr003
Real Madrid; 2/5; 4/9; 4/9; 4/9; 11/25; 2/5; 2/5; 4/11; 3/8; 4/9; 2/5; 4/9; ; 4/9; 4/9; 2/5; 3/7; 2/5; 3/7; 3/8; 4/9; 2/5; 21/50; 4/9; ; 4/11; 4/11; 
Draw; 15/4; 18/5; 18/5; 18/5; 21/5; 4; 15/4; 7/2; 4; 7/2; 4; 10/3; ; 18/5; 4; 7/2; 62/17; 4; 19/5; 39/10; 19/5; 4; 15/4; 37/10; ; 7/2; 7/2; 
Espanyol; 6; 11/2; 6; 11/2; 34/5; 13/2; 11/2; 11/2; 6; 6; 6; 6; ; 6; 11/2; 11/2; 6; 11/2; 24/5; 6; 11/2; 6; 6; 6; ; 29/5; 27/5; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2018-02-27 18:15:41 GMT+2; 2018-02-27 19:00; e70300-dr003
Real Madrid; 8/15; 1/2; 8/15; 11/20; 4/7; 11/20; 8/15; 1/2; 4/7; 8/15; 8/15; 11/20; 8/15; 4/7; 11/20; 8/15; 8/15; 6/11; 6/11; 4/7; 4/7; 4/7; 8/15; ; 4/7; 4/7; 4/7
Draw; 10/3; 10/3; 16/5; 3; 71/20; 17/5; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 16/5; 10/3; 100/30; 16/5; 33/10; 13/4; 57/17; 31/10; 10/3; 16/5; 33/10; ; 3; 10/3; 10/3
Espanyol; 5; 5; 24/5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 5; 19/4; 5; 5; 5; 5; 24/5; 21/4; 19/4; 96/19; ; 24/5; 5; 5
