META; spain/la-liga-primera/levante-v-celta-vigo; 2017-12-26 12:45:36 GMT+2; 2018-01-14 11:00; e70300-dr003
Celta Vigo; ; ; ; ; 7/4; ; 8/5; 13/8; 28/17; ; ; 8/5; ; ; ; ; 8/5; 8/5; 8/5; ; 28/17; 13/8; ; 13/8; 8/5; ; ; ; 
Levante; ; ; ; ; 9/5; ; 13/8; 17/10; 17/10; ; ; 13/8; ; ; ; ; 8/5; 28/17; 8/5; ; 17/10; 13/8; ; 33/20; 17/10; ; ; ; 
Draw; ; ; ; ; 12/5; ; 9/4; 9/4; 11/5; ; ; 12/5; ; ; ; ; 11/5; 28/13; 11/5; ; 11/5; 23/10; ; 23/10; 11/5; ; ; ; 
META; spain/la-liga-primera/levante-v-celta-vigo; 2017-12-31 12:14:30 GMT+2; 2018-01-14 11:00; e70300-dr003
Celta Vigo; 11/8; ; ; ; 29/20; 7/5; 11/8; 11/8; 25/19; ; ; 11/8; ; 11/8; 7/5; ; 13/10; 13/10; 13/10; 23/18; 25/19; 13/10; 11/8; 11/8; 23/17; ; 21/20; ; 
Levante; 2; ; ; ; 43/20; 21/10; 15/8; 2; 24/13; ; ; 2; ; 2; 15/8; ; 2; 19/10; 2; 29/16; 24/13; 2; 19/10; 39/20; 37/19; ; 6/4; ; 
Draw; 9/4; ; ; ; 49/20; 23/10; 23/10; 23/10; 28/11; ; ; 23/10; ; 47/20; 5/2; ; 11/5; 23/10; 11/5; 5/2; 28/11; 23/10; 5/2; 47/20; 23/10; ; 2; ; 
META; spain/la-liga-primera/levante-v-celta-vigo; 2018-01-07 12:14:37 GMT+2; 2018-01-14 11:00; e70300-dr003
Celta Vigo; 23/20; 5/4; 5/4; 5/4; 63/50; 13/10; 5/4; 5/4; 25/19; 6/5; 6/5; 5/4; ; 5/4; 5/4; 5/4; 6/5; 6/5; 6/5; 19/16; 25/19; 6/5; 6/5; 6/5; 6/5; ; 5/4; ; 
Levante; 23/10; 2; 21/10; 21/10; 121/50; 9/4; 21/10; 21/10; 24/13; 21/10; 23/10; 21/10; ; 11/5; 11/5; 11/5; 23/10; 28/13; 23/10; 21/11; 24/13; 9/4; 11/5; 11/5; 28/13; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 12/5; 64/25; 12/5; 12/5; 12/5; 28/11; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2; 11/5; 40/17; 11/5; 28/11; 28/11; 12/5; 5/2; 12/5; 40/17; ; 9/4; ; 
META; spain/la-liga-primera/levante-v-celta-vigo; 2018-01-10 12:20:35 GMT+2; ; e70300-dr003
Celta Vigo; 5/4; 5/4; 5/4; 5/4; 33/25; 13/10; 13/10; 5/4; 25/19; 5/4; 13/10; 13/10; ; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 24/19; 13/10; 13/10; 5/4; 5/4; 13/10; ; 5/4; 6/5; 13/10
Levante; 9/4; 21/10; 21/10; 21/10; 47/20; 11/5; 21/10; 21/10; 28/13; 21/10; 9/4; 21/10; ; 43/20; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 85/40; 11/5; 9/4; ; 2; 2; 23/10
Draw; 11/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 23/10; 12/5; 9/4; 12/5; 23/10; ; 47/20; 23/10; 12/5; 11/5; 23/10; 11/5; 5/2; 40/17; 23/10; 5/2; 23/10; 40/17; ; 9/4; 19/10; 12/5
META; spain/la-liga-primera/levante-v-celta-vigo; 2018-01-10 13:41:50 GMT+2; 2018-01-14 11:00; e70300-dr003
Celta Vigo; 5/4; 5/4; 5/4; 5/4; 33/25; 13/10; 13/10; 5/4; 25/19; 13/10; 13/10; 13/10; ; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 24/19; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 6/5; 13/10
Levante; 9/4; 21/10; 21/10; 21/10; 47/20; 11/5; 21/10; 21/10; 28/13; 21/10; 9/4; 21/10; ; 43/20; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 85/40; 11/5; 9/4; 2; 2; 23/10
Draw; 11/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; ; 47/20; 23/10; 23/10; 11/5; 23/10; 11/5; 5/2; 40/17; 23/10; 5/2; 23/10; 40/17; 9/4; 19/10; 12/5
