META; spain/la-liga-primera/getafe-v-malaga; 2017-12-20 12:14:30 GMT+2; 2018-01-12 20:00; e70300-dr003
Getafe; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 21/20; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 5/2; ; ; ; ; ; ; ; ; ; 
Malaga; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 3; ; 63/20; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/getafe-v-malaga; 2017-12-26 12:45:23 GMT+2; 2018-01-12 20:00; e70300-dr003
Getafe; ; ; ; ; 24/25; ; ; ; 9/10; ; ; 10/11; ; ; ; ; 10/11; ; 10/11; ; 9/10; 10/11; ; 10/11; ; ; ; ; 
Draw; ; ; ; ; 64/25; ; ; ; 40/17; ; ; 23/10; ; ; ; ; 23/10; ; 23/10; ; 40/17; 12/5; ; 47/20; ; ; ; ; 
Malaga; ; ; ; ; 69/20; ; ; ; 13/4; ; ; 16/5; ; ; ; ; 3; ; 3; ; 16/5; 3; ; 16/5; ; ; ; ; 
META; spain/la-liga-primera/getafe-v-malaga; 2017-12-31 12:14:17 GMT+2; 2018-01-12 20:00; e70300-dr003
Getafe; 5/6; ; ; ; 9/10; 10/11; 17/20; 5/6; 9/10; ; ; 20/23; ; 9/10; 10/11; 17/20; 10/11; 5/6; 10/11; 7/8; 9/10; 5/6; 20/23; 17/20; 13/15; ; 4/6; ; 
Draw; 12/5; ; ; ; 53/20; 12/5; 12/5; 12/5; 40/17; ; ; 12/5; ; 47/20; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 40/17; 12/5; 12/5; 12/5; 40/17; ; 21/10; ; 
Malaga; 7/2; ; ; ; 73/20; 7/2; 16/5; 10/3; 13/4; ; ; 10/3; ; 17/5; 16/5; 10/3; 3; 33/10; 3; 29/10; 16/5; 7/2; 7/2; 7/2; 57/17; ; 27/10; ; 
META; spain/la-liga-primera/getafe-v-malaga; 2018-01-07 12:14:24 GMT+2; 2018-01-12 20:00; e70300-dr003
Getafe; 4/5; 4/5; ; 5/6; 87/100; 5/6; 4/5; 4/5; 4/5; ; 5/6; 4/5; ; 5/6; 5/6; 5/6; 7/9; 4/5; 7/9; 10/13; 4/5; 4/5; 4/5; 4/5; 4/5; ; 5/6; ; 
Draw; 5/2; 12/5; ; 12/5; 62/25; 12/5; 12/5; 12/5; 5/2; ; 5/2; 12/5; ; 12/5; 12/5; 5/2; 5/2; 40/17; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; ; 9/4; ; 
Malaga; 7/2; 18/5; ; 7/2; 21/5; 4; 7/2; 7/2; 7/2; ; 19/5; 15/4; ; 15/4; 15/4; 15/4; 7/2; 15/4; 7/2; 7/2; 17/5; 19/5; 19/5; 15/4; 19/5; ; 3; ; 
META; spain/la-liga-primera/getafe-v-malaga; 2018-01-10 12:20:22 GMT+2; ; e70300-dr003
Getafe; 7/10; 3/4; 8/11; 3/4; 4/5; 3/4; 8/11; 8/11; 10/13; 8/11; 3/4; 3/4; ; 3/4; 4/5; 8/11; 7/10; 14/19; 7/10; 14/19; 10/13; 8/11; 8/11; 8/11; 14/19; ; 8/11; 8/11; 8/11
Draw; 13/5; 12/5; 12/5; 5/2; 64/25; 5/2; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; ; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 49/20; 5/2; ; 12/5; 21/10; 5/2
Malaga; 4; 17/4; 17/4; 4; 23/5; 4; 4; 4; 41/10; 17/4; 9/2; 4; ; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 41/10; 17/4; 21/5; 17/4; 43/10; ; 4; 7/2; 23/5
META; spain/la-liga-primera/getafe-v-malaga; 2018-01-10 13:41:38 GMT+2; 2018-01-12 20:00; e70300-dr003
Getafe; 7/10; 3/4; 8/11; 3/4; 4/5; 3/4; 8/11; 8/11; 10/13; 8/11; 3/4; 3/4; ; 3/4; 4/5; 8/11; 7/10; 14/19; 7/10; 14/19; 10/13; 8/11; 8/11; 8/11; 14/19; 8/11; 8/11; 8/11
Draw; 13/5; 12/5; 12/5; 5/2; 64/25; 5/2; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; ; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 49/20; 5/2; 12/5; 12/5; 5/2
Malaga; 4; 17/4; 17/4; 4; 23/5; 4; 4; 4; 41/10; 17/4; 9/2; 4; ; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 41/10; 17/4; 21/5; 17/4; 43/10; 4; 7/2; 23/5
