META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-12 10:25:13 GMT+2; 2018-04-01 11:00; e70300-dr003
Alaves; 11/4; 29/10; 3; 72/25; 13/5; 11/4; 13/5; 3; 11/4; 14/5; 14/5; 45/17; 29/10; 27/10; 3; 29/10; 11/4; 27/10; 12/5
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-19 08:15:17 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 11/10; 21/20; 21/20; 119/100; 1; 11/10; 1; 11/10; 11/10; 11/10; 23/20; 21/20; 11/10; 21/20; 1; 28/29; 11/10; 21/20; 11/10; 21/20; 1
Draw; 11/5; 21/10; 21/10; 57/25; 2; 21/10; 2; 11/5; 21/10; 23/10; 21/10; 23/10; 21/10; 21/10; 11/5; 23/10; 11/5; 9/4; 11/5; 28/13; 19/10
Alaves; 13/5; 29/10; 3; 147/50; 13/5; 13/5; 13/5; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 45/17; 29/10; 27/10; 11/4; 29/10; 11/4; 27/10; 5/2
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-20 08:15:55 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 21/20; 21/20; 21/20; 57/50; 19/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 11/10; 5/6
Draw; 11/5; 21/10; 21/10; 57/25; 2; 21/10; 2; 11/5; 11/5; 21/10; 23/10; 43/20; 23/10; 11/5; 21/10; 11/5; 9/4; 11/5; 9/4; 11/5; 28/13; 19/10
Alaves; 11/4; 3; 31/10; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 11/4; 29/10; 14/5; 14/5; 45/17; 29/10; 5/2; 11/4; 3; 29/10; 27/10; 12/5; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-21 14:16:55 GMT+2; 2018-04-01 10:00; e70300-dr003
Espanyol; 21/20; 19/20; 1; 21/20; 107/00; 19/20; 1; 10/11; 1; 1; 21/20; 21/20; 1; 1; 24/23; 1; 1; 9/10; ; ; ; ; 
Draw; 11/5; 21/10; 21/10; 21/10; 117/0; 2; 21/10; 2; 9/4; 21/10; 11/5; 21/10; 43/20; 11/5; 21/10; 28/13; 11/5; 40/17; 9/4; 9/4; 11/5; 28/13; 19/10
Alaves; 11/4; 16/5; 3; 33/10; 29/10; 3; 11/4; 31/10; 3; 3; 3; 29/10; 29/10; 3; 31/10; 31/10; 3; 56/19; 27/10; ; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-22 12:35:52 GMT+2; 2018-04-01 10:00; e70300-dr003
Espanyol; 21/20; 19/20; 1; 21/20; 107/100; 19/20; 1; 10/11; 1; 1; 21/20; 21/20; 1; 1; 24/23; 1; 1; 10/11; 1; ; ; ; ; 
Draw; 11/5; 11/5; 21/10; 21/10; 117/50; 2; 21/10; 2; 9/4; 21/10; 11/5; 21/10; 43/20; 11/5; 21/10; 28/13; 11/5; 40/17; 9/4; 9/4; 11/5; 28/13; 19/10; 9/4
Alaves; 11/4; 10/3; 3; 33/10; 29/10; 3; 11/4; 31/10; 3; 3; 3; 29/10; 29/10; 3; 31/10; 31/10; 16/5; 29/10; 27/10; 3; ; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-23 14:42:32 GMT+2; 2018-04-01 10:00; e70300-dr003
Espanyol; 21/20; 1; 21/20; 27/25; 21/20; 1; 10/11; 1; 1; 21/20; 21/20; 1; 1; 24/23; 1; 1; 20/21; 1; ; ; ; ; ; 
Draw; 11/5; 21/10; 21/10; 21/10; 113/0; 11/5; 21/10; 2; 9/4; 21/10; 11/5; 21/10; 43/20; 11/5; 21/10; 28/13; 11/5; 9/4; 9/4; 9/4; 11/5; 28/13; 2; 11/5
Alaves; 11/4; 16/5; 3; 17/5; 16/5; 3; 11/4; 31/10; 3; 3; 3; 56/19; 29/10; 31/10; 31/10; 31/10; 3; 56/19; 14/5; 10/3; ; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-26 12:16:12 GMT+3; 2018-04-01 11:00; e70300-dr003
Espanyol; 21/20; 19/20; 1; 21/20; 27/25; 21/20; 1; 10/11; 1; 1; 21/20; 21/20; 1; 1; 24/23; 1; 1; 20/21; 1; ; ; ; ; ; 
Draw; 11/5; 21/10; 21/10; 21/10; 57/25; 11/5; 21/10; 2; 9/4; 21/10; 11/5; 21/10; 43/20; 11/5; 21/10; 28/13; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 2; 11/5; 21/10
Alaves; 11/4; 16/5; 3; 67/20; 16/5; 3; 11/4; 31/10; 3; 16/5; 31/10; 3; 58/19; 29/10; 31/10; 31/10; 31/10; 3; 31/10; 3; 10/3; 14/5; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-27 08:15:55 GMT+3; 2018-04-01 11:00; e70300-dr003
Espanyol; 21/20; 1; 21/20; 27/25; 21/20; 1; 10/11; 1; 1; 21/20; 21/20; 1; 1; 42/41; 1; 1; 10/11; 20/21; 1; 21/20; ; ; ; ; ; 
Draw; 11/5; 21/10; 21/10; 21/10; 57/25; 11/5; 21/10; 2; 9/4; 21/10; 11/5; 21/10; 43/20; 11/5; 21/10; 28/13; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 19/10; 21/10; 11/5; 11/5
Alaves; 11/4; 16/5; 16/5; 3; 67/20; 16/5; 3; 11/4; 31/10; 3; 16/5; 31/10; 3; 58/19; 29/10; 16/5; 31/10; 31/10; 3; 58/19; 14/5; 5/2; 10/3; 10/3; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-28 08:16:40 GMT+3; 2018-04-01 11:00; e70300-dr003
Espanyol; 21/20; 1; 21/20; 27/25; 21/20; 1; 10/11; 1; 1; 21/20; 21/20; 21/20; 1; 1; 42/41; 1; 1; 20/21; 1; ; ; ; ; ; ; 
Draw; 11/5; 21/10; 21/10; 21/10; 57/25; 11/5; 21/10; 2; 9/4; 21/10; 11/5; 21/10; 9/4; 43/20; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 2; 11/5; 11/5
Alaves; 11/4; 16/5; 16/5; 3; 67/20; 16/5; 3; 11/4; 31/10; 3; 16/5; 3; 31/10; 3; 41/13; 29/10; 16/5; 31/10; 31/10; 16/5; 41/13; 3; 10/3; 10/3; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-29 08:16:20 GMT+3; 2018-04-01 11:00; e70300-dr003
Espanyol; 21/20; 1; 21/20; 27/25; 21/20; 1; 1; 1; 21/20; 1; 21/20; 1; 1; 42/41; 1; 1; 20/21; 20/21; 1; ; ; ; ; ; ; ; 
Draw; 11/5; 21/10; 21/10; 21/10; 113/50; 11/5; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; 43/20; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 2; 19/10; 11/5; 21/10
Alaves; 11/4; 16/5; 16/5; 3; 17/5; 16/5; 3; 31/10; 16/5; 3; 16/5; 3; 16/5; 3; 41/13; 29/10; 16/5; 31/10; 31/10; 16/5; 41/13; 3; 14/5; 10/3; 3; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-31 12:17:09 GMT+3; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 19/20; 1; 51/50; 1; 20/21; 10/11; 1; 19/20; 19/20; 20/21; 21/20; 1; 19/20; 19/20; 19/20; 1; 39/40; 1; 20/21; 1; 20/21; 1; ; ; ; 
Draw; 11/5; 21/10; 21/10; 21/10; 58/25; 11/5; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10; 9/4; 28/13; 9/4; 11/5; 11/5; 21/10; 21/10; 11/5; 
Alaves; 16/5; 16/5; 13/4; 16/5; 71/20; 7/2; 16/5; 10/3; 57/17; 13/4; 10/3; 7/2; 3; 10/3; 100/30; 10/3; 33/10; 31/10; 13/4; 33/10; 7/2; 10/3; 57/17; 3; 10/3; 7/2; 7/2
