META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-12 10:25:13 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 27/25; 1; 21/20; 21/20; 21/20; 1; 21/20
Draw; 23/10; 58/25; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10
Alaves; 11/4; 33/10; 11/4; 13/5; 11/4; 29/10; 57/20; 13/5
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-12 20:17:13 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 27/25; 1; 21/20; 1; 21/20; 28/29; 1; ; ; ; 
Draw; 23/10; 9/4; 21/10; 58/25; 11/5; 43/20; 23/10; 11/5; 11/5; 23/10; 23/10; 9/4; 9/4
Alaves; 11/4; 3; 33/10; 29/10; 29/10; 3; 37/13; 11/4; 27/10; 3; 37/13; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-13 12:19:50 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 27/25; 1; 21/20; 1; 21/20; 28/29; 1; 1; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 58/25; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 9/4
Alaves; 11/4; 3; 33/10; 29/10; 3; 3; 37/13; 11/4; 27/10; 3; 3; 37/13; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-13 20:17:41 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 27/25; 10/11; 1; 10/11; 1; 21/20; 1; 1; 28/29; 1; 1; 5/6; ; ; ; 
Draw; 23/10; 9/4; 21/10; 58/25; 21/10; 11/5; 21/10; 11/5; 43/20; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 19/10
Alaves; 11/4; 3; 33/10; 14/5; 29/10; 11/4; 3; 3; 37/13; 29/10; 27/10; 3; 3; 29/10; 13/5; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-14 20:17:29 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 109/00; 10/11; 1; 10/11; 1; 21/20; 1; 1; 28/29; 1; 1; 5/6; ; ; ; 
Draw; 23/10; 11/5; 21/10; 58/25; 21/10; 11/5; 21/10; 11/5; 43/20; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 19/10
Alaves; 11/4; 3; 13/4; 14/5; 29/10; 11/4; 3; 3; 37/13; 29/10; 27/10; 3; 3; 29/10; 13/5; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-15 13:10:00 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 109/00; 10/11; 1; 10/11; 1; 21/20; 1; 1; 28/29; 1; 1; 5/6; ; ; ; ; 
Draw; 23/10; 11/5; 21/10; 58/25; 21/10; 11/5; 21/10; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 19/10
Alaves; 11/4; 3; 13/4; 14/5; 29/10; 11/4; 3; 16/5; 3; 37/13; 29/10; 27/10; 3; 3; 29/10; 13/5; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-15 20:17:32 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 109/100; 10/11; 1; 10/11; 1; 21/20; 1; 1; 28/29; 1; 1; 5/6; ; ; ; ; 
Draw; 23/10; 11/5; 21/10; 58/25; 21/10; 11/5; 21/10; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 19/10
Alaves; 11/4; 3; 13/4; 14/5; 29/10; 11/4; 3; 16/5; 3; 29/10; 29/10; 27/10; 3; 3; 56/19; 13/5; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-16 10:18:18 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 109/100; 10/11; 1; 10/11; 1; 21/20; 1; 1; 28/29; 1; 5/6; ; ; ; ; ; 
Draw; 23/10; 11/5; 21/10; 58/25; 21/10; 11/5; 21/10; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 9/4; 19/10
Alaves; 11/4; 3; 13/4; 14/5; 29/10; 11/4; 3; 16/5; 3; 27/10; 29/10; 27/10; 3; 3; 11/4; 13/5; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-16 16:21:15 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 109/100; 10/11; 1; 10/11; 1; 21/20; 1; 1; 28/29; 1; 5/6; ; ; ; ; ; 
Draw; 23/10; 11/5; 21/10; 58/25; 21/10; 11/5; 21/10; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 9/4; 19/10
Alaves; 11/4; 3; 13/4; 14/5; 29/10; 11/4; 3; 16/5; 3; 27/10; 29/10; 27/10; 3; 3; 11/4; 13/5; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-17 12:17:29 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 109/100; 10/11; 1; 10/11; 1; 21/20; 1; 1; 28/29; 1; 5/6; ; ; ; ; ; 
Draw; 23/10; 11/5; 21/10; 58/25; 21/10; 11/5; 21/10; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 19/10
Alaves; 11/4; 3; 13/4; 14/5; 29/10; 11/4; 3; 16/5; 3; 29/10; 29/10; 27/10; 3; 3; 56/19; 13/5; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2018-03-18 14:16:58 GMT+2; 2018-04-01 11:00; e70300-dr003
Espanyol; 1; 21/20; 21/20; 6/5; 19/20; 11/10; 10/11; 1; 11/10; 11/10; 21/20; 21/20; 1; 28/29; 1; 21/20; 11/10; 10/11; 
Draw; 23/10; 11/5; 21/10; 23/10; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 23/10; 28/13; 11/5; 23/10; 11/5; 9/4; 11/5; 28/13; 19/10
