META; spain/la-liga-primera/real-sociedad-v-barcelona; 2017-12-26 12:45:44 GMT+2; 2018-01-14 19:45; e70300-dr003
Barcelona; ; ; ; ; 11/20; ; 1/2; 1/2; 1/2; ; ; 1/2; ; ; ; ; 10/21; 17/35; 10/21; ; 1/2; 8/15; ; 1/2; 17/35; ; ; ; 
Draw; ; ; ; ; 43/10; ; 7/2; 7/2; 15/4; ; ; 7/2; ; ; ; ; 7/2; 62/17; 7/2; ; 37/10; 7/2; ; 15/4; 37/10; ; ; ; 
Real Sociedad; ; ; ; ; 9/2; ; 9/2; 9/2; 22/5; ; ; 9/2; ; ; ; ; 9/2; 74/17; 9/2; ; 22/5; 9/2; ; 9/2; 74/17; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-barcelona; 2017-12-31 12:14:37 GMT+2; 2018-01-14 19:45; e70300-dr003
Barcelona; 4/9; ; ; ; 1/2; 1/2; 7/15; 4/9; 1/2; ; ; 4/9; ; 1/2; 8/15; ; 10/21; 5/11; 10/21; 7/15; 1/2; 1/2; 9/20; 9/20; 7/15; ; 1/3; ; 
Draw; 10/3; ; ; ; 43/10; 18/5; 7/2; 7/2; 15/4; ; ; 7/2; ; 18/5; 15/4; ; 7/2; 38/11; 7/2; 15/4; 37/10; 7/2; 19/5; 7/2; 7/2; ; 14/5; ; 
Real Sociedad; 6; ; ; ; 53/10; 5; 5; 5; 22/5; ; ; 5; ; 5; 17/4; ; 9/2; 51/10; 9/2; 21/5; 22/5; 21/4; 11/2; 11/2; 96/19; ; 7/2; ; 
META; spain/la-liga-primera/real-sociedad-v-barcelona; 2018-01-07 12:14:45 GMT+2; 2018-01-14 19:45; e70300-dr003
Barcelona; 1/2; 1/2; ; 1/2; 51/100; 40/85; 7/15; 4/9; 1/2; ; 1/2; 4/9; ; 1/2; 9/20; 1/2; 4/9; 5/11; 4/9; 7/15; 1/2; 1/2; 9/20; 9/20; 7/15; ; 4/9; ; 
Draw; 10/3; 18/5; ; 15/4; 77/20; 4; 7/2; 7/2; 15/4; ; 19/5; 7/2; ; 18/5; 15/4; 15/4; 15/4; 39/11; 15/4; 15/4; 37/10; 19/5; 19/5; 15/4; 18/5; ; ; ; 
Real Sociedad; 5; 19/4; ; 9/2; 29/5; 11/2; 19/4; 5; 22/5; ; 11/2; 11/2; ; 5; 11/2; 5; 5; 63/13; 5; 21/5; 22/5; 19/4; 21/4; 21/4; 49/10; ; 24/5; ; 
META; spain/la-liga-primera/real-sociedad-v-barcelona; 2018-01-10 12:20:43 GMT+2; ; e70300-dr003
Barcelona; 2/5; 4/9; 4/9; 4/9; 12/25; 4/9; 4/9; 2/5; 3/7; 4/9; 4/9; 4/9; ; 40/85; 9/20; 4/9; 2/5; 5/12; 2/5; 4/9; 3/7; 4/9; 4/9; 21/50; 3/7; ; 2/5; 2/5; 4/9
Draw; 15/4; 19/5; 18/5; 4; 4; 4; 15/4; 7/2; 37/10; 18/5; 4; 15/4; ; 37/10; 15/4; 15/4; 4; 50/13; 4; 21/5; 37/10; 19/5; 4; 15/4; 39/10; ; 7/2; 10/3; 7/2
Real Sociedad; 6; 5; 11/2; 5; 31/5; 6; 11/2; 6; 23/4; 11/2; 6; 11/2; ; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 23/4; 11/2; 11/2; 6; 6; ; 28/5; 23/5; 31/5
META; spain/la-liga-primera/real-sociedad-v-barcelona; 2018-01-10 13:41:58 GMT+2; 2018-01-14 19:45; e70300-dr003
Barcelona; 2/5; 4/9; 4/9; 4/9; 12/25; 2/5; 4/9; 2/5; 3/7; 4/9; 4/9; 4/9; ; 40/85; 9/20; 4/9; 2/5; 5/12; 2/5; 4/9; 3/7; 4/9; 4/9; 21/50; 5/12; 2/5; 2/5; 4/9
Draw; 15/4; 19/5; 18/5; 4; 4; 4; 15/4; 7/2; 37/10; 18/5; 4; 15/4; ; 37/10; 15/4; 15/4; 4; 39/10; 4; 21/5; 37/10; 19/5; 4; 15/4; 75/19; 7/2; 10/3; 7/2
Real Sociedad; 6; 5; 11/2; 5; 31/5; 6; 11/2; 6; 23/4; 11/2; 6; 11/2; ; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 23/4; 11/2; 11/2; 6; 6; 28/5; 23/5; 31/5
