META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-12 10:25:19 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 13/10; 139/00; 13/10; 13/10; 6/5; 11/8; 27/20; 13/10
Real Sociedad; 2; 58/25; 19/10; 37/19; 11/5; 2; 37/19; 
Draw; 12/5; 119/0; 12/5; 9/4; 23/10; 12/5; 12/5; 23/10
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-12 20:17:20 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 5/4; 13/10; 11/8; 141/00; 13/10; 27/20; 13/10; 13/10; 6/5; 5/4; 13/10; 13/10; 13/10
Real Sociedad; 21/10; 2; 19/10; 54/25; 19/10; 2; 21/10; 37/19; 11/5; 11/6; 2; 37/19; 
Draw; 12/5; 12/5; 12/5; 63/25; 12/5; 12/5; 12/5; 23/10; 23/10; 28/11; 5/2; 12/5; 23/10
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-13 12:19:57 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 5/4; 13/10; 11/8; 141/00; 13/10; 23/17; 7/5; 13/10; 13/10; 6/5; 5/4; 23/17; 13/10; 13/10; 13/10
Real Sociedad; 21/10; 2; 19/10; 54/25; 19/10; 2; 39/20; 21/10; 37/19; 11/5; 11/6; 2; 2; 37/19; 
Draw; 12/5; 12/5; 12/5; 63/25; 23/10; 40/17; 47/20; 12/5; 23/10; 23/10; 28/11; 40/17; 5/2; 12/5; 23/10
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-13 20:17:47 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 13/10; 11/8; 149/00; 6/5; 11/8; 6/5; 23/17; 29/20; 7/5; 23/17; 13/10; 5/4; 23/17; 11/8; 11/8; 7/5; 10/9
Real Sociedad; 19/10; 2; 19/10; 41/20; 9/5; 15/8; 9/5; 2; 15/8; 2; 24/13; 37/19; 11/6; 2; 19/10; 19/10; 19/10; 13/8
Draw; 12/5; 12/5; 12/5; 5/2; 11/5; 23/10; 11/5; 40/17; 47/20; 23/10; 9/4; 12/5; 28/11; 40/17; 5/2; 12/5; 23/10; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-14 20:17:36 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 7/5; 11/8; 36/25; 6/5; 11/8; 6/5; 23/17; 29/20; 7/5; 23/17; 13/10; 5/4; 23/17; 11/8; 11/8; 7/5; 10/9
Real Sociedad; 19/10; 19/10; 19/10; 85/40; 9/5; 9/5; 9/5; 2; 15/8; 2; 24/13; 37/19; 11/6; 2; 19/10; 19/10; 19/10; 13/8
Draw; 12/5; 12/5; 12/5; 5/2; 11/5; 23/10; 11/5; 40/17; 47/20; 23/10; 9/4; 12/5; 28/11; 40/17; 5/2; 12/5; 23/10; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-15 13:10:07 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 7/5; 11/8; 36/25; 6/5; 11/8; 6/5; 23/17; 11/8; 29/20; 7/5; 23/17; 13/10; 5/4; 23/17; 11/8; 11/8; 7/5; 10/9
Real Sociedad; 19/10; 19/10; 19/10; 85/40; 9/5; 9/5; 9/5; 2; 15/8; 15/8; 2; 24/13; 37/19; 11/6; 2; 19/10; 19/10; 19/10; 13/8
Draw; 12/5; 12/5; 12/5; 5/2; 11/5; 23/10; 11/5; 40/17; 5/2; 47/20; 23/10; 9/4; 12/5; 28/11; 40/17; 5/2; 12/5; 23/10; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-15 20:17:39 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 7/5; 11/8; 36/25; 6/5; 11/8; 6/5; 23/17; 11/8; 29/20; 7/5; 23/17; 13/10; 5/4; 23/17; 11/8; 11/8; 23/17; 10/9
Real Sociedad; 19/10; 19/10; 19/10; 85/40; 9/5; 9/5; 9/5; 2; 15/8; 15/8; 2; 24/13; 37/19; 11/6; 2; 19/10; 19/10; 19/10; 13/8
Draw; 12/5; 12/5; 12/5; 5/2; 11/5; 23/10; 11/5; 40/17; 5/2; 47/20; 23/10; 23/10; 12/5; 28/11; 40/17; 5/2; 12/5; 23/10; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-16 10:18:24 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 7/5; 11/8; 36/25; 6/5; 11/8; 6/5; 23/17; 11/8; 29/20; 7/5; 7/5; 13/10; 5/4; 23/17; 11/8; 11/8; 16/11; 10/9
Real Sociedad; 19/10; 19/10; 19/10; 85/40; 9/5; 9/5; 9/5; 2; 15/8; 15/8; 2; 24/13; 37/19; 11/6; 2; 19/10; 19/10; 24/13; 13/8
Draw; 12/5; 12/5; 12/5; 5/2; 11/5; 23/10; 11/5; 40/17; 5/2; 47/20; 23/10; 11/5; 12/5; 28/11; 40/17; 5/2; 12/5; 9/4; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-16 16:21:22 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 7/5; 11/8; 36/25; 6/5; 11/8; 6/5; 23/17; 11/8; 29/20; 7/5; 7/5; 13/10; 5/4; 23/17; 11/8; 11/8; 16/11; 10/9
Real Sociedad; 19/10; 19/10; 19/10; 85/40; 9/5; 9/5; 9/5; 2; 15/8; 15/8; 2; 24/13; 37/19; 11/6; 2; 19/10; 19/10; 24/13; 13/8
Draw; 12/5; 12/5; 12/5; 5/2; 11/5; 23/10; 11/5; 40/17; 5/2; 47/20; 23/10; 11/5; 12/5; 28/11; 40/17; 5/2; 12/5; 9/4; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-17 12:17:35 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 7/5; 11/8; 36/25; 6/5; 7/5; 6/5; 23/17; 7/5; 29/20; 7/5; 23/17; 13/10; 13/10; 23/17; 7/5; 23/17; 10/9
Real Sociedad; 19/10; 19/10; 19/10; 85/40; 9/5; 9/5; 9/5; 2; 19/10; 15/8; 2; 24/13; 37/19; 7/4; 2; 15/8; 19/10; 13/8
Draw; 12/5; 12/5; 12/5; 5/2; 11/5; 23/10; 11/5; 40/17; 23/10; 47/20; 23/10; 23/10; 12/5; 28/11; 40/17; 5/2; 23/10; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-18 14:17:04 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 7/5; 11/8; 36/25; 6/5; 7/5; 6/5; 23/17; 7/5; 29/20; 7/5; 23/17; 13/10; 13/10; 23/17; 7/5; 23/17; 23/20
Real Sociedad; 19/10; 19/10; 19/10; 85/40; 9/5; 9/5; 9/5; 2; 19/10; 37/20; 2; 24/13; 37/19; 7/4; 2; 15/8; 19/10; 7/4
Draw; 12/5; 12/5; 12/5; 5/2; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 23/10; 23/10; 12/5; 28/11; 40/17; 5/2; 23/10; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-19 08:15:23 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 6/4; 7/5; 11/8; 77/50; 13/10; 7/5; 13/10; 26/19; 29/20; 6/4; 29/20; 6/4; 7/5; 7/5; 13/10; 13/10; 26/19; 7/5; 6/4; 16/11; 6/5
Real Sociedad; 17/10; 9/5; 19/10; 101/50; 9/5; 9/5; 9/5; 2; 9/5; 15/8; 15/8; 15/8; 15/8; 9/5; 37/19; 7/4; 2; 15/8; 9/5; 24/13; 7/4
Draw; 12/5; 12/5; 12/5; 49/20; 11/5; 23/10; 11/5; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 28/11; 12/5; 5/2; 47/20; 9/4; 21/10
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-20 08:16:00 GMT+2; 2018-04-01 17:30; e70300-dr003
Eibar; 6/4; 7/5; 11/8; 29/20; 13/10; 7/5; 13/10; 26/19; 7/5; 7/5; 6/4; 11/8; 6/4; 7/5; 23/17; 23/17; 23/17; 26/19; 7/5; 7/5; 7/5; 13/10
Real Sociedad; 17/10; 19/10; 19/10; 85/40; 9/5; 15/8; 9/5; 2; 19/10; 19/10; 15/8; 39/20; 15/8; 19/10; 24/13; 24/13; 31/18; 2; 19/10; 19/10; 19/10; 9/5
Draw; 12/5; 12/5; 12/5; 62/25; 11/5; 23/10; 11/5; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 5/2; 12/5; 5/2; 47/20; 23/10; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-21 14:17:01 GMT+2; 2018-04-01 16:30; e70300-dr003
Eibar; 27/20; 11/8; 27/20; 11/8; 73/50; 13/10; 11/8; 13/10; 26/19; 27/20; 11/8; 7/5; 11/8; 6/4; 11/8; 23/17; 23/17; 11/8; 26/19; 11/8; 7/5; 23/17; 6/5
Real Sociedad; 19/10; 19/10; 19/10; 19/10; 85/40; 9/5; 15/8; 9/5; 2; 19/10; 2; 19/10; 39/20; 15/8; 19/10; 19/10; 24/13; 37/19; 2; 19/10; 19/10; 19/10; 17/10
Draw; 12/5; 12/5; 23/10; 12/5; 123/0; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 47/20; 23/10; 2
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-22 12:35:58 GMT+2; 2018-04-01 16:30; e70300-dr003
Eibar; 27/20; 11/8; 11/8; 11/8; 73/50; 13/10; 11/8; 13/10; 26/19; 27/20; 11/8; 7/5; 11/8; 6/4; 11/8; 23/17; 23/17; 11/8; 26/19; 11/8; 7/5; 23/17; 6/5; 7/5
Real Sociedad; 19/10; 19/10; 19/10; 19/10; 21/10; 9/5; 15/8; 9/5; 2; 19/10; 2; 19/10; 39/20; 15/8; 19/10; 19/10; 24/13; 37/19; 2; 19/10; 19/10; 37/19; 17/10; 2
Draw; 12/5; 12/5; 23/10; 12/5; 5/2; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 23/10; 47/20; 23/10; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 47/20; 9/4; 2; 12/5
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-23 14:42:39 GMT+2; 2018-04-01 16:30; e70300-dr003
Eibar; 27/20; 11/8; 27/20; 11/8; 73/50; 13/10; 11/8; 13/10; 26/19; 27/20; 11/8; 7/5; 11/8; 6/4; 11/8; 23/17; 23/17; 11/8; 26/19; 11/8; 11/8; 23/17; 5/4; 7/5
Real Sociedad; 19/10; 19/10; 19/10; 19/10; 21/10; 9/5; 15/8; 9/5; 2; 19/10; 2; 19/10; 39/20; 15/8; 19/10; 19/10; 24/13; 37/19; 2; 19/10; 39/20; 19/10; 7/4; 2
Draw; 12/5; 12/5; 23/10; 12/5; 5/2; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 47/20; 9/4; 21/10; 12/5
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-26 12:16:18 GMT+3; 2018-04-01 17:30; e70300-dr003
Eibar; 27/20; 11/8; 27/20; 11/8; 6/4; 7/5; 7/5; 13/10; 26/19; 27/20; 11/8; 11/8; 7/5; 7/5; 11/8; 23/17; 23/17; 11/8; 26/19; 11/8; 11/8; 7/5; 13/10; 7/5; 7/5
Real Sociedad; 19/10; 19/10; 2; 19/10; 21/10; 19/10; 15/8; 9/5; 2; 19/10; 19/10; 2; 2; 19/10; 37/19; 24/13; 37/19; 2; 19/10; 39/20; 37/19; 9/5; 2; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 121/50; 12/5; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 47/20; 23/10; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 23/10; 23/10; 11/5; 23/10; 12/5
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-27 08:16:01 GMT+3; 2018-04-01 17:30; e70300-dr003
Eibar; 27/20; 7/5; 11/8; 11/8; 6/4; 7/5; 7/5; 13/10; 26/19; 27/20; 11/8; 11/8; 7/5; 7/5; 11/8; 23/17; 23/17; 11/8; 26/19; 11/8; 11/8; 7/5; 6/5; 13/10; 7/5; 7/5
Real Sociedad; 19/10; 19/10; 19/10; 19/10; 52/25; 19/10; 15/8; 9/5; 2; 19/10; 19/10; 2; 39/20; 2; 19/10; 37/19; 24/13; 37/19; 2; 19/10; 39/20; 2; 9/5; 19/10; 2; 
Draw; 12/5; 12/5; 23/10; 12/5; 49/20; 12/5; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 47/20; 23/10; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 23/10; 23/10; 21/10; 19/10; 23/10; 12/5
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-28 08:16:46 GMT+3; 2018-04-01 17:30; e70300-dr003
Eibar; 11/8; 13/10; 27/20; 11/8; 36/25; 7/5; 11/8; 13/10; 26/19; 13/10; 11/8; 11/8; 11/8; 27/20; 7/5; 11/8; 23/17; 23/17; 11/8; 26/19; 13/10; 27/20; 23/17; 13/10; 7/5; 11/8
Real Sociedad; 15/8; 2; 19/10; 19/10; 52/25; 2; 19/10; 15/8; 2; 19/10; 19/10; 2; 2; 19/10; 2; 24/13; 37/19; 2; 39/20; 2; 19/10; 2; ; ; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 51/20; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; 12/5; 5/2; 12/5; 5/2; 47/20; 12/5; 9/4; 12/5; 12/5
META; spain/la-liga-primera/eibar-v-real-sociedad; 2018-03-29 08:16:27 GMT+3; 2018-04-01 17:30; e70300-dr003
l; 11/8; 13/10; 27/20; 11/8; 73/50; 7/5; 11/8; 11/8; 26/19; 27/20; 13/10; 13/10; 7/5; 27/20; 7/5; 13/10; 23/17; 23/17; 11/8; 26/19; 13/10; 27/20; 7/5; 13/10; 5/4; 7/5; 11/8
Real Sociedad; 15/8; 2; 19/10; 19/10; 21/10; 2; 19/10; 15/8; 2; 2; 19/10; 2; 2; 19/10; 2; 24/13; 37/19; 2; 39/20; 39/19; 2; 19/10; 2; 21/10; ; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 23/10; 12/5; 40/17; 12/5; 5/2; 12/5; 5/2; 12/5; 40/17; 9/4; 21/10; 12/5; 12/5
