META; spain/la-liga-primera/celta-vigo-v-real-sociedad; 2017-07-31 11:59:52 GMT+3; 2017-08-20 16:00; e70300-dr003
Celta Vigo; 11/8; 6/4; 8/5; 6/4; 29/20; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 31/20; 29/20; 7/5; 6/4; 16/11; 16/11; 7/5; 7/5; 151/100; 17/12; 7/5; 17/10; ; 6/4; ; 1/25; ; 7/5
Real Sociedad; 2; 9/5; 7/4; 9/5; 2; 19/10; 19/10; 15/8; 19/10; 9/5; 9/5; 9/5; 37/20; 19/10; 9/5; 9/5; 24/13; 19/10; 9/5; 103/50; 19/11; 19/10; 8/5; ; 9/5; ; 1/25; ; 2
Draw; 9/4; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 40/17; 21/10; 21/10; 11/5; 23/10; 12/5; 12/5; 9/4; 11/5; 23/10; 9/4; 49/20; 23/10; 40/17; 5/2; ; 11/5; ; 19/10; ; 23/10
META; spain/la-liga-primera/celta-vigo-v-real-sociedad; 2017-08-15 20:17:36 GMT+3; 2017-08-19 17:45; e70300-dr003
Celta Vigo; 11/8; 7/5; 11/8; 29/20; 7/5; 6/4; 7/5; 7/5; 7/5; ; 7/5; 7/5; 7/5; 7/5; ; 11/8; 7/5; 7/5; 7/5; 71/50; 17/12; 7/5; 11/8; ; 6/4; ; 5/4; 13/10; 7/5
Real Sociedad; 2; 19/10; 2; 19/10; 2; 2; 19/10; 15/8; 2; ; 2; 19/10; 39/20; 2; ; 19/10; 19/10; 2; 2; 54/25; 37/19; 2; 9/5; ; 9/5; ; 19/10; 19/10; 21/10
Draw; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; ; 9/4; 23/10; 23/10; 23/10; ; 9/4; 9/4; 23/10; 23/10; 5/2; 40/17; 23/10; 5/2; ; 11/5; ; 21/10; 21/10; 12/5
META; spain/la-liga-primera/celta-vigo-v-real-sociedad; 2017-08-16 20:04:34 GMT+3; 2017-08-19 17:45; e70300-dr003
Celta Vigo; 11/8; 7/5; 27/20; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; 26/19; 7/5; 29/20; 7/5; ; 11/8; 11/8; 7/5; 7/5; 16/11; 143/100; 17/12; 7/5; 11/8; ; 6/4; ; 11/8; 7/5; 7/5
Real Sociedad; 2; 19/10; 39/20; 19/10; 2; 2; 19/10; 2; 2; 19/10; 2; 2; 39/20; ; 19/10; 19/10; 19/10; 2; 37/19; 54/25; 37/19; 2; 9/5; ; 9/5; ; 19/10; 19/10; 2
Draw; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; ; 5/2; 9/4; 9/4; 23/10; 23/10; 62/25; 40/17; 23/10; 5/2; ; 11/5; ; 23/10; 23/10; 12/5
