META; spain/la-liga-primera/girona-v-atletico-madrid; 2017-07-31 11:59:57 GMT+3; 2017-08-20 16:00; e70300-dr003
Atletico Madrid; 4/11; 4/9; 4/9; 2/5; 2/5; 1/2; 2/5; 4/11; 3/8; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 5/12; 4/11; 7/18; 11/25; 3/7; 3/8; 4/9; ; 2/5; ; 2/15; ; 4/9
Draw; 4; 16/5; 16/5; 7/2; 19/5; 10/3; 18/5; 7/2; 19/5; 3; 3; 10/3; 7/2; 19/5; 10/3; 10/3; 7/2; 7/2; 17/5; 18/5; 13/4; 15/4; 3; ; 10/3; ; 27/10; ; 7/2
Girona; 13/2; 7; 7; 7; 7; 5; 15/2; 7; 13/2; 7; 7; 15/2; 7; 7; 7; 7; 6; 13/2; 13/2; 9; 57/10; 13/2; 8; ; 13/2; ; 10/3; ; 7
META; spain/la-liga-primera/girona-v-atletico-madrid; 2017-08-15 20:17:39 GMT+3; 2017-08-19 19:15; e70300-dr003
Atletico Madrid; 4/11; 4/9; 2/5; 2/5; 2/5; 9/20; 2/5; 2/5; 5/12; ; 2/5; 4/9; 21/50; 2/5; 4/9; 2/5; 5/12; 5/12; 7/18; 23/50; 5/12; 5/12; 1/2; ; 2/5; ; 4/11; 4/11; 4/9
Draw; 4; 16/5; 16/5; 7/2; 18/5; 15/4; 18/5; 7/2; 7/2; ; 3; 16/5; 10/3; 18/5; 10/3; 10/3; 7/2; 10/3; 7/2; 37/10; 17/5; 17/5; 31/10; ; 10/3; ; 3; 3; 10/3
Girona; 13/2; 7; 15/2; 7; 15/2; 13/2; 15/2; 7; 13/2; ; 7; 7; 7; 7; 7; 7; 6; 13/2; 27/4; 15/2; 73/10; 13/2; 6; ; 13/2; ; 32/5; 33/5; 39/5
META; spain/la-liga-primera/girona-v-atletico-madrid; 2017-08-16 20:04:37 GMT+3; 2017-08-19 19:15; e70300-dr003
Atletico Madrid; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 5/12; 4/9; 4/9; 4/9; 21/50; 4/9; 9/20; 2/5; 2/5; 5/12; 3/7; 23/50; 5/11; 5/12; 1/2; ; 2/5; ; 2/5; 2/5; 4/9
Draw; 15/4; 7/2; 31/10; 7/2; 7/2; 15/4; 33/10; 7/2; 7/2; 3; 16/5; 16/5; 10/3; 7/2; 10/3; 7/2; 7/2; 17/5; 38/11; 37/10; 33/10; 17/5; 31/10; ; 10/3; ; 3; 3; 14/5
Girona; 13/2; 7; 7; 7; 7; 7; 7; 13/2; 13/2; 7; 15/2; 13/2; 7; ; 13/2; 13/2; 27/4; 13/2; 27/4; 15/2; 34/5; 13/2; 6; ; 13/2; ; 32/5; 33/5; 7
