META; spain/la-liga-primera/atletico-madrid-v-leganes; 2018-02-19 16:18:35 GMT+2; 2018-02-28 20:30; e70300-dr003
Atletico Madrid; 1/4; ; ; ; 13/50; 1/4; 2/9; 1/5; ; ; ; 1/4; ; 2/7; 2/7; 2/9; 3/11; 5/19; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 2/9; ; 
Draw; 4; ; ; ; 11/2; 4; 17/4; 7/2; ; ; ; 4; ; 4; 17/4; 4; 37/10; 9/2; 4; ; 17/4; 4; 4; 15/4; ; 7/2; ; 
Leganes; 14; ; ; ; 14; 16; 14; 13; ; ; ; 14; ; 14; 12; 12; 47/4; 10; 23/2; ; 14; 18; 18; 47/4; ; 73/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-leganes; 2018-02-20 12:17:30 GMT+2; 2018-02-28 20:30; e70300-dr003
Atletico Madrid; 1/4; 1/4; ; ; 13/50; 1/4; 2/9; 1/5; 3/13; ; ; 1/4; ; 2/7; 2/7; 2/9; 3/13; 5/19; 1/4; 3/13; 1/4; 1/4; 1/4; 3/13; ; 2/9; ; 
Draw; 4; 4; ; ; 5; 4; 17/4; 7/2; 17/4; ; ; 4; ; 4; 17/4; 4; 41/10; 9/2; 4; 21/5; 17/4; 9/2; 4; 41/10; ; 7/2; ; 
Leganes; 14; 14; ; ; 35/2; 16; 16; 13; 14; ; ; 14; ; 15; 12; 12; 29/2; 10; 23/2; 14; 14; 14; 18; 59/4; ; 73/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-leganes; 2018-02-24 12:16:48 GMT+2; 2018-02-28 20:30; e70300-dr003
Atletico Madrid; 1/4; 1/4; 1/4; 1/4; 27/100; 1/4; 2/9; 2/9; 3/13; 1/4; 1/4; 1/4; ; 1/4; 2/7; 2/9; 4/17; 5/19; 1/4; 3/13; 1/4; 2/9; 2/9; 4/17; ; 2/9; ; 
Draw; 4; 17/4; 21/5; 4; 24/5; 4; 17/4; 4; 17/4; 4; 4; 4; ; 4; 17/4; 15/4; 43/10; 9/2; 4; 21/5; 17/4; 9/2; 17/4; 43/10; ; 4; ; 
Leganes; 14; 14; 18; 16; 35/2; 16; 16; 14; 14; 16; 16; 14; ; 15; 12; 13; 67/4; 10; 23/2; 14; 14; 16; 18; 67/4; ; 73/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-leganes; 2018-02-27 18:15:55 GMT+2; 2018-02-28 20:30; e70300-dr003
Atletico Madrid; 2/9; 1/4; 1/4; 1/4; 27/100; 2/9; 2/9; 1/5; 1/4; 1/4; 2/9; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 3/11; 1/4; 1/4; 1/4; 5/19; ; 1/4; 1/4; 1/4
Draw; 17/4; 4; 4; 4; 47/10; 9/2; 17/4; 4; 22/5; 4; 9/2; 15/4; 4; 4; 17/4; 4; 75/19; 9/2; 43/10; 22/5; 9/2; 17/4; 4; ; 9/2; 23/5; 22/5
Leganes; 16; 16; 18; 16; 18; 20; 18; 18; 15; 18; 16; 16; 16; 17; 16; 16; 69/4; 14; 14; 15; 19; 16; 35/2; ; 19; 20; 21
