META; english/fa-cup/arsenal-v-man-city; 2017-03-14 02:24:41 GMT+2; 2017-04-22 18:45; Nothing; Xlenovo
Man City; ; 11/10; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Arsenal; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-14 06:22:11 GMT+2; 2017-04-22 18:45; Nothing; Xlenovo
Man City; 11/10; 11/10; ; 11/10; ; ; 11/10; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; ; ; ; ; 
Arsenal; 12/5; 23/10; ; 9/4; ; ; 12/5; ; ; ; ; ; ; ; ; ; 40/17; ; ; 40/17; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 11/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 27/11; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-14 10:23:05 GMT+2; 2017-04-23 18:45; Nothing; Xlenovo
Man City; 11/10; 11/10; ; 11/10; ; 21/20; 11/10; ; ; ; ; ; 11/10; ; ; ; 11/10; ; ; 11/10; 6/5; ; ; ; ; ; ; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 11/5; 5/2; 23/10; 11/5; 23/10; ; 23/10; ; 23/10; ; 7/4; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 127/50; ; 23/10; ; 23/10; ; 11/5; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-19 22:24:17 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 33/25; ; 5/4; ; 5/4; ; 6/5; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 13/8; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 127/50; ; 23/10; ; 23/10; ; 11/5; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-20 02:24:23 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 33/25; ; 5/4; ; 5/4; ; 10/9; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 57/25; ; 23/10; ; 23/10; ; 9/5; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 51/20; ; 23/10; ; 23/10; ; 11/5; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-20 06:20:56 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 133/100; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 9/4; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 64/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-20 10:21:34 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 133/100; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 9/4; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 64/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-20 14:22:12 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 133/100; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 12/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 9/4; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 64/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-20 18:22:37 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 12/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-20 22:22:14 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; 11/10; ; 11/10; ; ; 6/5; 6/5; ; 5/4; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 4/6; ; 
Arsenal; 23/10; 12/5; ; 9/4; ; 23/10; 11/5; 23/10; ; 9/4; ; ; 9/4; 11/5; ; 12/5; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; 5/2; ; 5/2; ; ; 47/20; 23/10; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-21 02:21:59 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; 11/10; ; 11/10; ; ; 6/5; 6/5; ; 5/4; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 4/6; ; 
Arsenal; 23/10; 12/5; ; 9/4; ; 23/10; 11/5; 23/10; ; 9/4; ; ; 9/4; 11/5; ; 12/5; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; 5/2; ; 5/2; ; ; 47/20; 23/10; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-21 06:21:36 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; 11/10; ; 11/10; ; ; 6/5; 6/5; ; 5/4; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 4/6; ; 
Arsenal; 23/10; 12/5; ; 9/4; ; 23/10; 11/5; 23/10; ; 9/4; ; ; 9/4; 11/5; ; 12/5; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; 5/2; ; 5/2; ; ; 47/20; 23/10; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-21 10:21:34 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; 11/10; ; 11/10; ; ; 6/5; 6/5; ; 5/4; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 4/6; ; 
Arsenal; 23/10; 12/5; ; 9/4; ; 23/10; 11/5; 23/10; ; 9/4; ; ; 9/4; 11/5; ; 12/5; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; 5/2; ; 5/2; ; ; 47/20; 23/10; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-21 14:22:50 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 23/20; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 10/9; ; 
Arsenal; 23/10; 12/5; 12/5; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 9/4; ; 5/2; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-21 18:23:10 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 10/9; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 9/4; ; 5/2; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-21 22:23:06 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 23/20; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 12/5; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 9/4; ; 5/2; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-22 02:23:35 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 23/20; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 12/5; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 9/4; ; 5/2; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-22 06:21:12 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 23/20; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 12/5; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 9/4; ; 5/2; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-22 10:22:11 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 9/4; ; 5/2; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-22 14:22:17 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 67/50; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 9/4; ; 5/2; 9/4; 5/2; 23/10; 9/4; 111/50; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 129/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-22 18:21:49 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-22 22:22:47 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-23 02:22:20 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-23 06:21:42 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-23 10:22:20 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-23 14:24:23 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-23 18:24:54 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 8/13; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-23 22:22:52 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 23/20; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/6; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 12/5; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-24 02:24:18 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/6; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 12/5; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-24 06:21:49 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 23/20; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 21/20; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 12/5; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-24 10:22:35 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 21/20; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 12/5; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-24 14:23:10 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 21/20; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-24 18:26:31 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; ; 13/10; ; 5/4; ; 5/4; ; 21/20; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; ; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; ; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-24 22:24:35 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
Man City; 6/5; 11/10; 11/10; 11/10; ; 21/20; 11/10; 11/10; ; 11/10; ; ; 23/20; 23/20; ; 6/5; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 21/20; ; 
Arsenal; 23/10; 12/5; 49/20; 9/4; ; 23/10; 12/5; 23/10; ; 9/4; ; ; 47/20; 11/5; ; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; ; 19/10; ; 
Draw; 12/5; 5/2; 12/5; 11/5; ; 12/5; 5/2; 5/2; ; 5/2; ; ; 47/20; 12/5; ; 13/5; 9/4; 12/5; 23/10; 9/4; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-25 02:26:21 GMT+2; 2017-04-23 14:00; Nothing; Xlenovo
