META; spain/la-liga-segunda/zaragoza-v-oviedo; 2018-02-19 16:24:00 GMT+2; 2018-02-25 15:00; e70300-dr003
Zaragoza; 6/5; 5/4; ; 6/5; 131/100; ; ; ; 13/10; ; 5/4; 6/5; ; 5/4; 5/4; ; 6/5; 13/10; 16/13; 13/10; 6/5; 5/4; 6/5; 5/4; ; 5/6; ; 
Draw; 21/10; 2; ; 2; 21/10; ; ; ; 2; ; 2; 21/10; ; 2; 21/10; ; 2; 2; 39/19; 2; 15/8; 21/10; 21/10; 39/19; ; 9/5; ; 
Oviedo; 5/2; 9/4; ; 23/10; 27/10; ; ; ; 21/10; ; 23/10; 12/5; ; 23/10; 23/10; ; 9/4; 23/10; 39/19; 21/10; 23/10; 5/2; 12/5; 9/4; ; 11/8; ; 
META; spain/la-liga-segunda/zaragoza-v-oviedo; 2018-02-20 12:23:00 GMT+2; 2018-02-25 15:00; e70300-dr003
Zaragoza; 11/10; 23/20; ; 6/5; 131/ 100; ; ; ; 13/10; ; 6/5; 6/5; ; 6/5; 6/5; ; 6/5; 5/4; 13/11; 23/18; 6/5; 6/5; 6/5; 6/5; ; 4/5; ; 13/10
Draw; 21/10; 2; ; 2; 21/10; ; ; ; 21/10; ; 2; 2; ; 41/20; 21/10; ; 2; 2; 21/10; 39/19; 15/8; 85/40; 21/10; 39/19; ; 5/4; ; 21/10
Oviedo; 14/5; 12/5; ; 23/10; 27/10; ; ; ; 9/4; ; 12/5; 23/10; ; 47/20; 12/5; ; 40/17; 12/5; 28/13; 9/4; 23/10; 13/5; 12/5; 12/5; ; 7/5; ; 5/2
META; spain/la-liga-segunda/zaragoza-v-oviedo; 2018-02-24 12:21:05 GMT+2; 2018-02-25 15:00; e70300-dr003
Zaragoza; 6/5; 5/4; 13/10; 6/5; 141/100; 6/5; 5/4; 6/5; 13/10; 13/10; 5/4; 13/10; ; 13/10; 5/4; 5/4; 13/10; 13/10; 23/18; 23/18; 5/4; 11/8; 27/20; 13/10; ; 5/4; 5/4; 7/5
Draw; 21/10; ; 2; 2; 21/10; 19/10; 2; 15/8; 21/10; 2; 2; 2; ; 2; 21/10; 2; 21/10; 2; 21/10; 39/19; 2; 85/40; 21/10; 21/10; ; 9/5; 2; 21/10
Oviedo; 5/2; 11/5; 21/10; 23/10; 62/25; 23/10; 9/4; 23/10; 9/4; 21/10; 23/10; 11/5; ; 11/5; 23/10; 23/10; 9/4; 12/5; 37/19; 9/4; 85/40; 23/10; 23/10; 9/4; ; 21/10; 19/10; 23/10
