META; spain/la-liga-segunda/alcorcon-v-valladolid; 2018-03-05 20:22:40 GMT+2; 2018-03-10 17:00; e70300-dr003
Draw; 1/100
Alcorcon; 1/50
Valladolid; 1/50
META; spain/la-liga-segunda/alcorcon-v-valladolid; 2018-03-06 15:08:52 GMT+2; 2018-03-10 17:00; e70300-dr003
Alcorcon; 29/20; 163/00; 7/5; 6/5; 7/5; 8/5; 7/5; 7/5; 25/19; 6/5; 29/20; 7/5; 5/4
Draw; 2; 54/25; 15/8; 21/10; 2; 19/10; 2; 39/19; 11/5; 21/10; 21/10; 39/19; 9/5
Valladolid; 19/10; 51/25; 15/8; 9/4; 2; 19/10; 2; 37/19; 29/16; 9/4; 39/20; 37/19; 7/4
META; spain/la-liga-segunda/alcorcon-v-valladolid; 2018-03-08 10:19:26 GMT+2; 2018-03-10 17:00; e70300-dr003
Alcorcon; 27/20; 13/10; 13/10; 143/100; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 23/17; 23/17; 11/9; 23/18; 11/8; 13/10; 23/17; 6/5; 7/5; 7/5
Draw; 2; 21/10; 2; 109/50; 2; 2; 28/13; 2; 21/10; 21/10; 11/5; 2; 39/19; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 19/10; 21/10; 21/10; 
Valladolid; 23/10; 2; 21/10; 117/50; 19/10; 2; 15/8; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 9/4; 39/19; 11/5; 9/4; 11/5; 11/5; 19/10; 9/4; 23/10
META; spain/la-liga-segunda/alcorcon-v-valladolid; 2018-03-08 12:23:02 GMT+2; 2018-03-10 17:00; e70300-dr003
Alcorcon; 27/20; 13/10; 27/20; 6/4; 13/10; 11/8; 13/10; 13/10; 27/20; 11/8; 11/8; 11/8; 13/10; 11/8; 7/5; 23/17; 11/9; 23/18; 29/20; 29/20; 7/5; 6/5; 5/4; 7/5; 7/5
Draw; 2; 21/10; 2; 43/20; 2; 2; 28/13; 2; 2; 11/5; 2; 39/19; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 19/10; 19/10; 21/10; 21/10; ; ; 
Valladolid; 23/10; 2; 56/25; 19/10; 2; 15/8; 11/5; 2; 21/10; 21/10; 2; 21/10; 2; 21/10; 9/4; 39/19; 11/5; 85/40; 21/10; 28/13; 19/10; 2; 21/10; 21/10; 
META; spain/la-liga-segunda/alcorcon-v-valladolid; 2018-03-09 12:22:14 GMT+2; 2018-03-10 17:00; e70300-dr003
Alcorcon; 29/20; 11/8; 11/8; 39/25; 13/10; 11/8; 13/10; 13/10; 11/8; 11/8; 7/5; 7/5; 13/10; 7/5; 7/5; 23/17; 23/17; 23/18; 6/4; 11/8; 11/8; 6/4; 6/4
Draw; 2; 21/10; 2; 85/40; 2; 2; 28/13; 2; 21/10; 11/5; 21/10; 2; 39/19; 2; 21/10; 21/10; 21/10; 9/5; 19/10; 2; ; ; 
Valladolid; 11/5; 19/10; 2; 109/50; 19/10; 2; 15/8; 11/5; 2; 15/8; 39/20; 2; 21/10; 23/10; 24/13; 11/5; 2; 9/5; 2; 21/10; 21/10; ; 
META; spain/la-liga-segunda/alcorcon-v-valladolid; 2018-03-10 12:22:44 GMT+2; 2018-03-10 17:00; e70300-dr003
Alcorcon; 29/20; 7/5; 11/8; 29/20; 157/00; 11/8; 7/5; 13/10; 6/4; 11/8; 7/5; 29/20; 7/5; 13/10; 7/5; 7/5; 16/11; 7/5; 31/21; 29/20; 6/4; 7/5; 7/5; 7/5; 6/4; 6/4
Draw; 2; 2; 103/0; 2; 2; 37/19; 2; 19/10; 2; 2; 39/19; 2; 21/10; 37/19; 21/10; 21/10; 21/10; 19/10; 2; 2; ; ; ; ; ; 
Valladolid; 11/5; 19/10; 2; 15/8; 111/0; 2; 15/8; 39/19; 2; 2; 21/10; 2; 21/10; 21/10; 37/19; 39/19; 85/40; 2; 28/13; 21/10; 21/10; 21/10; 9/4; ; ; 
