META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-18 12:07:39 GMT+3; 2017-10-20 20:00; e70300-dr003
Osasuna; 3/5; 8/13; 3/4; ; 4/6; 8/13; 8/13; 4/7; ; ; 4/6; 4/6; 8/13; ; ; 4/6; ; 4/6; 18/25; ; ; ; 7/10; 4/6; 9/13; ; 1/4; ; 
Draw; 12/5; 5/2; 12/5; ; 13/5; 12/5; 12/5; 23/10; ; ; 5/2; 13/5; 5/2; ; ; 12/5; ; 28/11; 5/2; ; ; ; 13/5; 13/5; 13/5; ; 11/5; ; 
FC Barcelona B; 17/4; 9/2; 7/2; ; 9/2; 4; 9/2; 9/2; ; ; 4; 4; 9/2; ; ; 9/2; ; 49/11; 53/10; ; ; ; 22/5; 17/4; 43/10; ; 8/13; ; 
