META; spain/la-liga-segunda/rayo-vallecano-v-sevilla-b; 2018-02-05 12:50:16 GMT+2; 2018-02-11 17:00; e70300-dr003
Rayo Vallecano; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/17; ; ; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sevilla B; 15/2; ; ; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; 25/4; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-sevilla-b; 2018-02-07 14:19:31 GMT+2; 2018-02-11 17:00; e70300-dr003
Rayo Vallecano; 4/11; 4/11; 4/11; 2/5; 43/ 100; ; ; 3/10; 7/19; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 2/5; 6/17; 7/19; 1/3; ; 4/11; 4/11; ; 1/3; 3/10; 2/5
Draw; 7/2; 10/3; 7/2; 10/3; 19/5; ; ; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 17/5; 15/4; 7/2; 18/5; 10/3; 38/11; 18/5; 100/ 30; ; 7/2; 62/17; ; 3; 3; 7/2
Sevilla B; 17/2; 7; 15/2; 6; 15/2; ; ; 7; 7; 15/2; 7; 15/2; 7; 7; 7; 7; 29/4; 7; 13/2; 7; 13/2; ; 15/2; 29/4; ; 28/5; 34/5; 15/2
