META; spain/la-liga-segunda/oviedo-v-gimnastic; 2018-04-07 12:24:04 GMT+3; 2018-04-15 19:00; e70300-dr003
Draw; 1/50
Gimnastic; 1/50
Oviedo; 1/50
META; spain/la-liga-segunda/oviedo-v-gimnastic; 2018-04-10 08:23:02 GMT+3; 2018-04-15 19:00; e70300-dr003
Oviedo; 1/33; 10/9
Gimnastic; 1/33; 2
Draw; 1/100; 23/10
META; spain/la-liga-segunda/oviedo-v-gimnastic; 2018-04-11 12:59:42 GMT+3; 2018-04-15 19:00; e70300-dr003
Oviedo; 7/10; 4/5; 7/10; 7/10; 8/11; 8/11; 8/11; 5/7; 7/10; 5/7; 1/4; 8/11
Draw; 23/10; 12/5; 12/5; 40/17; 12/5; 12/5; 23/10; 40/17; 40/17; 40/17; 5/6; 23/10
Gimnastic; 4; 47/10; 4; 39/10; 4; 15/4; 4; 39/10; 19/5; 75/19; 3; 23/5
META; spain/la-liga-segunda/oviedo-v-gimnastic; 2018-04-11 20:23:51 GMT+3; 2018-04-15 19:00; e70300-dr003
Oviedo; 3/5; 8/13; 8/13; 13/20; 4/6; 8/13; 11/17; 8/13; 8/13; 8/13; 13/20; 8/13; 8/13; 10/17; 8/13; 19/29; 11/17; 13/20; 11/18; 4/9; 4/7; 8/13
Draw; 5/2; 12/5; 12/5; 12/5; 11/4; 27/11; 12/5; 5/2; 5/2; 47/20; 5/2; 12/5; 5/2; 5/2; 12/5; 12/5; 13/5; 5/2; 17/10; 12/5; 13/5; 
Gimnastic; 11/2; 9/2; 19/4; 9/2; 53/10; 19/4; 19/4; 9/2; 9/2; 9/2; 5; 24/5; 5; 19/5; 19/4; 5; 63/13; 3; 7/2; 26/5; ; 
META; spain/la-liga-segunda/oviedo-v-gimnastic; 2018-04-12 10:50:53 GMT+3; 2018-04-15 19:00; e70300-dr003
Oviedo; 3/5; 6/10; 8/13; 13/20; 67/00; 8/13; 8/13; 11/17; 8/13; 8/13; 8/13; 13/20; 8/13; 8/13; 11/18; 8/13; 4/6; 11/17; 13/20; 8/13; 1/4; 4/7; 8/13
Draw; 5/2; 12/5; 12/5; 12/5; 68/25; 12/5; 27/11; 12/5; 5/2; 5/2; 47/20; 5/2; 5/2; 28/11; 5/2; 12/5; 12/5; 13/5; 28/11; 4/5; 12/5; 13/5; 
Gimnastic; 11/2; 5; 9/2; 9/2; 53/10; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 49/10; 5; 19/5; 19/4; 5; 94/19; 1/50; 7/2; 26/5; 
META; spain/la-liga-segunda/oviedo-v-gimnastic; 2018-04-13 08:21:31 GMT+3; 2018-04-15 19:00; e70300-dr003
Oviedo; 3/5; 6/10; 8/13; 13/20; 67/100; 8/13; 8/13; 11/17; 8/13; 8/13; 8/13; 13/20; 4/7; 8/13; 8/13; 11/17; 4/6; 11/17; 13/20; 8/13; 4/9; 4/7
Draw; 5/2; 12/5; 12/5; 12/5; 68/25; 12/5; 27/11; 12/5; 5/2; 5/2; 47/20; 11/5; 5/2; 28/11; 5/2; 12/5; 12/5; 13/5; 13/5; 7/4; 12/5; 
Gimnastic; 11/2; 5; 9/2; 9/2; 53/10; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 5; 19/5; 19/4; 5; 96/19; 13/5; 24/5; ; 
META; spain/la-liga-segunda/oviedo-v-gimnastic; 2018-04-13 16:22:19 GMT+3; 2018-04-15 19:00; e70300-dr003
Oviedo; 3/5; 6/10; 8/13; 13/20; 67/00; 8/13; 8/13; 11/17; 8/13; 8/13; 8/13; 13/20; 4/7; 8/13; 11/17; 11/17; 4/6; 11/17; 13/20; 4/6; 4/9; 4/7; 8/13
Draw; 5/2; 12/5; 12/5; 12/5; 68/25; 12/5; 27/11; 12/5; 12/5; 23/10; 47/20; 11/5; 12/5; 5/2; 5/2; 12/5; 12/5; 13/5; 28/11; 7/4; 12/5; 13/5; 
Gimnastic; 11/2; 5; 9/2; 9/2; 53/10; 9/2; 19/4; 9/2; 5; 9/2; 19/4; 5; 24/5; 5; 19/5; 19/4; 5; 63/13; 27/10; 7/2; 26/5; ; 
META; spain/la-liga-segunda/oviedo-v-gimnastic; 2018-04-14 12:24:21 GMT+3; 2018-04-15 19:00; e70300-dr003
Oviedo; 3/5; 6/10; 8/13; 13/20; 67/00; 8/13; 8/13; 11/17; 8/13; 8/13; 13/20; 4/7; 8/13; 11/17; 11/17; 19/29; 11/17; 13/20; 4/6; 4/9; 4/7; 4/7; 8/13
Draw; 5/2; 12/5; 12/5; 12/5; 68/25; 12/5; 27/11; 12/5; 12/5; 5/2; 47/20; 11/5; 12/5; 5/2; 5/2; 12/5; 12/5; 13/5; 28/11; 9/5; 12/5; 27/10; 13/5
Gimnastic; 11/2; 5; 9/2; 9/2; 53/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 19/4; 5; 24/5; 5; 19/5; 19/4; 5; 63/13; 14/5; 7/2; 26/5; 26/5
