META; spain/la-liga-segunda/granada-v-osasuna; 2018-04-03 18:22:52 GMT+3; 2018-04-07 15:00; e70300-dr003
Granada; 5/6; 10/11; 19/20; 19/20; 99/100; 10/11; 10/11; 28/29; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 22/23; 19/20; 10/11; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 47/20; 21/10; 9/4; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 28/13; 21/10; 28/13; 11/5; 9/4; 11/5; 11/5; 21/10; 23/10
Osasuna; 15/4; 16/5; 3; 14/5; 69/20; 10/3; 3; 3; 10/3; 16/5; 16/5; 16/5; 33/10; 7/2; 27/10; 3; 10/3; 10/3; 57/17; 3; 10/3; 
META; spain/la-liga-segunda/granada-v-osasuna; 2018-04-04 08:21:50 GMT+3; 2018-04-07 15:00; e70300-dr003
Granada; 10/11; 10/11; 10/11; 19/20; 97/100; 10/11; 10/11; 28/29; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 11/12; 22/23; 37/40; 10/11; 10/11; 5/6; 20/21
Draw; 23/10; 85/40; 21/10; 21/10; 58/25; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 11/5; 11/5; 21/10; 23/10; 
Osasuna; 16/5; 3; 14/5; 18/5; 16/5; 3; 3; 16/5; 3; 7/2; 3; 13/4; 7/2; 14/5; 3; 10/3; 10/3; 13/4; 3; 7/2; ; ; 
META; spain/la-liga-segunda/granada-v-osasuna; 2018-04-04 18:23:22 GMT+3; 2018-04-07 15:00; e70300-dr003
Granada; 10/11; 5/6; 17/20; 19/20; 10/11; 20/23; 5/6; 28/29; 17/20; 5/6; 20/23; 17/20; 17/20; 10/11; 10/11; 13/15; 10/11; 11/13; 22/23; 20/23; 17/20; 13/15; 4/5; 5/6; 5/6
Draw; 23/10; 85/40; 21/10; 21/10; 119/0; 23/10; 9/4; 11/5; 11/5; 11/5; 9/4; 43/20; 12/5; 11/5; 9/4; 21/10; 11/5; 11/5; 23/10; 9/4; 23/10; 21/10; 11/5; 23/10; 
Osasuna; 16/5; 10/3; 10/3; 14/5; 77/20; 17/5; 10/3; 3; 10/3; 10/3; 10/3; 16/5; 17/5; 7/2; 16/5; 38/11; 7/2; 3; 15/4; 10/3; 7/2; 3; 14/5; 7/2; 
META; spain/la-liga-segunda/granada-v-osasuna; 2018-04-05 13:16:45 GMT+3; 2018-04-07 15:00; e70300-dr003
Granada; 17/20; 17/20; 19/20; 23/25; 17/20; 5/6; 11/13; 17/20; 5/6; 20/23; 17/20; 17/20; 10/11; 17/20; 13/15; 10/11; 11/13; 16/19; 17/20; 13/15; 5/6; 5/6; 5/6; 5/6; 
Draw; 12/5; 11/5; 21/10; 21/10; 12/5; 23/10; 9/4; 11/5; 11/5; 11/5; 9/4; 43/20; 12/5; 11/5; 9/4; 21/10; 11/5; 11/5; 23/10; 23/10; 21/10; 11/5; 23/10; 23/10; 
Osasuna; 10/3; 10/3; 10/3; 14/5; 15/4; 18/5; 10/3; 18/5; 10/3; 7/2; 10/3; 16/5; 17/5; 7/2; 10/3; 39/11; 7/2; 3; 18/5; 15/4; 39/11; 7/2; 14/5; 7/2; 7/2
META; spain/la-liga-segunda/granada-v-osasuna; 2018-04-06 08:22:00 GMT+3; 2018-04-07 15:00; e70300-dr003
Granada; 17/20; 20/23; 17/20; 23/25; 17/20; 5/6; 11/13; 20/23; 5/6; 20/23; 17/20; 17/20; 10/11; 17/20; 13/15; 13/15; 11/13; 16/19; 20/23; 13/15; 5/6; 5/6; 5/6; 5/6; 
Draw; 12/5; 11/5; 21/10; 11/5; 12/5; 23/10; 9/4; 11/5; 11/5; 11/5; 9/4; 43/20; 12/5; 9/4; 9/4; 11/5; 11/5; 11/5; 23/10; 23/10; 21/10; 11/5; 23/10; 23/10; 
Osasuna; 10/3; 10/3; 10/3; 16/5; 15/4; 18/5; 10/3; 18/5; 10/3; 7/2; 10/3; 16/5; 10/3; 7/2; 10/3; 39/11; 15/4; 3; 18/5; 15/4; 39/11; 7/2; 14/5; 7/2; 7/2
META; spain/la-liga-segunda/granada-v-osasuna; 2018-04-07 12:23:03 GMT+3; 2018-04-07 15:00; e70300-dr003
Granada; 17/20; 10/11; 17/20; 97/100; 10/11; 5/6; 11/13; 10/11; 5/6; 10/11; 10/11; 10/11; 10/11; 17/20; 13/15; 13/15; 15/16; 16/19; 10/11; 10/11; 10/11; 5/6; 10/11; 10/11; 
Draw; 12/5; 11/5; 21/10; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 11/5; 43/20; 12/5; 11/5; 9/4; 11/5; 28/13; 11/5; 23/10; 23/10; 21/10; 11/5; 23/10; 23/10; 
Osasuna; 10/3; 16/5; 16/5; 16/5; 73/20; 10/3; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 16/5; 7/2; 10/3; 17/5; 15/4; 58/19; 18/5; 7/2; 38/11; 7/2; 27/10; 7/2; 7/2
