META; spain/la-liga-segunda/cadiz-v-gijon; 2018-04-16 20:43:56 GMT+3; 2018-04-22 17:00; e70300-dr003
Draw; 1/100; 7/4
Cadiz; 1/50; 7/4
Gijon; 1/50; 7/4
META; spain/la-liga-segunda/cadiz-v-gijon; 2018-04-17 20:46:24 GMT+3; 2018-04-22 17:00; e70300-dr003
Cadiz; 7/5; 29/20; 6/4; 13/8; 17/11; 6/4; 6/4; 29/20; 7/5; 16/11; 7/5; 17/12; 17/11; 31/20; 16/11; 10/11; 7/5; 6/4; 8/5
Draw; 19/10; 15/8; 2; 199/00; 19/10; 19/10; 2; 39/20; 2; 24/13; 24/13; 2; 19/10; 2; 24/13; 10/9; 17/10; 19/10; 19/10
Gijon; 23/10; 2; 15/8; 111/0; 19/10; 2; 2; 21/10; 39/19; 23/10; 29/16; 19/10; 21/10; 39/19; 6/5; 6/4; 21/10; 11/5; 
META; spain/la-liga-segunda/cadiz-v-gijon; 2018-04-19 08:21:31 GMT+3; 2018-04-22 17:00; e70300-dr003
Cadiz; 6/4; 6/4; 8/5; 6/4; 177/100; 8/5; 6/4; 17/10; 8/5; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 8/5; 8/5; 17/12; 28/17; 13/8; 28/17; 4/11; 17/10; 17/10
Draw; 19/10; 19/10; 15/8; 2; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 2; 19/10; 7/4; 19/10; 24/13; 24/13; 2; 24/13; 2; 19/10; 9/5; 19/10; 19/10; 
Gijon; 21/10; 15/8; 9/5; 15/8; 101/50; 15/8; 15/8; 15/8; 9/5; 19/10; 19/10; 15/8; 37/20; 9/5; 19/10; 19/10; 2; 29/16; 24/13; 2; 19/10; 13/10; 19/10; 2
META; spain/la-liga-segunda/cadiz-v-gijon; 2018-04-20 10:30:55 GMT+3; 2018-04-22 17:00; e70300-dr003
Cadiz; 6/4; 6/4; 8/5; 6/4; 177/00; 13/8; 6/4; 17/10; 8/5; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 28/17; 8/5; 19/13; 28/17; 13/8; 28/17; 6/4; 11/8; 17/10; 17/10
Draw; 19/10; 15/8; 15/8; 2; 19/10; 15/8; 15/8; 15/8; 19/10; 2; 19/10; 9/5; 19/10; 19/10; 24/13; 39/19; 24/13; 2; 19/10; 9/5; 13/8; 19/10; 19/10; ; 
Gijon; 21/10; 15/8; 9/5; 15/8; 101/0; 15/8; 15/8; 15/8; 9/5; 15/8; 19/10; 15/8; 37/20; 7/4; 19/10; 37/19; 21/10; 33/19; 24/13; 2; 37/19; 7/4; 13/8; 19/10; 2
META; spain/la-liga-segunda/cadiz-v-gijon; 2018-04-21 14:23:06 GMT+3; 2018-04-22 17:00; e70300-dr003
Cadiz; 6/4; 6/4; 31/20; 6/4; 173/00; 13/8; 6/4; 17/10; 31/20; 8/5; 13/8; 8/5; 6/4; 6/4; 8/5; 8/5; 19/13; 28/17; 13/8; 28/17; 6/4; 11/8; 17/10; 17/10
Draw; 19/10; 15/8; 15/8; 2; 19/10; 15/8; 15/8; 15/8; 9/5; 15/8; 19/10; 9/5; 19/10; 19/10; 24/13; 37/19; 24/13; 2; 37/19; 9/5; 13/8; 19/10; 19/10; 
Gijon; 21/10; 15/8; 15/8; 15/8; 103/0; 15/8; 15/8; 15/8; 15/8; 19/10; 19/10; 37/20; 7/4; 19/10; 37/19; 21/10; 9/5; 24/13; 2; 37/19; 7/4; 13/8; 2; 
