META; spain/la-liga-segunda/albacete-v-rayo-vallecano; 2018-04-03 18:23:01 GMT+3; 2018-04-07 19:00; e70300-dr003
Rayo Vallecano; 13/8; 6/4; 31/20; 6/4; 173/100; 31/20; 6/4; 31/20; 8/5; 13/8; 13/8; 6/4; 17/11; 8/5; 13/9; 31/21; 13/8; 8/5; 8/5; 7/5; 17/10
Albacete; 15/8; 7/4; 9/5; 9/5; 197/100; 9/5; 37/19; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 24/13; 5/3; 37/19; 15/8; 37/20; 24/13; 13/8; 19/10
Draw; 2; 21/10; 2; 21/10; 2; 39/19; 2; 19/10; 2; 19/10; 37/19; 28/13; 39/19; 85/40; 2; 37/19; 9/5; 2; ; ; 
META; spain/la-liga-segunda/albacete-v-rayo-vallecano; 2018-04-04 08:21:58 GMT+3; 2018-04-07 19:00; e70300-dr003
Rayo Vallecano; 6/4; 29/20; 29/20; 6/4; 161/100; 31/20; 7/5; 6/4; 29/20; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 31/21; 31/20; 31/20; 6/4; 7/5; 6/4
Albacete; 2; 15/8; 15/8; 9/5; 52/25; 9/5; 15/8; 37/19; 15/8; 15/8; 19/10; 15/8; 7/4; 19/10; 37/19; 24/13; 19/11; 37/19; 19/10; 19/10; 37/19; 13/8; 2
Draw; 2; 2; 107/50; 2; 39/19; 2; 19/10; 21/10; 9/5; 2; 37/19; 28/13; 39/19; 11/5; 2; 9/5; 21/10; ; ; ; ; ; 
META; spain/la-liga-segunda/albacete-v-rayo-vallecano; 2018-04-04 18:23:32 GMT+3; 2018-04-07 19:00; e70300-dr003
Rayo Vallecano; 11/8; 7/5; 7/5; 6/4; 153/00; 7/5; 7/5; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 15/11; 31/21; 29/20; 29/20; 16/11; 5/4; 13/10; 6/4
Draw; 2; 2; 54/25; 21/10; 2; 39/19; 2; 19/10; 2; 15/8; 2; 37/19; 28/13; 39/19; 85/40; 21/10; 2; 19/10; 15/8; 21/10; ; ; ; ; 
Albacete; 11/5; 19/10; 2; 9/5; 109/0; 2; 37/19; 2; 2; 2; 9/5; 2; 39/19; 2; 16/9; 37/19; 21/10; 2; 39/19; 9/5; 19/10; 21/10; ; ; 
META; spain/la-liga-segunda/albacete-v-rayo-vallecano; 2018-04-05 13:16:54 GMT+3; 2018-04-07 19:00; e70300-dr003
Rayo Vallecano; 11/8; 11/8; 7/5; 7/5; 153/100; 7/5; 11/8; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 16/11; 6/4; 15/11; 31/21; 29/20; 16/11; 11/8; 13/10; 7/5; 6/4
Draw; 2; 2; 54/25; 21/10; 2; 39/19; 2; 19/10; 2; 15/8; 2; 37/19; 28/13; 39/19; 85/40; 39/19; 19/10; 15/8; 21/10; 21/10; ; ; ; ; 
Albacete; 11/5; 2; 19/10; 109/50; 2; 37/19; 2; 2; 2; 9/5; 2; 21/10; 2; 16/9; 37/19; 21/10; 21/10; 2; 19/10; 21/10; 21/10; ; ; ; 
META; spain/la-liga-segunda/albacete-v-rayo-vallecano; 2018-04-06 08:22:09 GMT+3; 2018-04-07 19:00; e70300-dr003
Rayo Vallecano; 6/4; 11/8; 7/5; 7/5; 38/25; 7/5; 11/8; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 16/11; 17/11; 15/11; 31/21; 29/20; 16/11; 7/5; 13/10; 7/5; 7/5
Albacete; 2; 2; 19/10; 109/50; 2; 37/19; 2; 2; 2; 9/5; 2; 39/19; 2; 9/5; 37/19; 21/10; 21/10; 19/10; 19/10; 21/10; 21/10; ; ; ; 
Draw; 2; 2; 109/50; 21/10; 2; 39/19; 2; 19/10; 2; 15/8; 2; 37/19; 21/10; 39/19; 21/10; 39/19; 19/10; 15/8; 21/10; 21/10; ; ; ; ; 
META; spain/la-liga-segunda/albacete-v-rayo-vallecano; 2018-04-07 12:23:13 GMT+3; 2018-04-07 19:00; e70300-dr003
Rayo Vallecano; 6/5; 6/5; 6/5; 29/20; 129/100; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 23/20; 6/5; 6/5; 5/4; 16/13; 7/6; 5/4; 6/5; 13/10; 23/20; 5/4; 27/20
Draw; 21/10; 21/10; 2; 9/4; 21/10; 2; 39/19; 2; 2; 21/10; 41/20; 15/8; 2; 21/10; 2; 11/5; 39/19; 85/40; 21/10; 21/10; 19/10; 11/5; 11/5; ; 
Albacete; 5/2; 9/4; 23/10; 15/8; 64/25; 12/5; 9/4; 28/11; 23/10; 12/5; 12/5; 9/4; 47/20; 9/4; 12/5; 27/11; 5/2; 21/10; 5/2; 5/2; 5/2; 12/5; 23/10; 5/2; 5/2
