META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-12 10:31:12 GMT+2; 2018-03-19 20:00; e70300-dr003
Draw; 1/100
Gijon; 1/33
SD Huesca; 1/33
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-12 20:23:14 GMT+2; 2018-03-19 20:00; e70300-dr003
Draw; 1/100
Gijon; 1/20
SD Huesca; 1/20
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-13 12:26:11 GMT+2; 2018-03-19 20:00; e70300-dr003
Draw; 1/100
Gijon; 1/16
SD Huesca; 1/16
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-13 20:23:56 GMT+2; 2018-03-19 20:00; e70300-dr003
SD Huesca; 6/5; 5/4; 13/10; 5/4; 73/50; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 23/18; 11/8; 5/4; 21/20; 1/5
Draw; 2; 21/10; 21/10; 11/5; 58/25; 28/13; 21/10; 21/10; 11/5; 39/19; 9/4; 28/13; 11/5; 39/19; 9/5; 7/5
Gijon; 13/5; 85/40; 2; 43/20; 28/13; 2; 21/10; 21/10; 11/5; 21/10; 28/13; 11/5; 9/4; 11/8; 2/9; 
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-14 20:22:42 GMT+2; 2018-03-19 20:00; e70300-dr003
SD Huesca; 6/5; 6/5; 5/4; 5/4; 131/00; 13/10; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 6/5; 5/4; 6/5; 23/18; 13/10; 5/4; 6/5; 21/20; 5/4; 5/4
Draw; 2; 21/10; 11/5; 59/25; 28/13; 21/10; 21/10; 9/4; 11/5; 43/20; 11/5; 21/10; 9/4; 11/5; 28/13; 11/5; 11/5; 21/10; 9/5; 2; 23/10; 
Gijon; 13/5; 11/5; 21/10; 2; 119/0; 28/13; 21/10; 9/4; 2; 11/5; 43/20; 21/10; 11/5; 21/10; 2; 28/13; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-15 13:15:33 GMT+2; 2018-03-19 20:00; e70300-dr003
SD Huesca; 11/8; 13/10; 27/20; 5/4; 147/00; 5/4; 13/10; 27/20; 11/8; 11/8; 13/10; 27/20; 7/5; 11/8; 13/10; 5/4; 17/13; 23/18; 29/20; 11/8; 23/17; 6/5; 5/4; 7/5
Gijon; 11/5; 2; 2; 85/40; 15/8; 28/13; 2; 2; 39/20; 2; 37/19; 21/10; 9/5; 28/13; 2; 2; 1/12; 21/10; 2; ; ; ; ; 
Draw; 2; 21/10; 21/10; 11/5; 47/20; 2; 28/13; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 28/13; 9/4; 11/5; 21/10; 7/4; 2; 23/10
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-15 20:22:50 GMT+2; 2018-03-19 20:00; e70300-dr003
SD Huesca; 6/4; 11/8; 11/8; 5/4; 147/100; 13/10; 13/10; 13/10; 11/8; 11/8; 11/8; 11/8; 29/20; 7/5; 11/8; 23/17; 5/4; 17/13; 23/18; 6/4; 7/5; 23/17; 5/4; 13/10; 11/8
Gijon; 2; 15/8; 19/10; 2; 85/40; 9/5; 9/5; 28/13; 19/10; 2; 15/8; 37/20; 2; 37/19; 21/10; 9/5; 28/13; 19/10; 2; 37/19; 13/8; 2; 19/10; ; 
Draw; 2; 85/40; 21/10; 11/5; 47/20; 2; 28/13; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 9/4; 28/13; 9/4; 9/4; 21/10; 9/5; 2; ; 
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-16 10:23:22 GMT+2; 2018-03-19 20:00; e70300-dr003
SD Huesca; 6/4; 11/8; 11/8; 5/4; 37/25; 13/10; 11/8; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 29/20; 7/5; 11/8; 13/10; 17/13; 23/17; 6/4; 7/5; 16/11; 5/4; 13/10; 7/5
Gijon; 2; 15/8; 19/10; 2; 21/10; 9/5; 15/8; 9/5; 39/19; 19/10; 19/10; 2; 15/8; 37/20; 2; 37/19; 21/10; 9/5; 2; 19/10; 2; 13/8; 2; ; 
Draw; 2; 85/40; 21/10; 11/5; 117/50; 2; 2; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 39/19; 23/10; 9/4; 28/13; 9/4; 9/4; 21/10; 9/5; 2; 23/10
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-16 16:26:44 GMT+2; 2018-03-19 20:00; e70300-dr003
SD Huesca; 6/4; 7/5; 7/5; 5/4; 77/50; 13/10; 11/8; 13/10; 11/8; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 17/13; 23/17; 29/20; 29/20; 16/11; 5/4; 6/4; 6/4
Gijon; 2; 15/8; 19/10; 2; 101/50; 9/5; 15/8; 9/5; 39/19; 19/10; 19/10; 15/8; 15/8; 19/10; 2; 19/10; 37/19; 2; 9/5; 2; 39/20; 2; 13/8; 19/10; 19/10
Draw; 2; 21/10; 21/10; 11/5; 58/25; 2; 2; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 39/19; 9/4; 9/4; 28/13; 9/4; 9/4; 21/10; 9/5; 23/10; 23/10
META; spain/la-liga-segunda/sd-huesca-v-gijon; 2018-03-17 12:22:30 GMT+2; 2018-03-19 20:00; e70300-dr003
SD Huesca; 6/4; 7/5; 7/5; 29/20; 77/50; 13/10; 7/5; 13/10; 11/8; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 16/11; 7/5; 17/13; 23/17; 29/20; 29/20; 16/11; 5/4; 6/4; 6/4
Gijon; 2; 15/8; 19/10; 17/10; 101/50; 9/5; 15/8; 9/5; 39/19; 19/10; 19/10; 15/8; 15/8; 19/10; 2; 15/8; 19/10; 2; 9/5; 2; 39/20; 37/19; 17/10; 19/10; 19/10; 
Draw; 2; 21/10; 21/10; 11/5; 58/25; 2; 2; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 9/4; 9/4; 28/13; 9/4; 9/4; 11/5; 9/5; 23/10; 23/10; 
