META; spain/la-liga-segunda/oviedo-v-fc-barcelona-b; 2018-02-27 18:20:38 GMT+2; 2018-03-02 20:00; e70300-dr003
Oviedo; 3/4; 8/11; 3/4; 3/4; 79/100; 7/10; 8/11; 4/6; 4/5; 3/4; 8/11; ; ; 4/5; 4/5; 8/11; 4/5; 7/9; 3/4; 4/5; 3/4; 3/4; 4/5; ; 8/13; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 123/50; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; 12/5; 23/10; 11/5; 9/4; 12/5; 11/5; 5/2; 49/20; ; ; 2; ; 
FC Barcelona B; 17/4; 15/4; 15/4; 7/2; 23/5; 15/4; 4; 7/2; 37/10; 15/4; 4; ; ; 18/5; 7/2; 4; 50/13; 4; 13/4; 18/5; 21/5; 15/4; 39/10; ; 3; ; 
META; spain/la-liga-segunda/oviedo-v-fc-barcelona-b; 2018-03-01 16:03:10 GMT+2; ; e70300-dr003
Oviedo; 3/4; 4/6; 8/11; 8/11; 18/25; 13/20; 4/6; 8/13; 13/19; 8/11; 8/11; 7/10; 8/11; 7/10; 8/11; 14/19; 13/18; 13/17; 13/19; 3/4; 8/11; 14/19; 8/11; 4/6; 4/6
Draw; 9/4; 12/5; 9/4; 23/10; 64/25; 23/10; 12/5; 23/10; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 23/10; 40/17; 23/10; 9/4; 27/11; 49/20; 12/5; 12/5; 23/10; 5/2; 
FC Barcelona B; 17/4; 4; 19/5; 51/10; 4; 4; 21/5; 4; 4; 17/4; 4; 21/5; 9/2; 17/5; 21/5; 17/4; 9/2; 21/5; 22/5; 4; 24/5; ; ; ; 
META; spain/la-liga-segunda/oviedo-v-fc-barcelona-b; 2018-03-02 08:24:13 GMT+2; 2018-03-02 20:00; e70300-dr003
Oviedo; 7/10; 4/6; 7/10; 8/11; 18/25; 13/20; 4/6; 8/13; 8/13; 7/10; 4/6; 7/10; 8/11; 7/10; 7/10; 5/7; 4/6; 13/18; 8/13; 8/11; 7/10; 5/7; 8/11; 8/11; 8/11
Draw; 23/10; 12/5; 23/10; 23/10; 127/50; 5/2; 12/5; 12/5; 13/5; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 40/17; 5/2; 9/4; 28/11; 5/2; 49/20; 12/5; 12/5; 12/5; 12/5
FC Barcelona B; 19/4; 4; 21/5; 19/5; 26/5; 4; 4; 19/4; 21/5; 9/2; 4; 17/4; 9/2; 9/2; 19/4; 37/10; 19/4; 9/2; 19/4; 49/11; 23/5; 24/5; 24/5; ; 
META; spain/la-liga-segunda/oviedo-v-fc-barcelona-b; 2018-03-02 14:03:29 GMT+2; 2018-03-02 20:00; e70300-dr003
Oviedo; 8/11; 8/11; 3/4; 8/11; 39/50; 7/10; 8/11; 4/6; 14/19; 3/4; 8/11; 3/4; 4/5; 3/4; 8/11; 14/19; 7/10; 4/5; 14/19; 4/5; 10/13; 10/13; 4/5; 4/5; 8/11
Draw; 23/10; 11/5; 11/5; 11/5; 59/25; 23/10; 9/4; 9/4; 9/4; 11/5; 11/5; 11/5; 43/20; 11/5; 11/5; 9/4; 23/10; 11/5; 9/4; 23/10; 47/20; 9/4; 11/5; 23/10; 23/10
FC Barcelona B; 9/2; 4; 5; 4; 43/10; 4; 9/2; 4; 17/4; 9/2; 22/5; 5; 15/4; 17/4; 22/5; 17/4; 49/11; 23/5; 24/5; 23/5; ; ; ; ; 
