META; spain/la-liga-segunda/reus-deportiu-v-sd-huesca; 2018-03-05 20:23:03 GMT+2; 2018-03-11 19:00; e70300-dr003
Draw; 1/100
Reus Deportiu; 1/50
SD Huesca; 1/50
META; spain/la-liga-segunda/reus-deportiu-v-sd-huesca; 2018-03-06 15:09:17 GMT+2; 2018-03-11 19:00; e70300-dr003
SD Huesca; 6/4; 33/20; 179/00; 17/10; 33/20; 13/8; 13/8; 28/17; 11/7; 17/10; 17/10; 17/10; 1
Reus Deportiu; 7/4; 17/10; 93/50; 8/5; 17/10; 17/10; 9/5; 28/17; 29/18; 8/5; 7/4; 28/17; 23/20
Draw; 2; 19/10; 43/20; 39/19; 19/10; 2; 2; 39/19; 39/19; 39/20; 2; 19/10; 
META; spain/la-liga-segunda/reus-deportiu-v-sd-huesca; 2018-03-08 10:19:50 GMT+2; 2018-03-11 19:00; e70300-dr003
SD Huesca; 9/5; 17/10; 33/20; 183/100; 13/8; 7/4; 13/8; 9/5; 33/20; 7/4; 13/8; 17/10; 33/20; 7/4; 17/10; 17/10; 17/10; 19/12; 7/4; 9/5; 17/10; 7/4; 13/8; 9/5; 9/5
Reus Deportiu; 9/5; 17/10; 17/10; 15/8; 13/8; 13/8; 13/8; 28/17; 17/10; 17/10; 17/10; 17/10; 7/4; 7/4; 7/4; 17/10; 17/10; 19/12; 13/8; 9/5; 7/4; 17/10; 17/10; 9/5; 9/5
Draw; 15/8; 15/8; 19/10; 52/25; 9/5; 15/8; 9/5; 39/19; 19/10; 19/10; 2; 19/10; 19/10; 37/19; 2; 39/19; 2; 39/20; 37/19; 19/10; 2; ; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sd-huesca; 2018-03-08 12:23:27 GMT+2; 2018-03-11 19:00; e70300-dr003
SD Huesca; 9/5; 33/20; 183/00; 13/8; 7/4; 13/8; 9/5; 33/20; 7/4; 13/8; 17/10; 33/20; 7/4; 17/10; 17/10; 17/10; 19/12; 7/4; 9/5; 17/10; 7/4; 13/8; 6/4; 9/5; 9/5
Reus Deportiu; 9/5; 17/10; 15/8; 13/8; 13/8; 13/8; 28/17; 17/10; 17/10; 17/10; 17/10; 7/4; 7/4; 7/4; 17/10; 17/10; 19/12; 13/8; 9/5; 7/4; 17/10; 17/10; 13/8; 9/5; 9/5
Draw; 15/8; 19/10; 19/10; 52/25; 9/5; 15/8; 9/5; 39/19; 19/10; 19/10; 2; 19/10; 19/10; 37/19; 2; 39/19; 2; 39/20; 37/19; 19/10; 19/10; 2; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sd-huesca; 2018-03-09 12:22:39 GMT+2; 2018-03-11 19:00; e70300-dr003
SD Huesca; 13/8; 13/8; 8/5; 177/100; 6/4; 13/8; 6/4; 17/10; 8/5; 13/8; 13/8; 8/5; 8/5; 7/4; 8/5; 17/10; 8/5; 53/35; 28/17; 17/10; 17/10; 13/8; 7/5; 17/10; 17/10
Reus Deportiu; 2; 9/5; 9/5; 101/50; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 7/4; 15/8; 17/10; 37/19; 28/17; 7/4; 19/10; 19/10; 9/5; 17/10; 19/10; 19/10
Draw; 15/8; 19/10; 19/10; 2; 19/10; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 2; 19/10; 19/10; 15/8; 37/19; 37/19; 21/10; 37/19; 2; 15/8; 2; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sd-huesca; 2018-03-10 12:23:10 GMT+2; 2018-03-11 19:00; e70300-dr003
SD Huesca; 13/8; 13/8; 31/20; 8/5; 43/25; 6/4; 13/8; 6/4; 28/17; 8/5; 8/5; 13/8; 8/5; 8/5; 7/4; 8/5; 17/10; 8/5; 23/15; 13/8; 17/10; 17/10; 7/4; 6/4; 6/4; 17/10; 17/10
Reus Deportiu; 2; 9/5; 9/5; 9/5; 41/20; 7/4; 7/4; 7/4; 24/13; 9/5; 15/8; 15/8; 7/4; 9/5; 7/4; 15/8; 17/10; 2; 28/17; 9/5; 19/10; 19/10; 17/10; 15/8; 17/10; 19/10; 19/10
Draw; 15/8; 19/10; 19/10; 101/0; 19/10; 15/8; 15/8; 2; 19/10; 19/10; 15/8; 2; 19/10; 19/10; 15/8; 37/19; 19/10; 39/19; 37/19; 2; 37/19; 2; 19/10; 2; ; ; 
