META; english/non-league/national-league/tranmere-v-torquay; 2017-12-03 02:22:57 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Tranmere; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-torquay; 2017-12-03 10:23:08 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Tranmere; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-torquay; 2017-12-03 14:23:22 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Tranmere; 4/7; 4/7; ; ; ; ; 5/9; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; 
Draw; 11/4; 14/5; ; ; ; ; 11/4; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Torquay; 5; 9/2; ; ; ; ; 19/4; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-torquay; 2017-12-03 18:22:26 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Tranmere; ; 4/7; ; ; ; ; 5/9; ; ; ; 8/15; 8/15; ; ; ; ; ; ; ; ; ; 8/15; 4/7; ; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; 11/4; ; ; ; 14/5; 11/4; ; ; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; 
Torquay; ; 9/2; ; ; ; ; 19/4; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; ; 5; 21/4; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-torquay; 2017-12-03 22:23:18 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Tranmere; ; 4/7; ; ; ; ; 5/9; ; ; ; 8/15; 8/15; ; ; ; 8/15; ; 8/15; ; ; ; 8/15; 11/20; ; 8/15; ; ; ; 
Draw; ; 14/5; ; ; ; ; 11/4; ; ; ; 14/5; 11/4; ; ; ; 13/5; ; 27/10; ; ; ; 14/5; 14/5; ; 27/10; ; ; ; 
Torquay; ; 9/2; ; ; ; ; 19/4; ; ; ; 5; 9/2; ; ; ; 9/2; ; 79/17; ; ; ; 5; 11/2; ; 47/10; ; ; ; 
META; english/non-league/national-league/tranmere-v-torquay; 2017-12-04 02:23:01 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Tranmere; ; 4/7; ; ; ; ; 5/9; ; 6/11; ; 8/15; 8/15; ; ; ; 8/15; ; 8/15; ; ; ; 8/15; 11/20; ; 8/15; ; ; ; 
Draw; ; 14/5; ; ; ; ; 11/4; ; 45/17; ; 14/5; 11/4; ; ; ; 13/5; ; 27/10; ; ; ; 14/5; 14/5; ; 27/10; ; ; ; 
