META; english/non-league/national-league/leyton-orient-v-chester; 2017-11-18 22:22:41 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Leyton Orient; 4/5; 7/10; ; 8/11; ; ; 3/4; ; ; ; 8/11; ; ; ; ; 8/11; ; 10/13; ; ; ; ; 3/4; 3/4; 4/5; ; 4/7; ; 
Draw; 13/5; 12/5; ; 5/2; ; ; 5/2; ; ; ; 13/5; ; ; ; ; 5/2; ; 28/11; ; ; ; ; 13/5; 13/5; 13/5; ; 13/8; ; 
Chester; 10/3; 18/5; ; 10/3; ; ; 10/3; ; ; ; 10/3; ; ; ; ; 10/3; ; 33/10; ; ; ; ; 15/4; 7/2; 57/17; ; 23/10; ; 
META; english/non-league/national-league/leyton-orient-v-chester; 2017-11-19 02:23:58 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Leyton Orient; 4/5; 7/10; ; 8/11; ; ; 3/4; ; ; ; 8/11; 8/11; ; ; ; 8/11; ; 10/13; ; ; ; ; 3/4; 3/4; 10/13; ; 4/7; ; 
Draw; 13/5; 12/5; ; 5/2; ; ; 5/2; ; ; ; 13/5; 5/2; ; ; ; 5/2; ; 28/11; ; ; ; ; 13/5; 13/5; 13/5; ; 2; ; 
Chester; 10/3; 18/5; ; 10/3; ; ; 10/3; ; ; ; 10/3; 16/5; ; ; ; 10/3; ; 33/10; ; ; ; ; 15/4; 7/2; 57/17; ; 5/2; ; 
META; english/non-league/national-league/leyton-orient-v-chester; 2017-11-19 10:24:05 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Leyton Orient; 4/5; 7/10; ; 8/11; ; ; 3/4; ; ; ; 8/11; 8/11; ; ; ; 8/11; ; 10/13; ; ; ; 4/5; 3/4; 3/4; 10/13; ; 8/15; ; 
Draw; 13/5; 12/5; ; 5/2; ; ; 5/2; ; ; ; 13/5; 5/2; ; ; ; 5/2; ; 28/11; ; ; ; 13/5; 13/5; 13/5; 13/5; ; 9/4; ; 
Chester; 10/3; 18/5; ; 10/3; ; ; 10/3; ; ; ; 10/3; 16/5; ; ; ; 10/3; ; 33/10; ; ; ; 7/2; 15/4; 7/2; 57/17; ; 19/10; ; 
META; english/non-league/national-league/leyton-orient-v-chester; 2017-11-19 14:24:11 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Leyton Orient; 8/11; 3/4; 8/11; 8/11; 3/4; ; 3/4; ; ; 8/11; 8/11; 7/10; ; 3/4; 3/4; 8/11; 3/4; 10/13; 87/100; ; ; 8/11; 3/4; 8/11; 10/13; ; 8/15; ; 
Draw; 11/4; 11/4; 5/2; 5/2; 12/5; ; 5/2; ; ; 5/2; 13/5; 12/5; ; 5/2; 13/5; 13/5; 12/5; 28/11; 133/50; ; ; 11/4; 11/4; 27/10; 13/5; ; 5/2; ; 
Chester; 7/2; 7/2; 17/5; 10/3; 3; ; 10/3; ; ; 17/5; 7/2; 16/5; ; 10/3; 7/2; 10/3; 31/10; 57/17; 18/5; ; ; 7/2; 7/2; 7/2; 57/17; ; 3; ; 
META; english/non-league/national-league/leyton-orient-v-chester; 2017-11-19 18:24:03 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Leyton Orient; 4/5; 4/5; 4/5; 5/6; 3/4; ; 4/5; ; 11/13; 4/5; 4/5; 4/5; ; 4/5; 17/20; 4/5; 3/4; 4/5; 17/20; 16/19; 11/13; 4/5; 5/6; 4/5; 4/5; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 5/2; 13/5; 12/5; ; 13/5; ; 12/5; 5/2; 13/5; 23/10; ; 49/20; 11/4; 5/2; 12/5; 13/5; 14/5; 5/2; 12/5; 13/5; 11/4; 53/20; 13/5; ; 9/4; 11/5; 
Chester; 16/5; 10/3; 3; 16/5; 3; ; 16/5; ; 29/10; 3; 31/10; 3; ; 31/10; 14/5; 3; 31/10; 16/5; 7/2; 45/17; 29/10; 3; 3; 16/5; 16/5; ; 14/5; 14/5; 
META; english/non-league/national-league/leyton-orient-v-chester; 2017-11-19 22:24:29 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Leyton Orient; 4/5; 4/5; 4/5; 5/6; 3/4; ; 4/5; ; 11/13; 4/5; 4/5; 4/5; ; 4/5; 17/20; 4/5; 3/4; 4/5; 43/50; 16/19; 11/13; 4/5; 5/6; 4/5; 4/5; ; 8/11; 8/11; 
