META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-18 18:22:37 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 8/11; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; 4/6; ; 7/10; ; 4/6; 4/6; 7/10; ; ; 8/11; 7/10; 7/10; 9/13; ; 8/15; ; 
Draw; 14/5; 11/4; ; ; ; ; 11/4; ; ; ; 11/4; 12/5; ; 13/5; ; 13/5; 45/17; 27/10; ; ; 14/5; 14/5; 14/5; 27/10; ; 2; ; 
Chester; 7/2; 18/5; ; ; ; ; 7/2; ; ; ; 18/5; 7/2; ; 7/2; ; 7/2; 57/17; 17/5; ; ; 7/2; 19/5; 7/2; 17/5; ; 5/2; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-20 10:22:43 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 8/11; 8/11; ; 4/6; ; ; 4/6; ; ; ; 4/6; 4/6; ; 7/10; ; 4/6; 4/6; 7/10; ; ; 8/11; 7/10; 7/10; 9/13; ; 1/50; ; 
Draw; 14/5; 11/4; ; 13/5; ; ; 11/4; ; ; ; 11/4; 12/5; ; 13/5; ; 13/5; 45/17; 27/10; ; ; 14/5; 14/5; 14/5; 27/10; ; 1/3; ; 
Chester; 7/2; 18/5; ; 10/3; ; ; 7/2; ; ; ; 18/5; 7/2; ; 7/2; ; 7/2; 57/17; 17/5; ; ; 7/2; 19/5; 7/2; 17/5; ; 1/3; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-20 14:23:00 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 8/11; 8/11; ; 4/6; ; 13/20; 4/6; ; 7/10; ; 4/6; 4/6; ; 7/10; ; 7/10; 9/13; 7/10; ; 7/10; 8/11; 7/10; 7/10; 9/13; ; 1/50; ; 
Draw; 14/5; 11/4; ; 13/5; ; 27/10; 11/4; ; 27/10; ; 11/4; 12/5; ; 13/5; ; 13/5; 45/17; 27/10; ; 27/10; 14/5; 14/5; 14/5; 27/10; ; 1/3; ; 
Chester; 7/2; 18/5; ; 10/3; ; 18/5; 7/2; ; 57/17; ; 18/5; 7/2; ; 7/2; ; 10/3; 57/17; 17/5; ; 57/17; 7/2; 19/5; 7/2; 57/17; ; 1/3; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-20 18:22:59 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/11; ; 4/6; ; 6/10; 4/6; ; 7/10; ; 8/13; 8/13; ; 13/20; ; 8/13; 11/18; 7/10; ; 7/10; 8/13; 8/13; 8/13; 11/18; ; 1/50; ; 
Draw; 3; 11/4; ; 13/5; ; 11/4; 11/4; ; 27/10; ; 11/4; 13/5; ; 27/10; ; 13/5; 11/4; 27/10; ; 27/10; 3; 3; 59/20; 14/5; ; 1/3; ; 
Chester; 17/4; 18/5; ; 10/3; ; 15/4; 7/2; ; 57/17; ; 4; 7/2; ; 19/5; ; 15/4; 15/4; 17/5; ; 57/17; 4; 17/4; 4; 19/5; ; 1/3; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-20 22:22:47 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/11; ; 4/6; ; 6/10; 5/8; ; 7/10; ; 8/13; 6/10; ; 8/13; ; 8/13; 8/13; 7/10; 7/11; 7/10; 8/13; 13/20; 8/13; 8/13; ; 4/9; ; 
Draw; 3; 11/4; ; 13/5; ; 11/4; 14/5; ; 27/10; ; 11/4; 11/4; ; 11/4; ; 13/5; 11/4; 27/10; 37/13; 27/10; 3; 3; 59/20; 14/5; ; 21/10; ; 
Chester; 17/4; 18/5; ; 10/3; ; 15/4; 15/4; ; 57/17; ; 4; 7/2; ; 19/5; ; 15/4; 62/17; 17/5; 39/10; 57/17; 4; 4; 4; 37/10; ; 14/5; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-21 02:21:45 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/11; ; 4/6; ; 6/10; 8/13; ; 11/17; ; 4/6; 6/10; ; 13/20; ; 4/6; 8/13; 8/13; 7/11; 11/17; 8/13; 13/20; 8/13; 11/17; ; 1/100; ; 
Draw; 3; 11/4; ; 13/5; ; 11/4; 14/5; ; 56/19; ; 11/4; 11/4; ; 11/4; ; 13/5; 14/5; 14/5; 37/13; 56/19; 3; 3; 59/20; 14/5; ; 1/3; ; 
Chester; 17/4; 18/5; ; 10/3; ; 15/4; 15/4; ; 57/17; ; 19/5; 7/2; ; 37/10; ; 7/2; 39/11; 15/4; 39/10; 57/17; 19/5; 4; 4; 18/5; ; 1/3; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-21 10:21:37 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/11; ; 7/10; 4/6; 6/10; 8/13; ; 11/17; ; 4/6; 6/10; ; 13/20; 13/20; 8/13; 8/13; 8/13; 7/11; 11/17; 8/13; 13/20; 8/13; 11/17; ; 1/100; ; 
Draw; 3; 11/4; ; 14/5; 3; 11/4; 14/5; ; 56/19; ; 14/5; 11/4; ; 11/4; 14/5; 13/5; 37/13; 14/5; 37/13; 56/19; 3; 3; 59/20; 29/10; ; 1/3; ; 
Chester; 17/4; 18/5; ; 19/5; 47/10; 15/4; 15/4; ; 57/17; ; 19/5; 7/2; ; 37/10; 4; 15/4; 62/17; 15/4; 39/10; 57/17; 19/5; 4; 4; 37/10; ; 1/3; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-21 14:21:43 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 4/6; 11/18; 7/10; 67/100; 4/7; 3/5; ; 11/17; 8/13; 8/13; 8/13; ; 13/20; 13/20; 8/13; 10/17; 11/17; 7/11; 11/17; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 29/10; 11/4; 14/5; 31/10; 14/5; 14/5; ; 56/19; 11/4; 14/5; 5/2; ; 27/10; 14/5; 13/5; 37/13; 14/5; 37/13; 56/19; 3; 29/10; 59/20; 29/10; ; 21/10; ; 
Chester; 17/4; 4; 19/5; 19/5; 9/2; 15/4; 4; ; 57/17; 19/5; 4; 15/4; ; 19/5; 4; 15/4; 4; 18/5; 39/10; 57/17; 19/5; 4; 4; 77/19; ; 14/5; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-21 18:21:40 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 4/6; 11/18; 7/10; 67/100; 6/10; 8/13; ; 11/17; 8/13; 4/6; 8/13; ; 13/20; 13/20; 8/13; 10/17; 11/17; 7/11; 11/17; 8/13; 13/20; 8/13; 11/18; ; 4/7; ; 
Draw; 3; 29/10; 11/4; 14/5; 31/10; 11/4; 29/10; ; 56/19; 11/4; 14/5; 5/2; ; 27/10; 14/5; 13/5; 37/13; 14/5; 37/13; 56/19; 3; 29/10; 59/20; 29/10; ; 5/2; ; 
Chester; 17/4; 4; 19/5; 19/5; 9/2; 18/5; 4; ; 57/17; 19/5; 19/5; 15/4; ; 19/5; 4; 15/4; 4; 18/5; 39/10; 57/17; 19/5; 4; 4; 77/19; ; 10/3; ; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-21 22:21:42 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; 4/7; 3/5; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 7/11; 11/17; 8/13; 8/13; 8/13; 11/18; ; 8/15; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; 14/5; 29/10; ; 56/19; 11/4; 14/5; 5/2; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 13/5; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; 15/4; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 41/10; 18/5; 39/10; 57/17; 19/5; 17/4; 4; 54/13; ; 7/2; 10/3; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-22 02:21:24 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; 4/7; 3/5; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 7/11; 11/17; 8/13; 8/13; 8/13; 11/18; ; 4/7; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; 14/5; 29/10; ; 56/19; 11/4; 14/5; 5/2; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 13/5; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; 15/4; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 41/10; 18/5; 39/10; 57/17; 19/5; 17/4; 4; 54/13; ; 7/2; 10/3; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-22 10:21:27 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; 4/7; 8/13; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 7/11; 11/17; 8/13; 8/13; 8/13; 11/18; ; 1/2; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; 14/5; 29/10; ; 56/19; 11/4; 14/5; 13/5; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 5/2; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; 15/4; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 41/10; 18/5; 39/10; 57/17; 19/5; 17/4; 4; 54/13; ; 3; 10/3; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-22 14:21:59 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; 4/7; 8/13; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 7/11; 11/17; 8/13; 8/13; 8/13; 11/18; ; 4/7; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; 14/5; 29/10; ; 56/19; 11/4; 14/5; 13/5; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 12/5; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; 15/4; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 41/10; 18/5; 39/10; 57/17; 19/5; 17/4; 4; 54/13; ; 10/3; 10/3; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-22 18:21:49 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; ; 8/13; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 11/17; 11/17; 8/13; 8/13; 8/13; 11/18; ; 4/7; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; ; 29/10; ; 56/19; 11/4; 14/5; 13/5; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 14/5; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; ; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 41/10; 18/5; 50/13; 57/17; 19/5; 17/4; 4; 54/13; ; 4; 21/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-22 22:21:21 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; ; 8/13; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 11/17; 11/17; 8/13; 8/13; 8/13; 11/18; ; 4/7; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; ; 29/10; ; 56/19; 11/4; 14/5; 13/5; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 5/2; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; ; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 41/10; 18/5; 50/13; 57/17; 19/5; 17/4; 4; 54/13; ; 4; 21/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-23 02:21:03 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; ; 8/13; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 11/17; 11/17; 8/13; 8/13; 8/13; 11/18; ; 4/7; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; ; 29/10; ; 56/19; 11/4; 14/5; 13/5; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 5/2; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; ; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 41/10; 18/5; 50/13; 57/17; 19/5; 17/4; 4; 54/13; ; 4; 21/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-23 10:20:49 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; ; 3/5; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 11/17; 11/17; 8/13; 8/13; 8/13; 11/18; ; 4/7; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; ; 29/10; ; 56/19; 11/4; 14/5; 13/5; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 5/2; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; ; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 41/10; 18/5; 50/13; 57/17; 19/5; 17/4; 4; 54/13; ; 4; 21/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-23 14:21:07 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 7/10; 67/100; ; 3/5; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 11/17; 11/17; 8/13; 8/13; 8/13; 8/13; ; 4/7; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; ; 29/10; ; 56/19; 11/4; 14/5; 13/5; ; 27/10; 14/5; 13/5; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 27/10; 13/5; 
Chester; 17/4; 17/4; 4; 19/5; 9/2; ; 4; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 77/19; 18/5; 50/13; 57/17; 19/5; 17/4; 4; 41/10; ; 4; 21/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-23 18:21:26 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 3/5; 8/13; 11/18; 4/6; 69/100; ; ; ; 11/17; 8/13; 8/13; 8/13; ; 8/13; 13/20; 8/13; 11/18; 11/17; 11/17; 11/17; 8/13; 8/13; 8/13; 8/13; ; 4/7; 4/7; 
Draw; 3; 3; 11/4; 14/5; 31/10; ; ; ; 56/19; 11/4; 14/5; 13/5; ; 27/10; 14/5; 11/4; 29/10; 14/5; 37/13; 56/19; 3; 3; 59/20; 56/19; ; 27/10; 13/5; 
Chester; 17/4; 17/4; 4; 4; 43/10; ; ; ; 57/17; 4; 4; 15/4; ; 4; 4; 15/4; 77/19; 18/5; 50/13; 57/17; 19/5; 17/4; 4; 41/10; ; ; 21/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-23 22:21:29 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 8/13; 8/13; 3/5; 4/6; 13/20; ; 3/5; ; 11/17; 6/10; 8/13; 6/10; ; 8/13; 8/13; 8/13; 11/18; 11/17; 3/5; 11/17; 8/13; 3/5; 8/13; 8/13; ; 4/7; 4/7; 
Draw; 3; 29/10; 14/5; 14/5; 63/20; ; ; ; 56/19; 14/5; 14/5; 5/2; ; 27/10; 3; 13/5; 29/10; 14/5; 3; 56/19; 3; 3; 59/20; 56/19; ; 14/5; 3; 
Chester; 4; 4; 4; 4; 23/5; ; 17/4; ; 57/17; 4; 4; 4; ; 4; 4; 15/4; 77/19; 18/5; 41/10; 57/17; 4; 17/4; 4; 41/10; ; 21/5; 22/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-24 02:21:24 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 8/13; 8/13; 3/5; 4/6; 13/20; ; 3/5; ; 11/17; 6/10; 8/13; 6/10; ; 8/13; 8/13; 8/13; 11/18; 11/17; 3/5; 11/17; 8/13; 3/5; 8/13; 8/13; ; 4/7; 4/7; 
Draw; 3; 29/10; 14/5; 14/5; 63/20; ; ; ; 56/19; 14/5; 14/5; 5/2; ; 27/10; 3; 13/5; 29/10; 14/5; 3; 56/19; 3; 3; 59/20; 56/19; ; 14/5; 14/5; 
Chester; 4; 4; 4; 4; 23/5; ; 17/4; ; 57/17; 4; 4; 4; ; 4; 4; 15/4; 77/19; 18/5; 41/10; 57/17; 4; 17/4; 4; 41/10; ; 21/5; 21/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-24 10:21:20 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 1/2; 8/13; 4/7; 4/7; 61/100; ; 5/9; ; 3/5; 4/7; 4/7; 11/20; ; 8/13; 4/7; 4/7; 5/9; 4/7; 8/15; 3/5; 8/15; 3/5; 4/7; 4/7; ; 4/7; 4/7; 
Draw; 16/5; 3; 14/5; 14/5; 16/5; ; 3; ; 29/10; 14/5; 14/5; 13/5; ; 27/10; 3; 11/4; 3; 14/5; 31/10; 29/10; 3; 3; 3; 3; ; 3; 14/5; 
Chester; 11/2; 17/4; 17/4; 9/2; 5; ; 19/4; ; 19/5; 17/4; 9/2; 9/2; ; 4; 9/2; 4; 49/11; 17/4; 23/5; 19/5; 9/2; 9/2; 9/2; 9/2; ; 9/2; 23/5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-24 14:21:38 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 8/15; 3/5; 4/7; 4/7; 31/50; ; 4/7; ; 6/11; 4/7; 4/7; 11/20; ; 4/7; 4/7; 4/7; 5/9; 4/7; 5/9; 6/11; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 
Draw; 3; 3; 14/5; 14/5; 13/4; ; 3; ; 56/19; 14/5; 29/10; 13/5; ; 14/5; 3; 14/5; 3; 14/5; 58/19; 56/19; 3; 31/10; 3; 58/19; ; 3; 3; 
Chester; 5; 9/2; 17/4; 9/2; 24/5; ; 9/2; ; 21/5; 17/4; 21/5; 4; ; 17/4; 9/2; 4; 22/5; 17/4; 22/5; 21/5; 17/4; 9/2; 9/2; 49/11; ; 24/5; 5; 
META; english/non-league/national-league/dagenham-redbridge-v-chester; 2018-02-24 18:21:31 GMT+2; 2018-02-24 15:00; In Play; Xlenovo
Dagenham & Redbridge; 11/10; 1; 21/20; 21/20; 21/20; ; ; ; 13/14; 10/11; 1; 11/10; ; 1; 21/20; 5/4; 21/20; ; ; ; ; 20/23; 1; 9/10; ; ; ; 
Draw; 7/5; 5/4; 26/19; 7/5; 48/25; ; ; ; 28/17; 33/20; 7/4; 29/20; ; 6/4; 11/8; 13/10; 9/5; ; ; ; ; 7/4; 13/8; 17/10; ; ; ; 
Chester; 9/2; 9/2; 19/4; 9/2; 18/5; ; ; ; 39/10; 17/4; 4; 9/2; ; 9/2; 17/4; 5; 43/10; ; ; ; ; 22/5; 9/2; 43/10; ; ; ; 
