META; english/non-league/national-league/guiseley-v-ebbsfleet-united; 2017-07-31 14:22:10 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 21/20; 23/20; 11/10; 6/5; ; 6/5; ; ; ; ; 23/20; 6/5; ; 6/5; 6/5; ; ; 15/13; 27/20; ; ; ; 5/4; 6/5; ; ; ; 
Draw; 9/4; 23/10; 23/10; 11/5; 11/5; ; 23/10; ; ; ; ; 11/5; 11/5; ; 23/10; 9/4; ; ; 28/13; 47/20; ; ; ; 9/4; 9/4; ; ; ; 
Guiseley; 9/4; 12/5; 43/20; 11/5; 11/5; ; 23/10; ; ; ; ; 2; 11/5; ; 11/5; 23/10; ; ; 28/13; 58/25; ; ; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-ebbsfleet-united; 2017-07-31 18:22:00 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 21/20; 6/5; 11/10; 6/5; ; 6/5; ; ; ; ; 23/20; 6/5; ; 6/5; 6/5; 15/13; ; 6/5; 27/20; ; ; ; 5/4; 6/5; ; ; ; 
Draw; 9/4; 23/10; 9/4; 11/5; 11/5; ; 23/10; ; ; ; ; 11/5; 11/5; ; 23/10; 9/4; 21/10; ; 11/5; 47/20; ; ; ; 9/4; 9/4; ; ; ; 
Guiseley; 9/4; 12/5; 43/20; 11/5; 11/5; ; 23/10; ; ; ; ; 2; 11/5; ; 11/5; 23/10; 21/10; ; 11/5; 58/25; ; ; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-ebbsfleet-united; 2017-07-31 22:22:05 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 21/20; 6/5; 11/10; 6/5; ; 6/5; ; ; ; ; 23/20; 6/5; ; 6/5; 6/5; 15/13; ; 6/5; 27/20; ; ; ; 5/4; 6/5; ; ; ; 
Draw; 9/4; 23/10; 9/4; 11/5; 11/5; ; 23/10; ; ; ; ; 11/5; 11/5; ; 23/10; 9/4; 21/10; ; 11/5; 47/20; ; ; ; 9/4; 9/4; ; ; ; 
Guiseley; 9/4; 12/5; 43/20; 11/5; 11/5; ; 23/10; ; ; ; ; 2; 11/5; ; 11/5; 23/10; 21/10; ; 28/13; 58/25; ; ; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-ebbsfleet-united; 2017-08-01 02:21:58 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 21/20; 6/5; 11/10; 6/5; ; 6/5; ; ; ; ; 23/20; 6/5; ; 6/5; 6/5; 15/13; ; 6/5; 27/20; ; ; ; 5/4; 6/5; ; ; ; 
Draw; 9/4; 23/10; 9/4; 11/5; 11/5; ; 23/10; ; ; ; ; 11/5; 11/5; ; 23/10; 9/4; 21/10; ; 11/5; 47/20; ; ; ; 9/4; 9/4; ; ; ; 
Guiseley; 9/4; 12/5; 43/20; 11/5; 11/5; ; 23/10; ; ; ; ; 2; 11/5; ; 11/5; 23/10; 21/10; ; 28/13; 58/25; ; ; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-ebbsfleet-united; 2017-08-01 10:22:01 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 21/20; 6/5; 11/10; 6/5; ; 6/5; 11/10; 13/11; ; ; 23/20; 6/5; ; 6/5; 15/13; 15/13; 23/20; 15/13; 27/20; ; 13/11; ; 5/4; 6/5; ; ; ; 
Draw; 9/4; 23/10; 9/4; 11/5; 9/4; ; 23/10; 9/4; 11/5; ; ; 11/5; 11/5; ; 23/10; 23/10; 21/10; 11/5; 11/5; 47/20; ; 11/5; ; 9/4; 9/4; ; ; ; 
Guiseley; 9/4; 12/5; 43/20; 11/5; 11/5; ; 23/10; 11/5; 11/5; ; ; 2; 11/5; ; 11/5; 23/10; 21/10; 11/5; 11/5; 58/25; ; 11/5; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-ebbsfleet-united; 2017-08-01 18:21:57 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 21/20; 6/5; 11/10; 6/5; 11/10; 6/5; 11/10; 13/11; 11/10; ; 23/20; 6/5; ; 6/5; 6/5; 15/13; 23/20; 6/5; 27/20; ; 13/11; ; 5/4; 6/5; ; ; ; 
Draw; 9/4; 23/10; 9/4; 11/5; 9/4; 21/10; 23/10; 9/4; 11/5; 9/4; ; 11/5; 11/5; ; 23/10; 23/10; 21/10; 11/5; 28/13; 47/20; ; 11/5; ; 9/4; 9/4; ; ; ; 
Guiseley; 9/4; 12/5; 43/20; 11/5; 21/10; 21/10; 23/10; 11/5; 11/5; 19/10; ; 2; 11/5; ; 11/5; 9/4; 21/10; 11/5; 28/13; 58/25; ; 11/5; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-ebbsfleet-united; 2017-08-01 22:21:54 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 21/20; 6/5; 11/10; 6/5; 11/10; 6/5; 11/10; 13/11; 11/10; ; 23/20; 6/5; ; 6/5; 6/5; 15/13; 23/20; 6/5; 27/20; ; 13/11; ; 5/4; 6/5; ; ; ; 
