META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-08 14:25:00 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidstone; 9/5; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 17/10; 15/8; 17/10; 13/10
Draw; 12/5; 23/10; 23/10; 40/17; 23/10; 21/10; 11/5; 23/10; 23/10; 40/17; 12/5; 40/17; 7/4
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-10 10:24:34 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 23/17; 23/17; 11/8; 7/5; 23/17; 20/21
Maidstone; 9/5; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 17/10; 15/8; 17/10; 11/8
Draw; 12/5; 23/10; 23/10; 40/17; 23/10; 21/10; 11/5; 23/10; 23/10; 40/17; 12/5; 40/17; 7/4
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-10 14:25:06 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 23/17; 23/17; 11/8; 7/5; 23/17; 20/21; 10/11
Maidstone; 9/5; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 17/10; 15/8; 17/10; 11/8; 23/10
Draw; 12/5; 23/10; 23/10; 40/17; 23/10; 21/10; 11/5; 23/10; 23/10; 40/17; 12/5; 40/17; 9/4; 
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-10 18:24:57 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 23/17; 23/17; 11/8; 7/5; 23/17; 20/21; 10/11
Maidstone; 9/5; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 17/10; 15/8; 7/4; 11/8; 23/10
Draw; 12/5; 23/10; 23/10; 40/17; 23/10; 21/10; 11/5; 40/17; 23/10; 40/17; 12/5; 40/17; 7/4; 
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-10 22:24:50 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 23/17; 23/17; 11/8; 7/5; 23/17; 1; 
Maidstone; 9/5; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 17/10; 15/8; 7/4; 11/8; 4/6
Draw; 12/5; 23/10; 23/10; 40/17; 23/10; 21/10; 11/5; 40/17; 23/10; 40/17; 12/5; 40/17; 9/4; 9/5
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-11 02:22:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 23/17; 23/17; 11/8; 7/5; 7/5; 20/21; 10/11
Maidstone; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 7/4; 7/4; 17/10; 15/8; 7/4; 27/20; 23/10
Draw; 23/10; 23/10; 40/17; 23/10; 21/10; 11/5; 40/17; 23/10; 40/17; 12/5; 40/17; 9/4; 11/4
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-11 10:23:02 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 23/17; 23/17; 11/8; 7/5; 7/5; 20/21; 10/11
Maidstone; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 7/4; 7/4; 17/10; 15/8; 7/4; 11/8; 23/10
Draw; 23/10; 23/10; 40/17; 23/10; 21/10; 11/5; 40/17; 23/10; 40/17; 12/5; 40/17; 7/4; 11/4
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-11 14:23:19 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 6/4; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 11/8; 23/17; 23/17; 11/8; 7/5; 23/17; 20/21; 7/5
Maidstone; 191/100; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 7/4; 7/4; 7/4; 17/10; 15/8; 7/4; 7/4; 9/5
Draw; 51/20; 23/10; 23/10; 40/17; 23/10; 21/10; 23/10; 11/5; 40/17; 23/10; 40/17; 12/5; 12/5; 7/4; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-11 18:23:16 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 6/5; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 23/20; 11/10; 11/10; 15/13; 9/8; 11/10; 23/20; 15/13; 21/20; 10/9; 23/20
Maidstone; 23/10; 21/10; 12/5; 2; 11/5; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 19/10; 28/13; 9/4; 9/4; 11/5; 19/10; 23/10
Draw; 5/2; 23/10; 131/50; 23/10; 12/5; 40/17; 23/10; 12/5; 9/4; 47/20; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 27/11; 23/10; 2; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-11 22:23:02 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 6/5; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 11/10; 15/13; 9/8; 11/10; 23/20; 15/13; 21/20; 10/9; 23/20
Maidstone; 23/10; 21/10; 21/10; 12/5; 2; 11/5; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 19/10; 28/13; 9/4; 9/4; 7/4; 19/10; 23/10
Draw; 5/2; 23/10; 23/10; 131/50; 23/10; 12/5; 40/17; 23/10; 12/5; 9/4; 47/20; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 27/11; 23/10; 2; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-12 02:22:48 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 6/5; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 15/13; 15/13; 9/8; 11/10; 23/20; 15/13; 1/4; 23/20
Maidstone; 23/10; 21/10; 21/10; 12/5; 2; 11/5; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 19/10; 28/13; 9/4; 11/5; 7/4; 23/10
Draw; 5/2; 23/10; 23/10; 131/50; 23/10; 12/5; 40/17; 23/10; 12/5; 9/4; 47/20; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 12/5; 23/10; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-12 10:22:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 6/5; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 9/8; 11/10; 23/20; 11/10; 5/6; 10/9; 23/20
Maidstone; 23/10; 21/10; 21/10; 12/5; 2; 11/5; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 19/10; 28/13; 9/4; 9/4; 9/5; 19/10; 23/10
Draw; 5/2; 23/10; 23/10; 131/50; 23/10; 12/5; 40/17; 23/10; 5/2; 9/4; 47/20; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 27/11; 23/10; 2; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-12 14:23:07 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 23/20; 6/5; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; 9/8; 11/10; 23/20; 15/13; 5/6; 10/9; 23/20
Maidstone; 23/10; 9/4; 21/10; 21/10; 12/5; 2; 11/5; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 19/10; 28/13; 9/4; 11/5; 9/5; 19/10; 23/10
Draw; 5/2; 5/2; 23/10; 23/10; 131/50; 23/10; 12/5; 40/17; 23/10; 5/2; 9/4; 47/20; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 12/5; 23/10; 2; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-12 18:23:07 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 23/20; 6/5; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 23/20; 11/10; 15/13; 15/13; 8/7; 11/10; 23/20; 15/13; 1; 10/9; 23/20
Maidstone; 23/10; 9/4; 21/10; 21/10; 12/5; 2; 11/5; 28/13; 21/10; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 28/13; 28/13; 9/4; 11/5; 19/10; 19/10; 23/10
Draw; 5/2; 5/2; 23/10; 23/10; 13/5; 23/10; 12/5; 40/17; 23/10; 12/5; 9/4; 47/20; 12/5; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 12/5; 11/5; 2; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-12 22:22:57 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 23/20; 6/5; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 23/20; 11/10; 15/13; 15/13; 8/7; 11/10; 23/20; 15/13; 11/10; 1; 10/9; 23/20
Maidstone; 23/10; 9/4; 21/10; 21/10; 12/5; 2; 11/5; 28/13; 21/10; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 28/13; 28/13; 9/4; 11/5; 9/4; 9/5; 19/10; 23/10
Draw; 5/2; 5/2; 23/10; 23/10; 13/5; 23/10; 12/5; 40/17; 23/10; 12/5; 9/4; 47/20; 12/5; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 12/5; 12/5; 2; 5/2; 
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-13 02:22:26 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 23/20; 6/5; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; 8/7; 11/10; 23/20; 15/13; 11/10; 1; 23/20
Maidstone; 23/10; 9/4; 21/10; 21/10; 12/5; 2; 11/5; 28/13; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 11/5; 2; 28/13; 28/13; 9/4; 11/5; 9/4; 21/10; 23/10
Draw; 5/2; 5/2; 23/10; 23/10; 13/5; 23/10; 12/5; 40/17; 23/10; 12/5; 9/4; 47/20; 11/5; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 12/5; 12/5; 2; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-13 10:22:27 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 6/5; 6/5; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; 8/7; 11/10; 23/20; 15/13; 11/10; 1; 23/20
Maidstone; 23/10; 9/4; 21/10; 23/10; 12/5; 2; 11/5; 28/13; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 11/5; 2; 28/13; 28/13; 9/4; 11/5; 9/4; 21/10; 23/10
Draw; 5/2; 5/2; 23/10; 23/10; 13/5; 23/10; 12/5; 40/17; 23/10; 12/5; 9/4; 47/20; 11/5; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 12/5; 12/5; 2; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-13 14:23:06 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 6/5; 6/5; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; 8/7; 11/10; 23/20; 15/13; 11/10; 1; 10/9; 23/20
Maidstone; 23/10; 9/4; 21/10; 23/10; 12/5; 2; 11/5; 28/13; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 28/13; 2; 28/13; 28/13; 9/4; 11/5; 9/4; 21/10; 19/10; 23/10
Draw; 5/2; 5/2; 23/10; 23/10; 13/5; 23/10; 12/5; 40/17; 23/10; 23/10; 9/4; 47/20; 11/5; 23/10; 12/5; 12/5; 5/2; 40/17; 5/2; 12/5; 12/5; 21/10; 2; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-13 18:23:12 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 23/20; 6/5; 31/25; 21/20; 11/10; 11/10; 23/20; 11/10; 11/10; 23/20; 21/20; 11/10; 15/13; 15/13; 8/7; 11/10; 6/5; 15/13; 11/10; 21/20; 1; 6/5
Maidstone; 23/10; 9/4; 21/10; 11/5; 113/50; 11/5; 11/5; 28/13; 2; 11/5; 2; 41/20; 2; 21/10; 28/13; 2; 23/10; 28/13; 85/40; 11/5; 21/10; 21/10; 21/10; 11/5
Draw; 5/2; 5/2; 12/5; 12/5; 133/50; 23/10; 12/5; 40/17; 23/10; 12/5; 9/4; 47/20; 23/10; 23/10; 40/17; 12/5; 23/10; 40/17; 5/2; 12/5; 5/2; 2; 21/10; 13/5
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-13 22:22:59 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 6/5; 11/10; 6/5; 23/20; 21/20; 11/10; 11/10; 11/10; 11/10; 21/20; 11/10; 21/20; 11/10; 11/10; 15/13; 8/7; 11/10; 23/20; 11/10; 21/20; 21/20; 1; 10/9
Maidstone; 23/10; 21/10; 11/5; 11/5; 123/50; 11/5; 11/5; 28/13; 11/5; 11/5; 21/10; 43/20; 2; 21/10; 9/4; 2; 23/10; 28/13; 9/4; 9/4; 9/4; 11/5; 21/10; 12/5
Draw; 5/2; 5/2; 12/5; 12/5; 67/25; 23/10; 5/2; 40/17; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 27/11; 12/5; 23/10; 40/17; 5/2; 5/2; 5/2; 12/5; 21/10; 13/5
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-14 02:22:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 11/10; 11/10; 6/5; 29/25; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 11/10; 21/20; 21/20; 11/10; 15/13; 8/7; 11/10; 11/10; 11/10; 21/20; 1; 10/9
Maidstone; 23/10; 9/4; 11/5; 11/5; 61/25; 11/5; 9/4; 28/13; 11/5; 9/4; 21/10; 43/20; 2; 21/10; 9/4; 2; 23/10; 28/13; 9/4; 9/4; 9/4; 9/4; 12/5
Draw; 5/2; 13/5; 12/5; 12/5; 67/25; 23/10; 5/2; 40/17; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 27/11; 12/5; 23/10; 40/17; 13/5; 5/2; 5/2; 12/5; 13/5
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-14 10:22:48 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 11/10; 23/20; 6/5; 31/25; 11/10; 11/10; 8/7; 23/20; 11/10; 11/10; 23/20; 11/10; 11/10; 15/13; 15/13; 22/19; 8/7; 23/20; 15/13; 11/10; 10/9; 6/5; 6/5
Maidstone; 23/10; 9/4; 2; 11/5; 9/4; 21/10; 9/4; 28/13; 2; 11/5; 2; 41/20; 19/10; 21/10; 21/10; 2; 21/10; 28/13; 85/40; 21/10; 21/10; 9/4; 21/10; 11/5
Draw; 5/2; 13/5; 12/5; 12/5; 67/25; 12/5; 5/2; 23/10; 12/5; 12/5; 23/10; 47/20; 23/10; 23/10; 27/11; 12/5; 5/2; 23/10; 13/5; 27/11; 5/2; 12/5; 9/4; 13/5
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-14 14:23:37 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 6/5; 23/20; 6/5; 31/25; 11/10; 6/5; 8/7; 23/20; 11/10; 11/10; 23/20; 11/10; 11/10; 15/13; 15/13; 7/6; 8/7; 6/5; 15/13; 6/5; 23/20; 6/5; 6/5
Maidstone; 23/10; 21/10; 2; 11/5; 11/5; 21/10; 21/10; 28/13; 2; 11/5; 19/10; 41/20; 2; 28/13; 2; 21/10; 28/13; 85/40; 21/10; 21/10; 21/10; 11/5; 9/4; 
Draw; 5/2; 5/2; 12/5; 12/5; 137/50; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 47/20; 11/5; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 12/5; 5/2
META; english/non-league/national-league/maidstone-v-afc-fylde; 2018-04-14 18:22:51 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Maidstone; 2/5; 4/11; 2/5; 3/10; 13/25; 5/11; 4/9; 2/5; 4/9; 4/11; 2/5; 3/7; 2/5; 3/7; 4/11
Draw; 3; 11/4; 27/10; 16/5; 3; 37/13; 27/10; 14/5; 27/10; 11/4; 11/4; 27/10; 14/5; 27/10; 14/5
AFC Fylde; 10; 10; 11; 31/5; 13/2; 17/2; 10; 9; 7; 15/2; 44/5; ; ; ; 
