META; english/non-league/national-league/woking-v-barrow; 2017-12-16 22:22:12 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Woking; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-barrow; 2017-12-17 02:22:09 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Woking; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-barrow; 2017-12-17 10:22:15 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Woking; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-barrow; 2017-12-17 14:22:27 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Woking; 7/5; 13/8; ; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; 6/4; 31/20; ; ; ; ; ; 
Barrow; 9/5; ; ; ; ; ; 17/10; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; 13/8; 17/10; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-barrow; 2017-12-17 18:22:34 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Woking; 7/5; 13/8; ; ; ; 7/5; 29/20; ; 7/5; ; 7/5; 7/5; ; ; ; ; ; 23/17; ; ; 7/5; 6/4; 6/4; 6/4; 23/17; ; ; ; 
Barrow; 9/5; ; ; ; ; 17/10; 17/10; ; 17/10; ; 9/5; 13/8; ; ; ; ; ; 17/10; ; ; 17/10; 7/4; 7/4; 17/10; 17/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 9/4; ; 9/4; 11/5; ; ; ; ; ; 23/10; ; ; 9/4; 12/5; 12/5; 47/20; 23/10; ; ; ; 
META; english/non-league/national-league/woking-v-barrow; 2017-12-17 22:23:14 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Woking; 7/5; 13/8; ; ; ; 7/5; 29/20; ; 7/5; ; 29/20; 7/5; ; ; ; 7/5; ; 23/17; ; ; 7/5; 6/4; 6/4; 6/4; 23/17; ; ; ; 
Barrow; 9/5; ; ; ; ; 17/10; 17/10; ; 17/10; ; 7/4; 13/8; ; ; ; 8/5; ; 17/10; ; ; 17/10; 7/4; 7/4; 17/10; 17/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 9/4; ; 9/4; 11/5; ; ; ; 9/4; ; 23/10; ; ; 9/4; 12/5; 12/5; 47/20; 23/10; ; ; ; 
META; english/non-league/national-league/woking-v-barrow; 2017-12-18 02:23:10 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Woking; 7/5; 13/8; ; ; ; 7/5; 29/20; ; 7/5; ; 29/20; 7/5; ; ; ; 7/5; ; 23/17; ; ; 7/5; 6/4; 31/20; 6/4; 23/17; ; ; ; 
Barrow; 9/5; ; ; ; ; 17/10; 17/10; ; 17/10; ; 7/4; 13/8; ; ; ; 8/5; ; 17/10; ; ; 17/10; 7/4; 7/4; 17/10; 17/10; ; ; ; 
