META; english/non-league/national-league/torquay-v-tranmere; 2017-07-31 14:22:23 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 4/5; ; 4/5; ; ; ; ; 4/5; 4/5; ; 10/11; 4/5; ; ; 14/19; 17/20; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; ; 5/2; ; ; ; ; 12/5; 49/20; ; 23/10; 5/2; ; ; 12/5; 129/50; ; ; ; 5/2; 12/5; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 10/3; ; 18/5; ; ; ; ; 3; 10/3; ; 31/10; 7/2; ; ; 57/17; 77/20; ; ; ; 7/2; 7/2; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-07-31 18:22:12 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 5/6; ; 4/5; ; ; ; ; 3/4; 4/5; ; 10/11; 4/5; 13/18; ; 10/13; 17/20; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; ; 5/2; ; ; ; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; ; 27/11; 129/50; ; ; ; 5/2; 5/2; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 16/5; ; 18/5; ; ; ; ; 3; 10/3; ; 31/10; 7/2; 13/4; ; 17/5; 77/20; ; ; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-07-31 22:22:19 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 5/6; ; 4/5; ; ; ; ; 3/4; 4/5; ; 10/11; 4/5; 13/18; ; 10/13; 17/20; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; ; 5/2; ; ; ; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; ; 27/11; 129/50; ; ; ; 5/2; 5/2; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 16/5; ; 18/5; ; ; ; ; 3; 10/3; ; 31/10; 7/2; 13/4; ; 57/17; 77/20; ; ; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-08-01 02:22:10 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 5/6; ; 4/5; ; ; ; ; 3/4; 4/5; ; 10/11; 4/5; 13/18; ; 10/13; 17/20; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; ; 5/2; ; ; ; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; ; 27/11; 129/50; ; ; ; 5/2; 5/2; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 16/5; ; 18/5; ; ; ; ; 3; 10/3; ; 31/10; 7/2; 13/4; ; 57/17; 77/20; ; ; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-08-01 10:22:14 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 4/5; ; 4/5; 4/5; 3/4; ; ; 3/4; 4/5; ; 10/11; 4/5; 13/18; 8/11; 10/13; 17/20; ; 3/4; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; ; 5/2; 12/5; 12/5; ; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; 12/5; 12/5; 129/50; ; 12/5; ; 5/2; 12/5; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 10/3; ; 18/5; 10/3; 17/5; ; ; 3; 10/3; ; 31/10; 7/2; 13/4; 10/3; 17/5; 77/20; ; 17/5; ; 7/2; 7/2; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-08-01 18:22:09 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; 12/5; 27/11; 129/50; ; 12/5; ; 5/2; 5/2; ; ; ; 
Tranmere; 4/5; 3/4; 3/4; 3/4; 4/5; 16/5; 4/5; 4/5; 3/4; 8/11; ; 3/4; 4/5; ; 10/11; 4/5; 13/18; 8/11; 10/13; 17/20; ; 3/4; ; 4/5; 4/5; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 10/3; 8/11; 18/5; 10/3; 17/5; 3; ; 3; 10/3; ; 31/10; 7/2; 13/4; 10/3; 57/17; 77/20; ; 17/5; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-08-01 22:22:06 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 4/5; 8/11; 4/5; 4/5; 3/4; 8/11; ; 3/4; 4/5; ; 10/11; 4/5; 13/18; 8/11; 10/13; 17/20; ; 3/4; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; 12/5; 27/11; 129/50; ; 12/5; ; 5/2; 5/2; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 10/3; 16/5; 18/5; 10/3; 17/5; 3; ; 3; 10/3; ; 31/10; 7/2; 13/4; 10/3; 17/5; 77/20; ; 17/5; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-08-02 02:21:53 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 4/5; 8/11; 4/5; 4/5; 3/4; 8/11; ; 3/4; 4/5; ; 10/11; 4/5; 13/18; 8/11; 10/13; 17/20; ; 3/4; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; 12/5; 12/5; 129/50; ; 12/5; ; 5/2; 5/2; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 10/3; 16/5; 18/5; 10/3; 17/5; 3; ; 3; 10/3; ; 31/10; 7/2; 13/4; 10/3; 17/5; 77/20; ; 17/5; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-08-02 10:22:02 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 4/5; 8/11; 4/5; 4/5; 3/4; 8/11; ; 3/4; 4/5; ; 10/11; 4/5; 13/18; 8/11; 10/13; 17/20; ; 3/4; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; 12/5; 12/5; 129/50; ; 12/5; ; 5/2; 5/2; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 10/3; 16/5; 18/5; 10/3; 17/5; 3; ; 3; 10/3; ; 31/10; 7/2; 13/4; 10/3; 17/5; 77/20; ; 17/5; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-08-02 14:22:16 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 4/5; 3/4; 3/4; 3/4; 4/5; 8/11; 4/5; 4/5; 3/4; 8/11; ; 3/4; 4/5; ; 4/5; 4/5; 13/18; 8/11; 10/13; 17/20; ; 3/4; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; ; 12/5; 49/20; ; 12/5; 5/2; 12/5; 12/5; 27/11; 129/50; ; 12/5; ; 5/2; 5/2; ; ; ; 
Torquay; 7/2; 7/2; 17/5; 16/5; 10/3; 16/5; 18/5; 10/3; 17/5; 3; ; 3; 10/3; ; 7/2; 7/2; 13/4; 10/3; 17/5; 77/20; ; 17/5; ; 7/2; 7/2; ; ; ; 
META; english/non-league/national-league/torquay-v-tranmere; 2017-08-02 18:22:16 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Tranmere; 8/11; 3/4; 3/4; 3/4; 8/11; 8/11; 3/4; 4/5; 3/4; 8/11; ; 8/11; 10/13; ; 4/5; 4/5; 13/18; 8/11; 10/13; 17/20; ; 3/4; ; 4/5; 4/5; ; ; ; 
Draw; 13/5; 5/2; 49/20; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; ; 12/5; 51/20; ; 12/5; 5/2; 12/5; 12/5; 5/2; 129/50; ; 12/5; ; 13/5; 5/2; ; ; ; 
