META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-09 14:22:23 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; ; ; ; ; 13/10; ; ; ; ; ; 6/5; ; ; 13/10; ; ; ; 13/10; ; ; ; ; 5/4; ; ; ; 
Ebbsfleet United; 5/4; 5/4; 5/4; ; 5/4; 6/5; 5/4; 6/5; ; ; ; 23/20; 6/5; ; ; 5/4; ; ; 6/5; 13/10; ; ; ; ; 5/4; ; ; ; 
AFC Fylde; 2; 21/10; 2; ; 19/10; 7/4; 2; 15/8; ; ; ; 15/8; 2; ; ; 2; ; ; 37/19; 57/25; ; ; ; ; 2; ; ; ; 
Draw; 5/2; 12/5; 9/4; ; 12/5; 23/10; 5/2; 12/5; ; ; ; 12/5; 49/20; ; ; 12/5; ; ; 27/11; 5/2; ; ; ; ; 12/5; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-10 10:21:55 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 5/4; ; 5/4; 6/5; 5/4; 6/5; 6/5; ; ; 23/20; 6/5; ; ; 5/4; ; ; 6/5; 13/10; ; 6/5; ; ; 5/4; ; ; ; 
AFC Fylde; 2; 21/10; 2; ; 19/10; 7/4; 2; 15/8; 2; ; ; 19/10; 2; ; ; 2; ; ; 2; 57/25; ; 2; ; ; 2; ; ; ; 
Draw; 5/2; 12/5; 47/20; ; 12/5; 23/10; 5/2; 12/5; 23/10; ; ; 23/10; 49/20; ; ; 12/5; ; ; 12/5; 5/2; ; 23/10; ; ; 12/5; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-10 14:22:05 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; ; ; 23/20; 6/5; ; 5/4; 5/4; 6/5; ; 6/5; 13/10; ; 6/5; ; ; 5/4; ; ; ; 
AFC Fylde; 2; 21/10; 2; 21/10; 2; 7/4; 21/10; 15/8; 2; ; ; 19/10; 2; ; 21/10; 39/19; 24/13; ; 2; 57/25; ; 2; ; ; 2; ; ; ; 
Draw; 5/2; 12/5; 47/20; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; ; ; 23/10; 49/20; ; 23/10; 12/5; 23/10; ; 12/5; 5/2; ; 23/10; ; ; 12/5; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-10 18:22:29 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; ; 5/4; 5/4; 6/5; ; 5/4; 133/100; 5/4; 6/5; ; ; 5/4; ; ; 6/5; 
AFC Fylde; 2; 21/10; 39/20; 21/10; 2; 9/5; 2; 15/8; 2; 19/10; 19/10; 19/10; 2; ; 21/10; 2; 24/13; ; 2; 43/20; 19/10; 2; ; ; 2; ; ; 19/10; 
Draw; 5/2; 12/5; 47/20; 9/4; 23/10; 23/10; 5/2; 12/5; 23/10; 12/5; 12/5; 11/5; 49/20; ; 23/10; 12/5; 23/10; ; 40/17; 129/50; 28/11; 23/10; ; ; 12/5; ; ; 11/5; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-10 22:23:22 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 5/4; 6/5; 5/4; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; ; 5/4; 5/4; 6/5; ; 5/4; 133/100; 21/17; 6/5; ; ; 5/4; ; 23/20; 6/5; 
AFC Fylde; 2; 21/10; 39/20; 21/10; 2; 9/5; 2; 15/8; 2; 19/10; 19/10; 19/10; 2; ; 21/10; 2; 24/13; ; 2; 43/20; 23/12; 2; ; ; 2; ; 19/10; 15/8; 
Draw; 5/2; 12/5; 47/20; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 11/5; 49/20; ; 23/10; 12/5; 23/10; ; 40/17; 129/50; 28/11; 23/10; ; ; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-11 02:22:26 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 13/10; 6/5; 6/5; 13/10; 13/10; 5/4; 13/10; 11/8; 11/8; 5/4; 6/5; ; 13/10; 36/25; 21/17; 6/5; ; ; 5/4; ; 5/4; 13/10; 
AFC Fylde; 2; 21/10; 15/8; 21/10; 19/10; 9/5; 2; 15/8; 2; 9/5; 9/5; 7/4; 19/10; 2; 15/8; 2; 24/13; ; 19/10; 199/100; 23/12; 2; ; ; 2; ; 9/5; 9/5; 
Draw; 5/2; 12/5; 47/20; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 23/10; ; 40/17; 51/20; 28/11; 23/10; ; ; 12/5; ; 21/10; 21/10; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-11 10:22:30 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 13/10; 5/4; 23/18; 13/10; 13/10; 5/4; 13/10; 11/8; 11/8; 5/4; 6/5; 23/18; 13/10; 36/25; 23/18; 23/18; ; ; 11/8; ; 5/4; 13/10; 
AFC Fylde; 2; 21/10; 37/20; 21/10; 19/10; 9/5; 19/10; 15/8; 39/19; 9/5; 9/5; 7/4; 19/10; 2; 15/8; 2; 24/13; 39/19; 19/10; 199/100; 24/13; 39/19; ; ; 15/8; ; 9/5; 9/5; 
Draw; 5/2; 12/5; 47/20; 9/4; 23/10; 23/10; 5/2; 12/5; 28/13; 23/10; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 23/10; 28/13; 40/17; 51/20; 28/11; 28/13; ; ; 12/5; ; 11/5; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-11 14:22:46 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 13/10; 13/10; 13/10; 6/5; 13/10; 5/4; 23/18; 13/10; 13/10; 5/4; 13/10; 11/8; 11/8; 13/10; 6/5; 23/18; 13/10; 36/25; 23/18; 23/18; ; ; 11/8; ; 5/4; 13/10; 
AFC Fylde; 2; 2; 37/20; 9/5; 19/10; 9/5; 19/10; 15/8; 39/19; 9/5; 9/5; 7/4; 19/10; 2; 15/8; 19/10; 24/13; 39/19; 19/10; 199/100; 24/13; 39/19; ; ; 15/8; ; 9/5; 9/5; 
Draw; 5/2; 12/5; 47/20; 5/2; 23/10; 23/10; 5/2; 12/5; 28/13; 23/10; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 23/10; 28/13; 40/17; 51/20; 28/11; 28/13; ; ; 12/5; ; 11/5; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-11 18:22:49 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 13/10; 13/10; 13/10; 6/5; 11/8; 5/4; 23/18; 13/10; 13/10; 5/4; 13/10; 13/10; 11/8; 13/10; 6/5; 23/18; 13/10; 44/25; 23/17; 23/18; ; ; 11/8; ; 5/4; 13/10; 
AFC Fylde; 2; 2; 37/20; 9/5; 19/10; 9/5; 15/8; 15/8; 39/19; 9/5; 9/5; 7/4; 19/10; 15/8; 15/8; 19/10; 24/13; 39/19; 19/10; 159/100; 24/13; 39/19; ; ; 15/8; ; 7/4; 9/5; 
Draw; 5/2; 12/5; 47/20; 5/2; 23/10; 23/10; 5/2; 12/5; 28/13; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 28/13; 40/17; 13/5; 12/5; 28/13; ; ; 12/5; ; 9/4; 21/10; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-11 22:22:50 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 13/10; 13/10; 13/10; 6/5; 11/8; 5/4; 23/18; 13/10; 13/10; 5/4; 13/10; 13/10; 11/8; 13/10; 6/5; 23/18; 13/10; 11/8; 23/17; 23/18; ; ; 11/8; ; 6/5; 13/10; 
AFC Fylde; 2; 2; 37/20; 9/5; 19/10; 9/5; 15/8; 15/8; 39/19; 9/5; 9/5; 7/4; 19/10; 15/8; 15/8; 19/10; 24/13; 39/19; 19/10; 41/20; 24/13; 39/19; ; ; 15/8; ; 17/10; 9/5; 
Draw; 5/2; 12/5; 47/20; 5/2; 23/10; 23/10; 5/2; 12/5; 28/13; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 28/13; 40/17; 131/50; 12/5; 28/13; ; ; 12/5; ; 23/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-12 02:23:55 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 13/10; 5/4; 5/4; 13/10; 5/4; 6/5; 13/10; 5/4; 23/18; 5/4; 5/4; 6/5; 13/10; 13/10; 11/8; 13/10; 6/5; 23/18; 5/4; 33/25; 23/17; 23/18; ; ; 11/8; ; 5/4; 6/5; 
AFC Fylde; 19/10; 2; 19/10; 9/5; 19/10; 9/5; 19/10; 15/8; 39/19; 19/10; 19/10; 9/5; 19/10; 15/8; 15/8; 19/10; 24/13; 39/19; 37/19; 54/25; 24/13; 39/19; ; ; 15/8; ; 9/5; 19/10; 
Draw; 5/2; 12/5; 47/20; 5/2; 12/5; 23/10; 5/2; 12/5; 28/13; 23/10; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 28/13; 40/17; 13/5; 12/5; 28/13; ; ; 12/5; ; 12/5; 2; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-12 10:22:30 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 13/10; 5/4; 5/4; 13/10; 5/4; 6/5; 13/10; 5/4; 23/18; 5/4; 5/4; 6/5; 13/10; 13/10; 11/8; 13/10; 6/5; 23/18; 13/10; 33/25; 17/13; 23/18; ; ; 5/4; ; 5/4; ; 
AFC Fylde; 19/10; 2; 19/10; 9/5; 19/10; 9/5; 19/10; 15/8; 39/19; 19/10; 19/10; 19/10; 19/10; 19/10; 15/8; 19/10; 24/13; 39/19; 2; 54/25; 19/10; 39/19; ; ; 2; ; 19/10; ; 
Draw; 5/2; 12/5; 47/20; 5/2; 12/5; 23/10; 5/2; 12/5; 28/13; 23/10; 23/10; 11/5; 12/5; 12/5; 23/10; 12/5; 23/10; 28/13; 11/5; 13/5; 12/5; 28/13; ; ; 12/5; ; 12/5; ; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-12 14:22:34 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 23/20; 13/10; 1; 23/20; 6/5; 11/10; 5/4; 11/10; 21/20; 11/10; 1; 11/10; 11/10; 21/20; 6/5; 6/5; 11/10; 11/10; 67/50; 8/7; 11/10; ; ; 5/4; ; 11/10; 6/5; 
AFC Fylde; 12/5; 11/5; 15/8; 12/5; 11/5; 9/5; 23/10; 15/8; 28/13; 23/10; 21/10; 9/4; 9/4; 11/5; 9/4; 2; 24/13; 28/13; 9/4; 21/10; 11/5; 28/13; ; ; 2; ; 23/10; 19/10; 
Draw; 5/2; 5/2; 47/20; 5/2; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 23/10; 49/20; 5/2; 13/5; 5/2; 23/10; 12/5; 27/11; 131/50; 27/11; 12/5; ; ; 12/5; ; 5/2; 11/5; 
META; english/non-league/national-league/ebbsfleet-united-v-afc-fylde; 2017-08-12 18:22:49 GMT+3; 2017-08-12 15:00; In Play; Xlenovo
AFC Fylde; 8/15; 1/2; 27/10; ; ; ; 1/2; 8/15; ; ; ; 13/5; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; 5/2; ; ; ; 13/5; 23/10; ; ; ; 5/2; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 
Ebbsfleet United; 13/2; 15/2; 9/10; ; ; ; 7; 5; ; ; ; 4/5; ; ; ; ; 23/4; ; ; ; ; ; ; ; ; ; ; ; 
