META; english/non-league/national-league/wrexham-v-dover; 2017-12-16 22:22:14 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Wrexham; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-dover; 2017-12-17 02:22:11 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Wrexham; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-dover; 2017-12-17 10:22:18 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Wrexham; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-dover; 2017-12-17 14:22:30 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Wrexham; 13/10; 3/2; ; ; ; ; 13/10; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; 7/5; 7/5; ; ; ; ; ; 
Dover; 2; 13/8; ; ; ; ; 9/5; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; 9/5; 15/8; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-dover; 2017-12-17 18:22:36 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Wrexham; 13/10; 3/2; ; ; ; 5/4; 13/10; ; 13/10; ; 13/10; 13/10; ; ; ; ; ; 5/4; ; ; 13/10; 7/5; 11/8; 27/20; 5/4; ; ; ; 
Dover; 2; 13/8; ; ; ; 15/8; 15/8; ; 19/10; ; 2; 9/5; ; ; ; ; ; 19/10; ; ; 19/10; 15/8; 19/10; 15/8; 19/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 11/5; ; 9/4; 21/10; ; ; ; ; ; 9/4; ; ; 11/5; 23/10; 12/5; 47/20; 9/4; ; ; ; 
META; english/non-league/national-league/wrexham-v-dover; 2017-12-17 22:23:17 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Wrexham; 13/10; 3/2; ; ; ; 5/4; 13/10; ; 13/10; ; 13/10; 13/10; ; ; ; 13/10; ; 5/4; ; ; 13/10; 7/5; 11/8; 27/20; 5/4; ; ; ; 
Dover; 2; 13/8; ; ; ; 15/8; 9/5; ; 19/10; ; 19/10; 9/5; ; ; ; 9/5; ; 19/10; ; ; 19/10; 15/8; 19/10; 15/8; 19/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 11/5; ; 9/4; 21/10; ; ; ; 11/5; ; 9/4; ; ; 11/5; 23/10; 12/5; 47/20; 9/4; ; ; ; 
META; english/non-league/national-league/wrexham-v-dover; 2017-12-18 02:23:13 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Wrexham; 13/10; 3/2; ; ; ; 5/4; 13/10; ; 13/10; ; 13/10; 13/10; ; ; ; 13/10; ; 5/4; ; ; 13/10; 7/5; 7/5; 27/20; 5/4; ; ; ; 
Dover; 2; 13/8; ; ; ; 15/8; 9/5; ; 19/10; ; 19/10; 9/5; ; ; ; 9/5; ; 19/10; ; ; 19/10; 15/8; 19/10; 15/8; 19/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 11/5; ; 9/4; 21/10; ; ; ; 11/5; ; 9/4; ; ; 11/5; 23/10; 23/10; 47/20; 9/4; ; ; ; 
