META; english/non-league/national-league/barrow-v-sutton; 2018-01-20 22:22:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-21 02:21:45 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-21 10:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-21 14:22:33 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 11/10; 13/10; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; 9/4; 19/10; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-21 18:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 11/10; 13/10; ; ; ; ; 11/10; ; ; ; 23/20; 11/10; ; ; ; ; ; ; ; ; ; 11/10; 6/5; ; ; ; ; 
Barrow; 9/4; 19/10; ; ; ; ; 21/10; ; ; ; 21/10; 19/10; ; ; ; ; ; ; ; ; ; 9/4; 85/40; ; ; ; ; 
Draw; 13/5; 23/10; ; ; ; ; 12/5; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; ; ; 13/5; 5/2; ; ; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-21 22:21:34 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 11/10; 13/10; ; ; ; ; 11/10; ; ; ; 11/10; 11/10; ; ; ; 11/10; ; ; ; ; ; 11/10; 6/5; 11/10; ; ; ; 
Barrow; 9/4; 19/10; ; ; ; ; 21/10; ; ; ; 11/5; 21/10; ; ; ; 2; ; ; ; ; ; 9/4; 85/40; 11/5; ; ; ; 
Draw; 13/5; 23/10; ; ; ; ; 12/5; ; ; ; 12/5; 11/5; ; ; ; 23/10; ; ; ; ; ; 13/5; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-22 02:21:29 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 11/10; 13/10; ; ; ; 11/10; 11/10; ; ; ; 23/20; 11/10; ; ; ; 11/10; ; ; ; ; ; 11/10; 6/5; 11/10; ; ; ; 
Barrow; 9/4; 19/10; ; ; ; 21/10; 21/10; ; ; ; 21/10; 21/10; ; ; ; 2; ; ; ; ; ; 9/4; 85/40; 11/5; ; ; ; 
Draw; 13/5; 23/10; ; ; ; 12/5; 12/5; ; ; ; 12/5; 11/5; ; ; ; 23/10; ; ; ; ; ; 13/5; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-22 10:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 13/10; 1; ; 109/ 100; 1; 21/20; ; ; 1; 21/20; 1; ; ; ; 1; 21/20; 1; 21/20; ; ; 21/20; 21/20; 1; 1; ; ; 
Barrow; 5/2; 19/10; 12/5; ; 129/ 50; 23/10; 23/10; ; ; 12/5; 12/5; 23/10; ; ; ; 23/10; 11/5; 40/17; 11/5; ; ; 5/2; 13/5; 49/20; 40/17; ; ; 
Draw; 13/5; 23/10; 12/5; ; 137/ 50; 12/5; 12/5; ; ; 12/5; 12/5; 23/10; ; ; ; 12/5; 12/5; 12/5; 12/5; ; ; 13/5; 12/5; 51/20; 12/5; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-22 14:21:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 21/20; 21/20; 59/50; 1; 21/20; ; ; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 24/23; ; 21/20; 21/20; 21/20; 1; ; ; 
Barrow; 5/2; 23/10; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 23/10; 23/10; 23/10; ; 23/10; 23/10; 9/4; 11/5; 9/4; 11/5; 39/19; ; 12/5; 5/2; 12/5; 23/10; ; ; 
Draw; 13/5; 5/2; 23/10; 12/5; 51/20; 12/5; 12/5; ; ; 23/10; 12/5; 21/10; ; 23/10; 13/5; 23/10; 12/5; 23/10; 12/5; 28/11; ; 5/2; 5/2; 5/2; 12/5; ; ; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-22 18:21:43 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 1; ; 21/20; 
Barrow; 5/2; 12/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 47/20; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 9/4; ; 21/10; 
Draw; 13/5; 5/2; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; ; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-22 22:21:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 10/11; 21/20; 
Barrow; 5/2; 12/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 47/20; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; 2; 21/10; 
Draw; 13/5; 5/2; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; 2; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-23 02:21:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 21/20; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 47/20; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; 23/10; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; 23/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-23 10:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 10/11; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; 2; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; 21/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-23 14:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 10/11; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; 2; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; 21/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-23 18:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 10/11; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; 2; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; 21/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-23 22:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; ; 10/11; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; ; 2; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-24 02:21:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; ; 10/11; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; ; 2; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-24 10:21:43 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; ; 20/21; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; ; 2; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-24 14:21:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; ; 20/21; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; ; 2; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-24 18:21:41 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 1; 11/10; 11/10; 21/20; 117/ 100; 1; 21/20; ; 11/10; 11/10; 21/20; 21/20; ; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; ; 10/11; 21/20; 
Barrow; 5/2; 5/2; 23/10; 9/4; 5/2; 23/10; 23/10; ; 9/4; 23/10; 12/5; 9/4; ; 12/5; 23/10; 23/10; 11/5; 40/17; 11/5; 23/10; 9/4; 12/5; 5/2; 12/5; 40/17; ; 2; 21/10; 
Draw; 13/5; 12/5; 9/4; 12/5; 129/ 50; 23/10; 12/5; ; 40/17; 9/4; 12/5; 11/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 28/11; 40/17; 12/5; 5/2; 12/5; 27/11; ; 21/10; 2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-24 22:21:39 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 5/6; 1; 10/11; 10/11; 1; 20/23; 10/11; ; 9/10; 10/11; 10/11; 10/11; ; 19/20; 10/11; 10/11; 11/13; 10/11; 11/13; 9/10; 9/10; 9/10; 9/10; 9/10; 10/11; ; 10/11; 5/6; 
Draw; 11/4; 12/5; 23/10; 23/10; 67/25; 12/5; 5/2; ; 12/5; 23/10; 12/5; 23/10; ; 23/10; 5/2; 23/10; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; ; 23/10; 21/10; 
Barrow; 3; 13/5; 14/5; 11/4; 59/20; 11/4; 11/4; ; 27/10; 14/5; 14/5; 13/5; ; 27/10; 14/5; 13/5; 11/4; 14/5; 11/4; 11/4; 27/10; 14/5; 3; 29/10; 37/13; ; 11/4; 5/2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-25 02:21:34 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 5/6; 10/11; 10/11; 10/11; 1; 20/23; 9/10; ; 9/10; 10/11; 10/11; 10/11; ; 19/20; 10/11; 17/20; 11/13; 10/11; 11/13; 9/10; 9/10; 9/10; 9/10; 9/10; 10/11; ; 10/11; 5/6; 
Draw; 11/4; 5/2; 23/10; 23/10; 67/25; 12/5; 5/2; ; 12/5; 23/10; 12/5; 23/10; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 28/11; ; 23/10; 21/10; 
Barrow; 3; 3; 14/5; 11/4; 59/20; 11/4; 14/5; ; 27/10; 14/5; 14/5; 13/5; ; 27/10; 14/5; 13/5; 11/4; 37/13; 11/4; 11/4; 27/10; 14/5; 3; 29/10; 37/13; ; 11/4; 5/2; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-25 10:21:31 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 5/6; 19/20; 10/11; 10/11; 1; 20/23; 9/10; ; 9/10; 10/11; 10/11; 10/11; ; 19/20; 10/11; 17/20; 11/13; 10/11; 11/13; 9/10; 9/10; 10/11; 37/40; 10/11; 10/11; ; 10/11; 10/11; 
Draw; 11/4; 5/2; 23/10; 23/10; 67/25; 12/5; 5/2; ; 12/5; 23/10; 12/5; 23/10; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; ; 12/5; 2; 
Barrow; 3; 14/5; 11/4; 11/4; 59/20; 11/4; 14/5; ; 27/10; 11/4; 14/5; 13/5; ; 13/5; 14/5; 13/5; 11/4; 14/5; 11/4; 11/4; 27/10; 14/5; 29/10; 29/10; 37/13; ; 11/4; 23/10; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-25 14:21:48 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 5/6; 19/20; 19/20; 10/11; 101/ 100; 20/23; 9/10; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 10/11; 10/11; 11/13; 10/11; 11/13; 9/10; 9/10; 10/11; 37/40; 10/11; 10/11; ; 10/11; 10/11; 
Draw; 11/4; 5/2; 23/10; 23/10; 27/10; 12/5; 5/2; ; 12/5; 23/10; 12/5; 23/10; ; 23/10; 5/2; 23/10; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; ; 23/10; 2; 
Barrow; 3; 14/5; 27/10; 11/4; 72/25; 11/4; 14/5; ; 27/10; 27/10; 14/5; 13/5; ; 13/5; 14/5; 13/5; 11/4; 14/5; 11/4; 11/4; 27/10; 14/5; 29/10; 29/10; 14/5; ; 13/5; 23/10; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-25 18:21:36 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 17/20; 19/20; 19/20; 10/11; 101/ 100; 20/23; 10/11; ; 15/16; 19/20; 10/11; 10/11; ; 19/20; 10/11; 10/11; 11/13; 10/11; 11/13; 9/10; 15/16; 10/11; 37/40; 10/11; 10/11; ; 10/11; 10/11; 
Draw; 11/4; 5/2; 23/10; 23/10; 27/10; 12/5; 5/2; ; 27/11; 23/10; 5/2; 23/10; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 5/2; 5/2; 5/2; 5/2; ; 12/5; 11/5; 
Barrow; 14/5; 14/5; 27/10; 11/4; 72/25; 11/4; 11/4; ; 28/11; 27/10; 11/4; 13/5; ; 13/5; 14/5; 13/5; 11/4; 11/4; 11/4; 11/4; 28/11; 14/5; 29/10; 29/10; 14/5; ; 27/10; 13/5; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-25 22:21:38 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 17/20; 19/20; 19/20; 10/11; 101/ 100; 20/23; 10/11; ; 15/16; 19/20; 10/11; 10/11; ; 19/20; 10/11; 10/11; 11/13; 10/11; 11/13; 9/10; 15/16; 10/11; 37/40; 10/11; 10/11; ; 9/10; 10/11; 
Draw; 11/4; 5/2; 23/10; 23/10; 27/10; 12/5; 5/2; ; 27/11; 23/10; 5/2; 23/10; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 5/2; 5/2; 5/2; 5/2; ; 12/5; 11/5; 
Barrow; 14/5; 14/5; 27/10; 11/4; 72/25; 11/4; 11/4; ; 28/11; 27/10; 11/4; 13/5; ; 13/5; 14/5; 13/5; 11/4; 11/4; 11/4; 11/4; 28/11; 14/5; 29/10; 29/10; 14/5; ; 13/5; 13/5; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-26 02:21:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 17/20; 19/20; 19/20; 10/11; ; 20/23; 10/11; ; 15/16; 19/20; 10/11; 10/11; ; 19/20; 10/11; 10/11; 11/13; 10/11; 11/13; 9/10; 15/16; 10/11; 37/40; 10/11; 10/11; ; 10/11; 10/11; 
Draw; 11/4; 5/2; 23/10; 23/10; ; 12/5; 5/2; ; 27/11; 23/10; 5/2; 23/10; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 5/2; 5/2; 5/2; 5/2; ; 23/10; 11/5; 
Barrow; 14/5; 14/5; 27/10; 11/4; ; 11/4; 11/4; ; 28/11; 27/10; 11/4; 13/5; ; 13/5; 14/5; 13/5; 11/4; 11/4; 11/4; 11/4; 28/11; 14/5; 29/10; 29/10; 14/5; ; 13/5; 13/5; 
META; english/non-league/national-league/barrow-v-sutton; 2018-01-26 10:21:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Sutton; 17/20; 19/20; 19/20; 10/11; 101/ 100; 20/23; 10/11; ; 15/16; 19/20; 10/11; 10/11; ; 19/20; 10/11; 10/11; 11/13; 10/11; 11/13; 9/10; 15/16; 10/11; 20/21; 10/11; 10/11; ; 20/21; 10/11; 
Draw; 13/5; 5/2; 23/10; 23/10; 67/25; 12/5; 5/2; ; 27/11; 23/10; 5/2; 23/10; ; 23/10; 5/2; 23/10; 5/2; 27/11; 5/2; 13/5; 27/11; 5/2; 5/2; 5/2; 5/2; ; 12/5; 11/5; 
