META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-24 14:24:14 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-24 18:24:10 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/10; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; 
Maidstone; 3; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-24 22:24:13 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; 9/10; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 12/5; ; ; ; ; ; ; 
Maidstone; 3; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; 3; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-25 02:24:16 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; 9/10; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 12/5; ; ; ; ; ; ; 
Maidstone; 3; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; 3; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-25 10:24:17 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; 17/20; 5/6; ; ; ; 17/20; 11/13; ; 11/13; ; ; 9/10; ; 9/10; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 12/5; 23/10; ; ; ; 23/10; 9/4; ; 9/4; ; ; 12/5; ; 12/5; ; ; ; ; 
Maidstone; 3; ; ; ; ; ; 3; ; ; ; 3; 11/4; ; ; ; 14/5; 14/5; ; 14/5; ; ; 3; ; 3; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-25 14:24:20 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; 17/20; 5/6; ; ; ; 17/20; 11/13; 13/15; 11/13; ; ; 9/10; 9/10; 9/10; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; ; 23/10; 9/4; 23/10; 9/4; ; ; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Maidstone; 3; ; ; ; ; ; 3; ; ; ; 31/10; 3; ; ; ; 14/5; 14/5; 29/10; 14/5; ; ; 3; 16/5; 3; 29/10; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-25 18:24:15 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; 17/20; 5/6; ; ; ; 17/20; 11/13; 13/15; 11/13; ; ; 9/10; 9/10; 9/10; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; ; 9/4; 9/4; 40/17; 9/4; ; ; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Maidstone; 3; ; ; ; ; ; 3; ; ; ; 31/10; 3; ; ; ; 3; 14/5; 56/19; 14/5; ; ; 3; 16/5; 3; 56/19; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-25 22:24:19 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; 17/20; 5/6; ; ; ; 17/20; 11/13; 13/15; 11/13; ; ; 9/10; 9/10; 9/10; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; ; 9/4; 9/4; 40/17; 9/4; ; ; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Maidstone; 3; ; ; ; ; ; 3; ; ; ; 31/10; 3; ; ; ; 3; 14/5; 56/19; 14/5; ; ; 3; 16/5; 3; 56/19; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-26 02:24:19 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; 17/20; 5/6; ; ; ; 17/20; 11/13; 13/15; 11/13; ; ; 9/10; 9/10; 9/10; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; ; 9/4; 9/4; 40/17; 9/4; ; ; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Maidstone; 3; ; ; ; ; ; 3; ; ; ; 31/10; 3; ; ; ; 3; 14/5; 56/19; 14/5; ; ; 3; 16/5; 3; 56/19; ; ; ; 
META; english/non-league/national-league/aldershot-v-maidstone; 2017-12-26 10:24:37 GMT+2; 2017-12-30 12:30; Nothing; Xlenovo
Aldershot; 10/11; ; ; ; ; ; 20/23; ; ; ; 17/20; 5/6; ; ; ; 17/20; 11/13; 13/15; 11/13; ; ; 9/10; 9/10; 9/10; 13/15; ; ; ; 
